,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
27,1.5,0.14092779117605336,0.583710407239819,0.14092779117605336,[0.         0.48679245 1.        ],[0.         0.34586466 1.        ],7,2
28,1.5,0.11866931479642501,0.5576208178438662,0.11866931479642501,[0.         0.56603774 1.        ],[0.         0.44736842 1.        ],8,2
29,1.5,0.062249964533976465,0.5285714285714286,0.062249964533976465,[0.         0.55849057 1.        ],[0.        0.4962406 1.       ],9,2
30,2.0,0.07748616825081567,0.5328947368421053,0.07748616825081567,[0.         0.61132075 1.        ],[0.         0.53383459 1.        ],0,2
31,2.0,0.05854731167541494,0.5259515570934256,0.05854731167541494,[0.         0.57358491 1.        ],[0.         0.51503759 1.        ],1,2
32,2.0,0.11882536530004256,0.5532646048109966,0.11882536530004256,[0.         0.60754717 1.        ],[0.        0.4887218 1.       ],2,2
33,2.0,0.09615548304724075,0.5444839857651246,0.09615548304724075,[0.         0.57735849 1.        ],[0.         0.48120301 1.        ],3,2
34,2.0,0.05471698113207546,0.525,0.05471698113207546,[0.         0.55471698 1.        ],[0.  0.5 1. ],4,2
35,2.0,0.08815434813448719,0.5534883720930233,0.08815434813448719,[0.        0.4490566 1.       ],[0.         0.36090226 1.        ],5,2
36,2.0,0.08080578805504329,0.5435684647302904,0.08080578805504329,[0.         0.49433962 1.        ],[0.         0.41353383 1.        ],6,2
37,2.0,0.005674563767910312,0.5018587360594795,0.005674563767910312,[0.         0.50943396 1.        ],[0.        0.5037594 1.       ],7,2
38,2.0,0.13000425592282594,0.5620437956204379,0.13000425592282594,[0.         0.58113208 1.        ],[0.         0.45112782 1.        ],8,2
39,2.0,0.03962264150943395,0.5181159420289855,0.03962264150943395,[0.         0.53962264 1.        ],[0.  0.5 1. ],9,2
40,2.5,0.11132075471698111,0.5491525423728814,0.11132075471698111,[0.         0.61132075 1.        ],[0.  0.5 1. ],0,2
41,2.5,0.1605475954036033,0.5632530120481928,0.1605475954036033,[0.         0.70566038 1.        ],[0.         0.54511278 1.        ],1,2
42,2.5,0.13740956163994894,0.5703125,0.13740956163994894,[0.        0.5509434 1.       ],[0.         0.41353383 1.        ],2,2
43,2.5,0.18659384309831178,0.5853658536585366,0.18659384309831178,[0.         0.63396226 1.        ],[0.         0.44736842 1.        ],3,2
44,2.5,0.1377074762377642,0.5604026845637584,0.1377074762377642,[0.         0.63018868 1.        ],[0.        0.4924812 1.       ],4,2
45,2.5,0.08474960987374097,0.5413533834586466,0.08474960987374097,[0.         0.54339623 1.        ],[0.         0.45864662 1.        ],5,2
46,2.5,0.12632997588310396,0.5574912891986062,0.12632997588310396,[0.         0.60377358 1.        ],[0.         0.47744361 1.        ],6,2
47,2.5,0.11871187402468436,0.5563636363636364,0.11871187402468436,[0.         0.57735849 1.        ],[0.         0.45864662 1.        ],7,2
48,2.5,0.10733437367002413,0.553030303030303,0.10733437367002413,[0.        0.5509434 1.       ],[0.         0.44360902 1.        ],8,2
49,2.5,0.11878280607178321,0.5543859649122806,0.11878280607178321,[0.         0.59622642 1.        ],[0.         0.47744361 1.        ],9,2
50,3.0,0.09984394949638248,0.5481481481481482,0.09984394949638248,[0.         0.55849057 1.        ],[0.         0.45864662 1.        ],0,2
51,3.0,0.14895729890764647,0.5670103092783505,0.14895729890764647,[0.         0.62264151 1.        ],[0.         0.47368421 1.        ],1,2
52,3.0,0.06576819407008089,0.5346938775510204,0.06576819407008089,[0.         0.49433962 1.        ],[0.         0.42857143 1.        ],2,2
53,3.0,0.06976876152645767,0.5323741007194245,0.06976876152645767,[0.         0.55849057 1.        ],[0.        0.4887218 1.       ],3,2
54,3.0,0.13384877287558516,0.5614035087719298,0.13384877287558516,[0.         0.60377358 1.        ],[0.         0.46992481 1.        ],4,2
55,3.0,0.09591431408710455,0.5506072874493927,0.09591431408710455,[0.         0.51320755 1.        ],[0.         0.41729323 1.        ],5,2
56,3.0,0.08482054192083982,0.5398550724637681,0.08482054192083982,[0.         0.56226415 1.        ],[0.         0.47744361 1.        ],6,2
57,3.0,0.08520357497517372,0.5333333333333333,0.08520357497517372,[0.         0.66415094 1.        ],[0.         0.57894737 1.        ],7,2
58,3.0,0.1601078167115903,0.5777777777777777,0.1601078167115903,[0.         0.58867925 1.        ],[0.         0.42857143 1.        ],8,2
59,3.0,0.19838274932614564,0.5730337078651685,0.19838274932614564,[0.         0.76981132 1.        ],[0.         0.57142857 1.        ],9,2
60,3.5,0.17917435097176904,0.5775577557755776,0.17917435097176904,[0.         0.66037736 1.        ],[0.         0.48120301 1.        ],0,2
61,3.5,0.1448857994041708,0.5766129032258065,0.1448857994041708,[0.         0.53962264 1.        ],[0.         0.39473684 1.        ],1,2
62,3.5,0.10727762803234503,0.5546875,0.10727762803234503,[0.         0.53584906 1.        ],[0.         0.42857143 1.        ],2,2
63,3.5,0.15658958717548588,0.5672131147540984,0.15658958717548588,[0.         0.65283019 1.        ],[0.        0.4962406 1.       ],3,2
64,3.5,0.1940133352248546,0.5940959409594095,0.1940133352248546,[0.         0.60754717 1.        ],[0.         0.41353383 1.        ],4,2
65,3.5,0.19058022414526876,0.5786163522012578,0.19058022414526876,[0.         0.69433962 1.        ],[0.        0.5037594 1.       ],5,2
66,3.5,0.17159880834160873,0.5757575757575758,0.17159880834160873,[0.         0.64528302 1.        ],[0.         0.47368421 1.        ],6,2
67,3.5,0.20550432685487302,0.5906040268456376,0.20550432685487302,[0.         0.66415094 1.        ],[0.         0.45864662 1.        ],7,2
68,3.5,0.07710313519648176,0.54,0.07710313519648176,[0.         0.50943396 1.        ],[0.         0.43233083 1.        ],8,2
69,3.5,0.12268406866222159,0.5526315789473685,0.12268406866222159,[0.         0.63396226 1.        ],[0.        0.5112782 1.       ],9,2
70,5.0,0.22406015037593985,0.6138996138996139,0.22406015037593985,[0.  0.6 1. ],[0.         0.37593985 1.        ],0,2
71,5.0,0.16406582493970773,0.5723905723905723,0.16406582493970773,[0.         0.64150943 1.        ],[0.         0.47744361 1.        ],1,2
72,5.0,0.18652291105121294,0.5884476534296029,0.18652291105121294,[0.         0.61509434 1.        ],[0.         0.42857143 1.        ],2,2
73,5.0,0.1108667896155483,0.5627705627705628,0.1108667896155483,[0.         0.49056604 1.        ],[0.         0.37969925 1.        ],3,2
74,5.0,0.13739537523052914,0.5708661417322834,0.13739537523052914,[0.         0.54716981 1.        ],[0.         0.40977444 1.        ],4,2
75,5.0,0.12631578947368421,0.5578947368421052,0.12631578947368421,[0.  0.6 1. ],[0.         0.47368421 1.        ],5,2
76,5.0,0.23562207405305713,0.6047297297297297,0.23562207405305713,[0.        0.6754717 1.       ],[0.         0.43984962 1.        ],6,2
77,5.0,0.11876861966236346,0.5547703180212014,0.11876861966236346,[0.         0.59245283 1.        ],[0.         0.47368421 1.        ],7,2
78,5.0,0.11889629734714136,0.5514950166112956,0.11889629734714136,[0.         0.62641509 1.        ],[0.        0.5075188 1.       ],8,2
79,5.0,0.14179316215065962,0.5539358600583091,0.14179316215065962,[0.         0.71698113 1.        ],[0.         0.57518797 1.        ],9,2
80,7.0,0.15256064690026955,0.5746268656716418,0.15256064690026955,[0.         0.58113208 1.        ],[0.         0.42857143 1.        ],0,2
81,7.0,0.1377500354660235,0.5592105263157895,0.1377500354660235,[0.         0.64150943 1.        ],[0.        0.5037594 1.       ],1,2
82,7.0,0.1300326287416655,0.5611510791366906,0.1300326287416655,[0.         0.58867925 1.        ],[0.         0.45864662 1.        ],2,2
83,7.0,0.12264150943396224,0.5536912751677853,0.12264150943396224,[0.         0.62264151 1.        ],[0.  0.5 1. ],3,2
84,7.0,0.1830046815151085,0.5769230769230769,0.1830046815151085,[0.         0.67924528 1.        ],[0.        0.4962406 1.       ],4,2
85,7.0,0.1599943254362321,0.5826771653543307,0.1599943254362321,[0.         0.55849057 1.        ],[0.         0.39849624 1.        ],5,2
86,7.0,0.13011774719818414,0.5586206896551724,0.13011774719818414,[0.         0.61132075 1.        ],[0.         0.48120301 1.        ],6,2
87,7.0,0.15248971485317064,0.5775193798449613,0.15248971485317064,[0.         0.56226415 1.        ],[0.         0.40977444 1.        ],7,2
88,7.0,0.10022698255071638,0.5401234567901234,0.10022698255071638,[0.         0.66037736 1.        ],[0.         0.56015038 1.        ],8,2
89,7.0,0.17517378351539226,0.5851851851851851,0.17517378351539226,[0.         0.59622642 1.        ],[0.         0.42105263 1.        ],9,2
90,9.0,0.17548588452262726,0.5732484076433121,0.17548588452262726,[0.         0.67924528 1.        ],[0.        0.5037594 1.       ],0,2
91,9.0,0.0963682791885373,0.5401929260450161,0.0963682791885373,[0.         0.63396226 1.        ],[0.         0.53759398 1.        ],1,2
92,9.0,0.1452262732302454,0.5641891891891891,0.1452262732302454,[0.         0.63018868 1.        ],[0.         0.48496241 1.        ],2,2
93,9.0,0.1378067811037026,0.5576923076923077,0.1378067811037026,[0.         0.65660377 1.        ],[0.         0.51879699 1.        ],3,2
94,9.0,0.17510285146829335,0.5884615384615385,0.17510285146829335,[0.         0.57735849 1.        ],[0.         0.40225564 1.        ],4,2
95,9.0,0.1824797843665768,0.6008403361344538,0.1824797843665768,[0.         0.53962264 1.        ],[0.         0.35714286 1.        ],5,2
96,9.0,0.13382040005674561,0.5622775800711743,0.13382040005674561,[0.         0.59622642 1.        ],[0.         0.46240602 1.        ],6,2
97,9.0,0.13362179032486876,0.5691699604743083,0.13362179032486876,[0.         0.54339623 1.        ],[0.         0.40977444 1.        ],7,2
98,9.0,0.2243722513831749,0.5973597359735974,0.2243722513831749,[0.         0.68301887 1.        ],[0.         0.45864662 1.        ],8,2
99,9.0,0.22047098879273652,0.602112676056338,0.22047098879273652,[0.         0.64528302 1.        ],[0.         0.42481203 1.        ],9,2
100,0.5,0.012569158745921405,0.5083798882681564,0.012569158745921405,[0.         0.34339623 1.        ],[0.         0.33082707 1.        ],0,3
101,0.5,-0.01384593559370123,0.4883720930232558,-0.01384593559370123,[0.         0.31698113 1.        ],[0.         0.33082707 1.        ],1,3
102,0.5,0.01638530287984108,0.510752688172043,0.01638530287984108,[0.         0.35849057 1.        ],[0.         0.34210526 1.        ],2,3
103,0.5,-0.05535536955596537,0.453416149068323,-0.05535536955596537,[0.        0.2754717 1.       ],[0.         0.33082707 1.        ],3,3
104,0.5,0.02370549014044543,0.5192307692307693,0.02370549014044543,[0.         0.30566038 1.        ],[0.         0.28195489 1.        ],4,3
105,0.5,0.03506880408568591,0.5272727272727272,0.03506880408568591,[0.         0.32830189 1.        ],[0.         0.29323308 1.        ],5,3
106,0.5,-0.025180876720102163,0.47904191616766467,-0.025180876720102163,[0.         0.30188679 1.        ],[0.         0.32706767 1.        ],6,3
107,0.5,0.0013477088948786742,0.5,0.0013477088948786742,[0.         0.35849057 1.        ],[0.         0.35714286 1.        ],7,3
108,0.5,-0.02886934316924389,0.47752808988764045,-0.02886934316924389,[0.         0.32075472 1.        ],[0.         0.34962406 1.        ],8,3
109,0.5,0.0015463186267555828,0.5,0.0015463186267555828,[0.         0.41132075 1.        ],[0.         0.40977444 1.        ],9,3
110,1.0,0.04664491417222305,0.5294117647058824,0.04664491417222305,[0.         0.40754717 1.        ],[0.         0.36090226 1.        ],0,3
111,1.0,0.02045680238331682,0.5109170305676856,0.02045680238331682,[0.         0.44150943 1.        ],[0.         0.42105263 1.        ],1,3
112,1.0,0.06525748333096892,0.5491329479768786,0.06525748333096892,[0.         0.35849057 1.        ],[0.         0.29323308 1.        ],2,3
113,1.0,0.039111930770322045,0.5245098039215687,0.039111930770322045,[0.         0.40377358 1.        ],[0.         0.36466165 1.        ],3,3
114,1.0,0.08081997446446304,0.5432098765432098,0.08081997446446304,[0.         0.49811321 1.        ],[0.         0.41729323 1.        ],4,3
115,1.0,0.05426301603064265,0.5324074074074074,0.05426301603064265,[0.         0.43396226 1.        ],[0.         0.37969925 1.        ],5,3
116,1.0,0.012427294651723653,0.5094339622641509,0.012427294651723653,[0.         0.30566038 1.        ],[0.         0.29323308 1.        ],6,3
117,1.0,0.0615122712441481,0.5454545454545454,0.0615122712441481,[0.         0.36226415 1.        ],[0.         0.30075188 1.        ],7,3
118,1.0,0.0465597957157044,0.53125,0.0465597957157044,[0.         0.38490566 1.        ],[0.         0.33834586 1.        ],8,3
119,1.0,0.02770605759682221,0.5185185185185185,0.02770605759682221,[0.         0.36981132 1.        ],[0.         0.34210526 1.        ],9,3
120,1.5,0.013037310256774015,0.5061224489795918,0.013037310256774015,[0.         0.46792453 1.        ],[0.         0.45488722 1.        ],0,3
121,1.5,0.04328273513973613,0.5210727969348659,0.04328273513973613,[0.         0.51320755 1.        ],[0.         0.46992481 1.        ],1,3
122,1.5,0.061781813023123855,0.5373831775700935,0.061781813023123855,[0.         0.43396226 1.        ],[0.         0.37218045 1.        ],2,3
123,1.5,0.08443750886650592,0.5495495495495496,0.08443750886650592,[0.         0.46037736 1.        ],[0.         0.37593985 1.        ],3,3
124,1.5,0.04663072776280325,0.5297029702970297,0.04663072776280325,[0.         0.40377358 1.        ],[0.         0.35714286 1.        ],4,3
125,1.5,0.039083557951482495,0.525,0.039083557951482495,[0.         0.39622642 1.        ],[0.         0.35714286 1.        ],5,3
126,1.5,0.10714995034756702,0.5588235294117647,0.10714995034756702,[0.         0.50188679 1.        ],[0.         0.39473684 1.        ],6,3
127,1.5,0.07321605901546319,0.5407725321888412,0.07321605901546319,[0.        0.4754717 1.       ],[0.         0.40225564 1.        ],7,3
128,1.5,0.0316924386437793,0.5181818181818182,0.0316924386437793,[0.         0.43018868 1.        ],[0.         0.39849624 1.        ],8,3
129,1.5,0.0884380763228827,0.5450980392156862,0.0884380763228827,[0.        0.5245283 1.       ],[0.         0.43609023 1.        ],9,3
130,2.0,0.08067811037026529,0.547085201793722,0.08067811037026529,[0.         0.46037736 1.        ],[0.         0.37969925 1.        ],0,3
131,2.0,0.0320187260604341,0.5150375939849624,0.0320187260604341,[0.         0.51698113 1.        ],[0.         0.48496241 1.        ],1,3
132,2.0,0.061838558660802956,0.536036036036036,0.061838558660802956,[0.        0.4490566 1.       ],[0.         0.38721805 1.        ],2,3
133,2.0,0.09188537381188822,0.5571428571428572,0.09188537381188822,[0.         0.44150943 1.        ],[0.         0.34962406 1.        ],3,3
134,2.0,0.05074478649453823,0.5258964143426295,0.05074478649453823,[0.         0.49811321 1.        ],[0.         0.44736842 1.        ],4,3
135,2.0,0.0394240317775571,0.5201612903225806,0.0394240317775571,[0.         0.48679245 1.        ],[0.         0.44736842 1.        ],5,3
136,2.0,0.11871187402468436,0.5563636363636364,0.11871187402468436,[0.         0.57735849 1.        ],[0.         0.45864662 1.        ],6,3
137,2.0,-0.00600085118456517,0.49537037037037035,-0.00600085118456517,[0.         0.40377358 1.        ],[0.         0.40977444 1.        ],7,3
138,2.0,0.06932898283444461,0.5416666666666666,0.06932898283444461,[0.         0.44150943 1.        ],[0.         0.37218045 1.        ],8,3
139,2.0,0.05441906653426021,0.5294117647058824,0.05441906653426021,[0.        0.4754717 1.       ],[0.         0.42105263 1.        ],9,3
140,2.5,0.06223577812455666,0.5287769784172662,0.06223577812455666,[0.         0.55471698 1.        ],[0.        0.4924812 1.       ],0,3
141,2.5,0.07676266137040716,0.5495049504950495,0.07676266137040716,[0.         0.41886792 1.        ],[0.         0.34210526 1.        ],1,3
142,2.5,0.024386437792594695,0.5119047619047619,0.024386437792594695,[0.         0.48679245 1.        ],[0.         0.46240602 1.        ],2,3
143,2.5,-0.005802241452688317,0.4959016393442623,-0.005802241452688317,[0.         0.45660377 1.        ],[0.         0.46240602 1.        ],3,3
144,2.5,0.009334657398212542,0.5039370078740157,0.009334657398212542,[0.         0.48301887 1.        ],[0.         0.47368421 1.        ],4,3
145,2.5,0.06555539792878423,0.5395348837209303,0.06555539792878423,[0.         0.43773585 1.        ],[0.         0.37218045 1.        ],5,3
146,2.5,0.08474960987374097,0.5413533834586466,0.08474960987374097,[0.         0.54339623 1.        ],[0.         0.45864662 1.        ],6,3
147,2.5,0.05458930344729751,0.5267175572519084,0.05458930344729751,[0.         0.52075472 1.        ],[0.         0.46616541 1.        ],7,3
148,2.5,0.0015321322173358354,0.5,0.0015321322173358354,[0.         0.40754717 1.        ],[0.         0.40601504 1.        ],8,3
149,2.5,0.08497659242445732,0.5369127516778524,0.08497659242445732,[0.         0.60377358 1.        ],[0.         0.51879699 1.        ],9,3
150,3.0,0.07728755851893887,0.5362318840579711,0.07728755851893887,[0.         0.55849057 1.        ],[0.         0.48120301 1.        ],0,3
151,3.0,0.06572563484182153,0.5355648535564853,0.06572563484182153,[0.         0.48301887 1.        ],[0.         0.41729323 1.        ],1,3
152,3.0,0.06561214356646333,0.5381165919282511,0.06561214356646333,[0.         0.45283019 1.        ],[0.         0.38721805 1.        ],2,3
153,3.0,0.04335366718683503,0.5202952029520295,0.04335366718683503,[0.         0.53207547 1.        ],[0.        0.4887218 1.       ],3,3
154,3.0,0.02816002269825507,0.5138339920948617,0.02816002269825507,[0.         0.49056604 1.        ],[0.         0.46240602 1.        ],4,3
155,3.0,0.02401759114768054,0.515,0.02401759114768054,[0.         0.38867925 1.        ],[0.         0.36466165 1.        ],5,3
156,3.0,0.00537664917009506,0.5022026431718062,0.00537664917009506,[0.         0.43018868 1.        ],[0.         0.42481203 1.        ],6,3
157,3.0,0.021024258760107828,0.5080906148867314,0.021024258760107828,[0.         0.59245283 1.        ],[0.         0.57142857 1.        ],7,3
158,3.0,0.1335934175060292,0.570281124497992,0.1335934175060292,[0.         0.53584906 1.        ],[0.         0.40225564 1.        ],8,3
159,3.0,0.0735139736132785,0.5345454545454545,0.0735139736132785,[0.         0.55471698 1.        ],[0.         0.48120301 1.        ],9,3
160,3.5,-0.017179741807348547,0.4892703862660944,-0.017179741807348547,[0.         0.43018868 1.        ],[0.         0.44736842 1.        ],0,3
161,3.5,0.009292098169953189,0.5040322580645161,0.009292098169953189,[0.         0.47169811 1.        ],[0.         0.46240602 1.        ],1,3
162,3.5,0.08100439778692015,0.5390334572490706,0.08100439778692015,[0.         0.54716981 1.        ],[0.         0.46616541 1.        ],2,3
163,3.5,0.11089516243438785,0.5617021276595745,0.11089516243438785,[0.         0.49811321 1.        ],[0.         0.38721805 1.        ],3,3
164,3.5,0.08823946659100584,0.5506607929515418,0.08823946659100584,[0.         0.47169811 1.        ],[0.         0.38345865 1.        ],4,3
165,3.5,0.024499929067952897,0.5111940298507462,0.024499929067952897,[0.         0.51698113 1.        ],[0.        0.4924812 1.       ],5,3
166,3.5,0.11113633139452406,0.5539033457249071,0.11113633139452406,[0.         0.56226415 1.        ],[0.         0.45112782 1.        ],6,3
167,3.5,0.12631578947368421,0.5578947368421052,0.12631578947368421,[0.  0.6 1. ],[0.         0.47368421 1.        ],7,3
168,3.5,0.11842814583628886,0.5659574468085107,0.11842814583628886,[0.         0.50188679 1.        ],[0.         0.38345865 1.        ],8,3
169,3.5,0.14465881685345439,0.5879629629629629,0.14465881685345439,[0.         0.47924528 1.        ],[0.         0.33458647 1.        ],9,3
170,5.0,0.0020995885941268444,0.5,0.0020995885941268444,[0.         0.55849057 1.        ],[0.         0.55639098 1.        ],0,3
171,5.0,0.11112214498510425,0.5543071161048689,0.11112214498510425,[0.         0.55849057 1.        ],[0.         0.44736842 1.        ],1,3
172,5.0,0.01350546176762657,0.5048231511254019,0.01350546176762657,[0.         0.59245283 1.        ],[0.         0.57894737 1.        ],2,3
173,5.0,0.11475386579656688,0.5604838709677419,0.11475386579656688,[0.        0.5245283 1.       ],[0.         0.40977444 1.        ],3,3
174,5.0,0.09619804227550005,0.5435540069686411,0.09619804227550005,[0.         0.58867925 1.        ],[0.        0.4924812 1.       ],4,3
175,5.0,0.08829621222868494,0.548936170212766,0.08829621222868494,[0.         0.48679245 1.        ],[0.         0.39849624 1.        ],5,3
176,5.0,0.047084692864236055,0.5225563909774437,0.047084692864236055,[0.        0.5245283 1.       ],[0.         0.47744361 1.        ],6,3
177,5.0,0.12218754433252943,0.5683760683760684,0.12218754433252943,[0.         0.50188679 1.        ],[0.         0.37969925 1.        ],7,3
178,5.0,0.10741949212654278,0.5507246376811594,0.10741949212654278,[0.         0.57358491 1.        ],[0.         0.46616541 1.        ],8,3
179,5.0,0.05073060008511848,0.5261044176706827,0.05073060008511848,[0.         0.49433962 1.        ],[0.         0.44360902 1.        ],9,3
180,7.0,0.02791885373811892,0.5159817351598174,0.02791885373811892,[0.         0.42641509 1.        ],[0.         0.39849624 1.        ],0,3
181,7.0,0.05447581217193931,0.5284552845528455,0.05447581217193931,[0.         0.49056604 1.        ],[0.         0.43609023 1.        ],1,3
182,7.0,0.09614129663782095,0.5448028673835126,0.09614129663782095,[0.         0.57358491 1.        ],[0.         0.47744361 1.        ],2,3
183,7.0,0.061866931479642506,0.5353982300884956,0.061866931479642506,[0.         0.45660377 1.        ],[0.         0.39473684 1.        ],3,3
184,7.0,0.10744786494538233,0.55,0.10744786494538233,[0.         0.58113208 1.        ],[0.         0.47368421 1.        ],4,3
185,7.0,0.1374237480493687,0.5697674418604651,0.1374237480493687,[0.         0.55471698 1.        ],[0.         0.41729323 1.        ],5,3
186,7.0,0.06941410129096326,0.5394736842105263,0.06941410129096326,[0.         0.46415094 1.        ],[0.         0.39473684 1.        ],6,3
187,7.0,0.06210810043977871,0.5307692307692308,0.06210810043977871,[0.         0.52075472 1.        ],[0.         0.45864662 1.        ],7,3
188,7.0,0.05807916016456238,0.5336322869955157,0.05807916016456238,[0.        0.4490566 1.       ],[0.         0.39097744 1.        ],8,3
189,7.0,0.14123989218328842,0.569811320754717,0.14123989218328842,[0.         0.56981132 1.        ],[0.         0.42857143 1.        ],9,3
190,9.0,0.06579656688892044,0.5341365461847389,0.06579656688892044,[0.         0.50188679 1.        ],[0.         0.43609023 1.        ],0,3
191,9.0,0.17158462193218893,0.576271186440678,0.17158462193218893,[0.         0.64150943 1.        ],[0.         0.46992481 1.        ],1,3
192,9.0,0.01712299616966939,0.506896551724138,0.01712299616966939,[0.         0.55471698 1.        ],[0.         0.53759398 1.        ],2,3
193,9.0,0.031791743509717696,0.5170940170940171,0.031791743509717696,[0.         0.45660377 1.        ],[0.         0.42481203 1.        ],3,3
194,9.0,-0.00932047098879274,0.4946236559139785,-0.00932047098879274,[0.         0.52075472 1.        ],[0.         0.53007519 1.        ],4,3
195,9.0,0.15256064690026955,0.5746268656716418,0.15256064690026955,[0.         0.58113208 1.        ],[0.         0.42857143 1.        ],5,3
196,9.0,0.09961696694566607,0.5546218487394958,0.09961696694566607,[0.         0.49811321 1.        ],[0.         0.39849624 1.        ],6,3
197,9.0,0.024372251383174948,0.512,0.024372251383174948,[0.         0.48301887 1.        ],[0.         0.45864662 1.        ],7,3
198,9.0,0.10723506880408568,0.556,0.10723506880408568,[0.        0.5245283 1.       ],[0.         0.41729323 1.        ],8,3
199,9.0,0.06579656688892044,0.5341365461847389,0.06579656688892044,[0.         0.50188679 1.        ],[0.         0.43609023 1.        ],9,3
200,0.5,0.0809760249680806,0.539622641509434,0.0809760249680806,[0.         0.53962264 1.        ],[0.         0.45864662 1.        ],0,4
201,0.5,0.035579514824797875,0.5189873417721519,0.035579514824797875,[0.         0.46415094 1.        ],[0.         0.42857143 1.        ],1,4
202,0.5,-0.0322457086111505,0.48068669527896996,-0.0322457086111505,[0.         0.42264151 1.        ],[0.         0.45488722 1.        ],2,4
203,0.5,-0.04345297205277343,0.47560975609756095,-0.04345297205277343,[0.         0.44150943 1.        ],[0.         0.48496241 1.        ],3,4
204,0.5,-0.0321747765640516,0.48148148148148145,-0.0321747765640516,[0.         0.44150943 1.        ],[0.         0.47368421 1.        ],4,4
205,0.5,0.016583912611717988,0.5093457943925234,0.016583912611717988,[0.         0.41132075 1.        ],[0.         0.39473684 1.        ],5,4
206,0.5,0.06545609306284583,0.5422885572139303,0.06545609306284583,[0.         0.41132075 1.        ],[0.         0.34586466 1.        ],6,4
207,0.5,0.009363030217052093,0.5038759689922481,0.009363030217052093,[0.         0.49056604 1.        ],[0.         0.48120301 1.        ],7,4
208,0.5,0.001503759398496285,0.5,0.001503759398496285,[0.  0.4 1. ],[0.         0.39849624 1.        ],8,4
