,x1,x2,dimension,epsilon,mechanism,class
46,-2.459929221751849,3.6890926950374783,2,0.5,piecewise,
47,6.706437482205705,-7.8389128321917765,2,0.5,piecewise,
48,-0.7668868531464944,-1.37312004074619,2,0.5,piecewise,
49,4.753388464389781,-2.0656496248652143,2,0.5,piecewise,
50,2.421476986460407,-0.7402934564985304,2,0.5,piecewise,
51,3.1291619373744153,-6.0452199883877,2,0.5,piecewise,
52,-0.11259200450863747,0.10737589156963363,2,0.5,piecewise,
53,3.240940945691565,5.956396524646059,2,0.5,piecewise,
54,3.020335946525631,-0.5703373852910606,2,0.5,piecewise,
55,-10.11739922713696,-7.732836370433832,2,0.5,piecewise,
56,-1.0536247938047263,5.220743674737416,2,0.5,piecewise,
57,2.322255253683598,7.273424099182369,2,0.5,piecewise,
58,6.3543056488510095,-7.910381954653192,2,0.5,piecewise,
59,-4.632201386463106,-3.8883892014017727,2,0.5,piecewise,
60,-0.43232673089915247,-6.905339194535446,2,0.5,piecewise,
61,-9.792719472757554,5.318718252009796,2,0.5,piecewise,
62,2.7436452484753717,5.0797794814298785,2,0.5,piecewise,
63,-3.4121533797200283,1.1256401990854938,2,0.5,piecewise,
64,0.2035947247262872,5.1446953361761665,2,0.5,piecewise,
65,-2.912833557259899,-9.170301845258987,2,0.5,piecewise,
66,-8.676109972085392,4.409205504594276,2,0.5,piecewise,
67,-6.586234951315945,-6.950416354306547,2,0.5,piecewise,
68,-9.012132018652105,-2.3571326802130668,2,0.5,piecewise,
69,-9.32420130900213,-7.554436914643626,2,0.5,piecewise,
70,-5.165315200425584,-8.977400833193231,2,0.5,piecewise,
71,4.953734766338568,4.03082423067026,2,0.5,piecewise,
72,1.6908657876333644,-6.907043342859565,2,0.5,piecewise,
73,-8.42849959545397,8.905744839305079,2,0.5,piecewise,
74,-2.7163811333961494,6.186839085408148,2,0.5,piecewise,
75,4.5941643832377626,0.6241208243609019,2,0.5,piecewise,
76,8.784307884032136,3.5185420028384957,2,0.5,piecewise,
77,-7.560238403225071,4.8357439410179675,2,0.5,piecewise,
78,2.4502487634640024,-6.816573203799707,2,0.5,piecewise,
79,5.983947320865516,2.2167119470623984,2,0.5,piecewise,
80,-3.087784369219479,-4.588663301478264,2,0.5,piecewise,
81,-1.5556599080892506,-6.310662224508963,2,0.5,piecewise,
82,-2.4374184852020258,-2.6167648326195323,2,0.5,piecewise,
83,-4.148223286434798,-2.9526338639882206,2,0.5,piecewise,
84,0.43502720207943546,4.999024554041775,2,0.5,piecewise,
85,2.8219095109422137,-1.8935410218213684,2,0.5,piecewise,
86,-4.236515081031991,-1.9871992500299427,2,0.5,piecewise,
87,6.019388961417028,-3.28389387791503,2,0.5,piecewise,
88,0.9751583297471941,9.19026865999879,2,0.5,piecewise,
89,1.649485106497788,4.675281771188013,2,0.5,piecewise,
90,0.07885178568634729,-9.527972996770401,2,0.5,piecewise,
91,-6.432360592611835,-8.520625490436135,2,0.5,piecewise,
92,2.9418712522450208,5.248491851192925,2,0.5,piecewise,
93,-6.686318079713335,1.0871340165616037,2,0.5,piecewise,
94,-0.4652957911464579,5.710883357531151,2,0.5,piecewise,
95,3.4449330653249484,5.820121247853217,2,0.5,piecewise,
96,-3.3207315721492883,6.00614889151864,2,0.5,piecewise,
97,-2.315846330070348,2.1941838187324296,2,0.5,piecewise,
98,1.2170330308884398,-3.1935845316451714,2,0.5,piecewise,
99,5.791505573830431,-3.4300360159885948,2,0.5,piecewise,
100,-3.4334716163678687,-6.734170893691953,2,0.5,piecewise,
101,-0.8050312353727945,6.173208727281057,2,0.5,piecewise,
102,-6.179379666928954,1.9913453125940521,2,0.5,piecewise,
103,-8.986428034636457,-7.739213078219167,2,0.5,piecewise,
104,4.601803768863471,5.742546027611126,2,0.5,piecewise,
105,5.62681467922602,6.693196915906568,2,0.5,piecewise,
106,1.0337343605850162,5.034300844863164,2,0.5,piecewise,
107,5.312963081918918,-2.690077096100878,2,0.5,piecewise,
108,4.942406553063592,4.049610414497941,2,0.5,piecewise,
109,4.390493107421049,0.47211415534188356,2,0.5,piecewise,
110,4.088560264806687,0.8585410212981178,2,0.5,piecewise,
111,9.095125040366094,8.258630670576306,2,0.5,piecewise,
112,-0.4566066546835203,-7.487457879513523,2,0.5,piecewise,
113,9.700146179843443,2.7654571305867863,2,0.5,piecewise,
114,0.1665757666776101,8.88240978091936,2,0.5,piecewise,
115,-3.0560444987187068,-3.7232081003928776,2,0.5,piecewise,
116,-0.8218476672292476,8.395466744495163,2,0.5,piecewise,
117,2.9629732012522787,-6.245894865761292,2,0.5,piecewise,
118,-2.661016469075534,-1.8191633212242737,2,0.5,piecewise,
119,2.610820545263906,1.5303499358298311,2,0.5,piecewise,
120,5.701470778493537,-4.0187597753470365,2,0.5,piecewise,
121,-4.478515761648748,2.7722494801955238,2,0.5,piecewise,
122,8.064032744726465,0.44995278499299646,2,0.5,piecewise,
123,-5.531450148396164,4.525586864711139,2,0.5,piecewise,
124,8.955376423904324,4.880074366797488,2,0.5,piecewise,
125,2.319654563791523,-3.9255746281438033,2,0.5,piecewise,
126,-2.4955089662703043,3.7958189447219235,2,0.5,piecewise,
127,1.2787461513201348,6.684264479638288,2,0.5,piecewise,
128,-1.006361446159113,9.425060064741329,2,0.5,piecewise,
129,-1.5557525951055702,5.5797028805931275,2,0.5,piecewise,
130,1.1436095241833852,-1.8555646515560726,2,0.5,piecewise,
131,7.862525245547997,-7.580695192325546,2,0.5,piecewise,
132,10.282724501693027,4.370623943771583,2,0.5,piecewise,
133,-5.880358096431043,-0.8961555678052565,2,0.5,piecewise,
134,-7.6763653444353155,-5.72258373958853,2,0.5,piecewise,
135,-5.936917304537717,-2.002321154640059,2,0.5,piecewise,
136,-1.685179102284927,-6.41780877774116,2,0.5,piecewise,
137,-0.10906867642868974,3.524410480267579,2,0.5,piecewise,
138,7.2656732700229005,-4.263623391082266,2,0.5,piecewise,
139,-0.5428742652672195,-1.3307383535568262,2,0.5,piecewise,
140,2.9721017705109576,4.330734582063278,2,0.5,piecewise,
141,-1.4174657268034805,1.1551948958215563,2,0.5,piecewise,
142,-1.7172043075793717,4.497151394902167,2,0.5,piecewise,
143,-0.5043549786513188,-8.172627499655167,2,0.5,piecewise,
144,-0.9301251122977446,4.16289271859472,2,0.5,piecewise,
145,1.0716347758201834,-9.119950789151696,2,0.5,piecewise,
146,-5.8625071957820785,1.6482073636058918,2,0.5,piecewise,
147,1.5742281224140764,7.979609547405846,2,0.5,piecewise,
148,8.351111325176966,-3.7426402658214895,2,0.5,piecewise,
149,9.251466480491107,-3.806162042213349,2,0.5,piecewise,
150,-8.696397485325368,-1.6338502837454447,2,0.5,piecewise,
151,1.4533406196007945,-5.51734834380496,2,0.5,piecewise,
152,-3.703364842096408,-0.4596441747850375,2,0.5,piecewise,
153,7.988027601453473,8.192252910916697,2,0.5,piecewise,
154,-1.4603631630353693,-7.276061137698378,2,0.5,piecewise,
155,-5.9601646251068425,3.757100205536121,2,0.5,piecewise,
156,2.37705262692832,-5.452631380186142,2,0.5,piecewise,
157,-0.30276115236315704,0.3683714732231486,2,0.5,piecewise,
158,-2.9799616303831913,-7.707622570876118,2,0.5,piecewise,
159,-2.7733883025633053,4.30436560714039,2,0.5,piecewise,
160,-0.389825727714649,-0.2077781031441086,2,0.5,piecewise,
161,-4.063863447013266,3.161696007800224,2,0.5,piecewise,
162,-3.9097278703510856,2.3881068375167533,2,0.5,piecewise,
163,-5.45043264820803,-8.898523815270945,2,0.5,piecewise,
164,-0.409420978181449,3.283459274471337,2,0.5,piecewise,
165,-3.049760113376408,-2.601441427289854,2,0.5,piecewise,
166,-0.08885697146592075,-3.704236026213518,2,0.5,piecewise,
167,1.7521416590705567,7.684044838316184,2,0.5,piecewise,
168,1.1616524843278981,-3.225678628870494,2,0.5,piecewise,
169,7.857932517152953,-6.372828492827128,2,0.5,piecewise,
170,6.511862136375673,-9.011842874255228,2,0.5,piecewise,
171,7.625944855002222,-9.26244528875085,2,0.5,piecewise,
172,5.917674101269135,3.082490925643301,2,0.5,piecewise,
173,-0.5877553636111958,-2.1038630950613237,2,0.5,piecewise,
174,8.708646136691904,-3.140301452458333,2,0.5,piecewise,
175,5.7492704221287925,8.306753850112491,2,0.5,piecewise,
176,8.762782557867332,1.9814366131924472,2,0.5,piecewise,
177,5.778430926237888,-2.689639901065856,2,0.5,piecewise,
178,0.26770130308995815,0.16044782444745867,2,0.5,piecewise,
179,6.377111844834708,3.441318392976316,2,0.5,piecewise,
180,-8.64247537173982,-3.902382068596428,2,0.5,piecewise,
181,0.05431409801087998,-5.685163777322465,2,0.5,piecewise,
182,-1.4301972481788308,-0.28118622545747163,2,0.5,piecewise,
183,-8.86035117197913,-2.044590467336629,2,0.5,piecewise,
184,-2.5514939087682715,-3.446248092290321,2,0.5,piecewise,
185,3.1837138306636517,-4.8241700035784465,2,0.5,piecewise,
186,3.7309552111394924,5.332777372313932,2,0.5,piecewise,
187,-1.6461621302536857,-6.908337002880458,2,0.5,piecewise,
188,4.670044543146713,-1.561986028877649,2,0.5,piecewise,
189,-6.5364547627281695,1.5812887507989424,2,0.5,piecewise,
190,5.726716615834905,-4.247728312494107,2,0.5,piecewise,
191,-0.49250776580829625,-4.926470875223577,2,0.5,piecewise,
192,-9.693501151490644,-5.103047949210438,2,0.5,piecewise,
193,-0.3037170356144661,-2.816729669614121,2,0.5,piecewise,
194,10.24232066577542,2.6186188263557186,2,0.5,piecewise,
195,10.023143128561642,-8.29260425304714,2,0.5,piecewise,
196,-1.6875661217294788,-7.549178126382335,2,0.5,piecewise,
197,4.866025640596481,4.206906375190846,2,0.5,piecewise,
198,0.9517105757075707,5.2414935622606,2,0.5,piecewise,
199,7.576671997735536,0.8095343749218115,2,0.5,piecewise,
200,1.947470806033853,-5.746247481430415,2,0.5,piecewise,
201,3.933783009109646,7.091709114320642,2,0.5,piecewise,
202,-1.3378844740400444,6.393458962295945,2,0.5,piecewise,
203,-4.24355260366853,-0.7254305365341003,2,0.5,piecewise,
204,8.67514131149171,2.666609146431534,2,0.5,piecewise,
205,2.2791577366696294,-6.9650422132294745,2,0.5,piecewise,
206,0.5178435927776709,4.838440436735656,2,0.5,piecewise,
207,-8.318152444399134,4.930464615844372,2,0.5,piecewise,
208,-7.600175208777836,-5.285800535169379,2,0.5,piecewise,
209,-9.260893819937824,-0.8452758179498435,2,0.5,piecewise,
210,0.9700271294772274,-1.8938661189962454,2,0.5,piecewise,
211,-2.5219745906730426,0.9875474880948807,2,0.5,piecewise,
212,-2.400858458631651,-5.852523859183047,2,0.5,piecewise,
213,-0.2021062644166933,-7.584172154068218,2,0.5,piecewise,
214,-7.842257771992596,-6.908246430674597,2,0.5,piecewise,
215,-3.5391615685934,6.8825463155862385,2,0.5,piecewise,
216,-10.22810489203066,6.727789480692813,2,0.5,piecewise,
217,2.407496674707325,-3.9360876494064434,2,0.5,piecewise,
218,1.5403625002284522,5.738561546180276,2,0.5,piecewise,
219,-2.8131159090321045,-5.2049409620404745,2,0.5,piecewise,
220,-9.078597079341762,-1.2937783180604887,2,0.5,piecewise,
221,-4.962914114397365,-3.142918269928368,2,0.5,piecewise,
222,-1.01227215971802,-2.178922984416401,2,0.5,piecewise,
223,-7.708026734333059,0.39696001508816087,2,0.5,piecewise,
224,0.17889246464373423,0.40008051050685395,2,0.5,piecewise,
225,-2.5774432695901037,-4.400878571965679,2,0.5,piecewise,
226,-7.140973409958924,-0.14303838399126043,2,0.5,piecewise,
227,-7.3502909586753455,-1.5913481907271327,2,0.5,piecewise,
228,-1.4380073734329593,-0.29546597289836607,2,0.5,piecewise,
229,-9.361403468474153,-4.500197889463335,2,0.5,piecewise,
230,-3.538467271124568,-1.2554004475166944,2,0.5,piecewise,
231,-0.694333959102539,-2.6905244796812,2,0.5,piecewise,
232,-0.031225850126107155,-9.08039582274775,2,0.5,piecewise,
233,-4.019943718826918,-0.697730371112753,2,0.5,piecewise,
234,7.974051961408184,-3.079964826349102,2,0.5,piecewise,
235,-4.026357095516538,3.081536294010519,2,0.5,piecewise,
236,6.543759442927859,-7.407532813872242,2,0.5,piecewise,
237,-1.3935805549559437,-2.0563516338224037,2,0.5,piecewise,
238,-3.45049570235576,-6.098163147688601,2,0.5,piecewise,
239,9.303619967947569,0.22888648058746022,2,0.5,piecewise,
240,-7.092905552331011,-8.0327441043751,2,0.5,piecewise,
241,5.212702007805412,6.495595805499222,2,0.5,piecewise,
242,-7.439883835812675,1.956144391435778,2,0.5,piecewise,
243,4.695735810023388,-9.116120524353596,2,0.5,piecewise,
244,-7.923849716983613,4.8134396735580705,2,0.5,piecewise,
245,-7.560268809567046,6.175900741057686,2,0.5,piecewise,
246,-1.6826192469970038,-2.64100216421047,2,0.5,piecewise,
247,4.273413521543927,0.6824631578622669,2,0.5,piecewise,
248,4.73156105723499,-2.607628109231043,2,0.5,piecewise,
249,1.3926486670292666,8.715950102361846,2,0.5,piecewise,
250,-3.9085928903963842,8.750057493998407,2,0.5,piecewise,
251,-2.383462432283236,-1.0787151509140502,2,0.5,piecewise,
252,-1.1524313342642305,-4.13884299696256,2,0.5,piecewise,
253,-8.576333085458156,-6.9102633632129775,2,0.5,piecewise,
254,-1.1814123368606908,0.24918520107507725,2,0.5,piecewise,
255,4.8943159272780035,9.356002628712563,2,0.5,piecewise,
256,1.5998969517434938,6.084721479623275,2,0.5,piecewise,
257,-3.544515899444107,-0.5411630570981666,2,0.5,piecewise,
258,7.50859574275045,-0.8391521112437513,2,0.5,piecewise,
259,-5.556217442634361,-0.6688692890993478,2,0.5,piecewise,
260,-5.481791652438025,-6.550208179652857,2,0.5,piecewise,
261,-1.0373375403958982,2.590229565568807,2,0.5,piecewise,
262,-1.7843143484501989,3.9320767159891874,2,0.5,piecewise,
263,-2.3405558635366828,2.0880203128465458,2,0.5,piecewise,
264,-1.7179215031598112,3.5907843951364655,2,0.5,piecewise,
265,4.444573951457162,1.5590762877152544,2,0.5,piecewise,
266,-4.735339184347466,-5.377951389138676,2,0.5,piecewise,
267,5.451401007608461,1.6567699608332696,2,0.5,piecewise,
268,-0.8147647456985372,7.752970386027831,2,0.5,piecewise,
269,-8.35442202614448,-1.6950412716229653,2,0.5,piecewise,
270,-0.5763772273180316,4.097749893971029,2,0.5,piecewise,
271,7.564080609468208,-3.099192055950582,2,0.5,piecewise,
272,7.0618097291965185,8.08532795664659,2,0.5,piecewise,
273,-6.413098355857967,3.1659048842297848,2,0.5,piecewise,
274,9.819908340121502,4.244489711993571,2,0.5,piecewise,
275,-8.199342031671804,0.09618219691324324,2,0.5,piecewise,
276,-2.979875653249926,-6.661561409476389,2,0.5,piecewise,
277,2.519286905154623,0.2728916711340257,2,0.5,piecewise,
278,-0.056535253620968846,8.008553935276083,2,0.5,piecewise,
279,-0.23709002672528476,4.408783189723923,2,0.5,piecewise,
280,0.6692734590795094,7.076394607205177,2,0.5,piecewise,
281,-5.889843820316715,-9.15326464227335,2,0.5,piecewise,
282,2.3127327951437344,-8.078912457346757,2,0.5,piecewise,
283,7.7141702419947045,-0.7995849431025042,2,0.5,piecewise,
284,-2.1688972620098492,1.7062191595762322,2,0.5,piecewise,
285,4.735717566383857,-8.04305538664481,2,0.5,piecewise,
286,-5.797501097867524,2.5435213478608563,2,0.5,piecewise,
287,5.14262799493102,7.097507451181504,2,0.5,piecewise,
288,2.724475590176407,5.238357334298828,2,0.5,piecewise,
289,0.3551705727945299,8.141859014713193,2,0.5,piecewise,
290,5.395371266926337,-6.397214139200795,2,0.5,piecewise,
291,8.543744323390106,3.2446013761627186,2,0.5,piecewise,
292,-9.155564361646011,-7.645675063788642,2,0.5,piecewise,
293,4.78865879329383,-9.35988221563199,2,0.5,piecewise,
294,0.8639385965863267,8.16422951027714,2,0.5,piecewise,
295,8.642381347276656,3.4861890268619757,2,0.5,piecewise,
296,-2.243517861678452,0.9424008426452902,2,0.5,piecewise,
297,1.7581630838967877,-9.435703300966567,2,0.5,piecewise,
298,-0.4123372229267743,-3.5897768347497485,2,0.5,piecewise,
299,-0.5542813144288475,7.36935539070164,2,0.5,piecewise,
300,-0.4993860968791266,-2.32837290969991,2,0.5,piecewise,
301,9.721455877975746,-9.359355977592806,2,0.5,piecewise,
302,-5.329607584153418,-8.454291095423605,2,0.5,piecewise,
303,2.4718732203309535,-2.0212945500742197,2,0.5,piecewise,
304,5.45850154813119,1.8705067226306078,2,0.5,piecewise,
305,10.003419345012135,8.003103838347837,2,0.5,piecewise,
306,-3.190771131973201,4.33282523367665,2,0.5,piecewise,
307,3.5626613609750524,8.019452275820461,2,0.5,piecewise,
308,1.2950251557978645,-9.488473948806492,2,0.5,piecewise,
309,-5.773990305574446,-7.3917790348041335,2,0.5,piecewise,
310,-4.6808409147908,5.086148828184403,2,0.5,piecewise,
311,9.204671032262196,-7.51044299264291,2,0.5,piecewise,
312,1.3406475583396076,5.9536139817910385,2,0.5,piecewise,
313,2.1599045344688452,6.503746329368101,2,0.5,piecewise,
314,0.5994514591635338,-6.288877992830562,2,0.5,piecewise,
315,7.848076411760373,-3.6491157572594726,2,0.5,piecewise,
316,5.6133642429752495,-8.65447533705892,2,0.5,piecewise,
317,2.9885537894192433,5.8449839355233735,2,0.5,piecewise,
318,3.2113796982337095,3.2493273741841002,2,0.5,piecewise,
319,-8.547609752403263,7.169795692671673,2,0.5,piecewise,
320,4.904461655794358,8.326695504886144,2,0.5,piecewise,
321,4.942217859752664,2.38902273812859,2,0.5,piecewise,
322,0.4817181046932932,-4.916071803076353,2,0.5,piecewise,
323,2.1761262172790663,-2.664096147283654,2,0.5,piecewise,
324,-0.6662130562776558,3.3528273356493083,2,0.5,piecewise,
325,3.2561614987046497,4.2616728522233815,2,0.5,piecewise,
326,6.714311477194648,1.089540607880931,2,0.5,piecewise,
327,-9.70635563563906,3.3882792828882167,2,0.5,piecewise,
328,-10.004939107113135,-7.829432494234101,2,0.5,piecewise,
329,-8.275732094513195,-5.5542309950217055,2,0.5,piecewise,
330,-1.7602332697252623,-6.9877031195648955,2,0.5,piecewise,
331,-2.926000193787548,-0.1364433507416658,2,0.5,piecewise,
332,3.782236787326143,-0.8424954964280815,2,0.5,piecewise,
333,-5.564439597011319,5.389404311509981,2,0.5,piecewise,
334,9.972123282625718,5.506001921960371,2,0.5,piecewise,
335,-6.678779598058913,5.3518293750288235,2,0.5,piecewise,
336,-3.339661549453043,8.81674631567479,2,0.5,piecewise,
337,2.2066293989174897,6.999781898498264,2,0.5,piecewise,
338,2.9321641958534,2.6199516594177843,2,0.5,piecewise,
339,9.620944258546698,8.991625582376166,2,0.5,piecewise,
340,3.9520461379581824,0.6548386082228316,2,0.5,piecewise,
341,-3.243548108625911,-2.2125874020339693,2,0.5,piecewise,
342,-7.061518818288683,3.185318938939491,2,0.5,piecewise,
343,-1.589973774676364,5.854898887757174,2,0.5,piecewise,
344,-6.674191557856805,4.698138122998794,2,0.5,piecewise,
345,6.768379530357334,-7.893317621729217,2,0.5,piecewise,
346,6.778163479315633,5.668878269940359,2,0.5,piecewise,
347,-6.7953739219915,8.197385718580263,2,0.5,piecewise,
348,-3.2545905256635166,-1.6522904934369649,2,0.5,piecewise,
349,-6.667812762442572,-1.9829946854570815,2,0.5,piecewise,
350,3.4301535783943224,-6.192690617904706,2,0.5,piecewise,
351,-3.8524805200087346,-2.096975404261983,2,0.5,piecewise,
352,-1.0009278465269549,-7.0842920058448815,2,0.5,piecewise,
353,-6.86073917168901,4.184986645604536,2,0.5,piecewise,
354,2.925164961983695,6.419527605510309,2,0.5,piecewise,
355,-0.375789321071787,-6.241384648530323,2,0.5,piecewise,
356,6.270768659147567,0.27138929259498384,2,0.5,piecewise,
357,-4.959335387857266,1.3803640395962133,2,0.5,piecewise,
358,3.7548182398723307,-1.4021783555416258,2,0.5,piecewise,
359,-6.696901768994432,6.966397698575454,2,0.5,piecewise,
360,0.3582319530173014,-4.748135111145392,2,0.5,piecewise,
361,-3.572734922286036,-5.93325903264498,2,0.5,piecewise,
362,6.098441592171763,-3.419262255862809,2,0.5,piecewise,
363,6.808667880324433,-1.4950384612222007,2,0.5,piecewise,
364,-9.571169732014717,3.3860891246036737,2,0.5,piecewise,
365,-9.664291536723422,-1.250786216797266,2,0.5,piecewise,
366,-2.055666197380201,-5.239598618789506,2,0.5,piecewise,
367,0.8659317752334891,2.7197350390867308,2,0.5,piecewise,
368,5.1019882267464425,3.9760849387945703,2,0.5,piecewise,
369,-8.37110883398115,-2.4520592374081156,2,0.5,piecewise,
370,-5.998238039171527,-6.607992919197289,2,0.5,piecewise,
371,-6.232639046591724,4.47489230932066,2,0.5,piecewise,
372,6.010276069521524,-0.8802145590847122,2,0.5,piecewise,
373,6.886550295009939,-0.8813280118437146,2,0.5,piecewise,
374,-7.000864119139474,-5.1025315275874235,2,0.5,piecewise,
375,0.2888131277625562,0.9754382619503005,2,0.5,piecewise,
376,7.201479878276871,-0.5071575748107764,2,0.5,piecewise,
377,4.061855831980679,-4.689478991696779,2,0.5,piecewise,
378,-0.110016814509667,6.947142697974735,2,0.5,piecewise,
379,-0.28661938524247255,-6.7122313422598765,2,0.5,piecewise,
380,4.437549101146807,-8.99966238831801,2,0.5,piecewise,
381,0.7864633952827487,-7.0910201085617075,2,0.5,piecewise,
382,-8.893520040006988,-0.2728600853291846,2,0.5,piecewise,
383,8.084281655799087,-0.12419380448995501,2,0.5,piecewise,
384,9.331376366248804,-1.574707913835514,2,0.5,piecewise,
385,-4.846509035952898,7.815679147790586,2,0.5,piecewise,
386,-2.7880208225262857,-5.280865850591316,2,0.5,piecewise,
387,-4.010479304025083,-0.6030754210054785,2,0.5,piecewise,
388,-5.710034083061043,-5.589795338183927,2,0.5,piecewise,
389,5.924692164084859,4.593906759429161,2,0.5,piecewise,
390,-1.996056154208992,-5.713935642064712,2,0.5,piecewise,
391,-3.9068755546808327,2.680840908688461,2,0.5,piecewise,
392,2.484074184723171,-0.277668245535113,2,0.5,piecewise,
393,7.2170250988138855,9.35591557223618,2,0.5,piecewise,
394,7.985170235822361,5.723005340948953,2,0.5,piecewise,
395,-5.732311474269974,8.91760937410979,2,0.5,piecewise,
396,-5.055961965024583,7.350211237813413,2,0.5,piecewise,
397,-2.952029391429086,5.252249538875684,2,0.5,piecewise,
398,6.505664427449439,-8.64594843607573,2,0.5,piecewise,
399,-0.4086022462307534,-0.12193451146400577,2,0.5,piecewise,
400,2.1146765522156725,0.9021066775049629,2,0.5,piecewise,
401,-8.156407229181017,0.9407480510637165,2,0.5,piecewise,
402,6.6467053647403915,7.571319008955901,2,0.5,piecewise,
403,9.467385091661692,-6.420617416507757,2,0.5,piecewise,
404,-7.502903402814996,-0.4148762572079582,2,0.5,piecewise,
405,-9.909876416538884,-1.4903315391274456,2,0.5,piecewise,
406,5.467699752496326,0.5031203367858279,2,0.5,piecewise,
407,-3.423690765212577,-6.546153501054574,2,0.5,piecewise,
408,9.429870323679705,-8.45391557990154,2,0.5,piecewise,
409,-9.791842018015311,-2.4746782571111106,2,0.5,piecewise,
410,1.6117302691465485,1.6971340183152925,2,0.5,piecewise,
411,7.508165194795894,-1.6858321057652816,2,0.5,piecewise,
412,-6.6232338747570685,7.321045148131616,2,0.5,piecewise,
413,1.7822566743334052,-3.0340037322092566,2,0.5,piecewise,
414,-10.253014854577398,-5.807369979197439,2,0.5,piecewise,
415,-5.459038953925867,-5.198275020141414,2,0.5,piecewise,
416,-5.372293227497877,-2.2036398748189807,2,0.5,piecewise,
417,-5.13196204543747,-0.7332880737201409,2,0.5,piecewise,
418,-10.024475020590012,6.193146372673869,2,0.5,piecewise,
419,8.937258508200774,5.05276595084298,2,0.5,piecewise,
420,-9.942436672511048,-1.1723380311110465,2,0.5,piecewise,
421,-2.0269389778007425,-2.0374506628779327,2,0.5,piecewise,
422,-1.4513063571276879,7.5778254271948216,2,0.5,piecewise,
423,-0.5465662812382063,7.616621003933376,2,0.5,piecewise,
424,-0.8012231961511452,2.6537513807663524,2,0.5,piecewise,
425,7.199282776974485,0.4379421630280677,2,0.5,piecewise,
426,3.5943793280541354,-5.2302761486243,2,0.5,piecewise,
427,-1.0253582892076536,3.703395357711387,2,0.5,piecewise,
428,2.570982485636931,-3.1118435485905835,2,0.5,piecewise,
429,0.3197044241147843,-6.567786936070404,2,0.5,piecewise,
430,7.794116837903759,8.257139846909299,2,0.5,piecewise,
431,-4.42588313016176,-6.268959785628231,2,0.5,piecewise,
432,1.5087795216119513,8.736700212903807,2,0.5,piecewise,
433,7.309312692615463,-1.062435028750292,2,0.5,piecewise,
434,-1.8712617220463765,6.665581428551835,2,0.5,piecewise,
435,1.2842658265820592,-5.5876238128079185,2,0.5,piecewise,
436,5.880819035978898,-6.446072588019849,2,0.5,piecewise,
437,-6.571016962217741,-4.053896398008099,2,0.5,piecewise,
