,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
45,2.5,0.03200000000000003,0.5151515151515151,0.03200000000000003,[0.    0.544 1.   ],[0.    0.512 1.   ],5,2
46,2.5,0.07199999999999995,0.5328467153284672,0.07199999999999995,[0.    0.584 1.   ],[0.    0.512 1.   ],6,2
47,2.5,-0.008000000000000007,0.49514563106796117,-0.008000000000000007,[0.    0.408 1.   ],[0.    0.416 1.   ],7,2
48,2.5,-0.06399999999999995,0.47101449275362317,-0.06399999999999995,[0.   0.52 1.  ],[0.    0.584 1.   ],8,2
49,2.5,-0.008000000000000007,0.4965034965034965,-0.008000000000000007,[0.    0.568 1.   ],[0.    0.576 1.   ],9,2
50,3.0,-0.03200000000000003,0.4811320754716981,-0.03200000000000003,[0.    0.408 1.   ],[0.   0.44 1.  ],0,2
51,3.0,-0.09600000000000003,0.4411764705882353,-0.09600000000000003,[0.   0.36 1.  ],[0.    0.456 1.   ],1,2
52,3.0,0.09599999999999997,0.536144578313253,0.09599999999999997,[0.    0.712 1.   ],[0.    0.616 1.   ],2,2
53,3.0,0.0,0.5,0.0,[0.    0.136 1.   ],[0.    0.136 1.   ],3,2
54,3.0,0.008000000000000007,0.509090909090909,0.008000000000000007,[0.    0.224 1.   ],[0.    0.216 1.   ],4,2
55,3.0,0.03199999999999992,0.5117647058823529,0.03199999999999992,[0.    0.696 1.   ],[0.    0.664 1.   ],5,2
56,3.0,0.07999999999999996,0.5373134328358209,0.07999999999999996,[0.    0.576 1.   ],[0.    0.496 1.   ],6,2
57,3.0,0.04799999999999999,0.5306122448979592,0.04799999999999999,[0.    0.416 1.   ],[0.    0.368 1.   ],7,2
58,3.0,-0.03200000000000003,0.484375,-0.03200000000000003,[0.    0.496 1.   ],[0.    0.528 1.   ],8,2
59,3.0,0.03200000000000003,0.5153846153846153,0.03200000000000003,[0.    0.536 1.   ],[0.    0.504 1.   ],9,2
60,3.5,0.02399999999999991,0.5088757396449705,0.02399999999999991,[0.    0.688 1.   ],[0.    0.664 1.   ],0,2
61,3.5,0.008000000000000007,0.5042016806722689,0.008000000000000007,[0.   0.48 1.  ],[0.    0.472 1.   ],1,2
62,3.5,0.03200000000000003,0.5125,0.03200000000000003,[0.    0.656 1.   ],[0.    0.624 1.   ],2,2
63,3.5,0.09600000000000003,0.546875,0.09600000000000003,[0.   0.56 1.  ],[0.    0.464 1.   ],3,2
64,3.5,-0.02400000000000002,0.48872180451127817,-0.02400000000000002,[0.   0.52 1.  ],[0.    0.544 1.   ],4,2
65,3.5,-0.04800000000000004,0.4857142857142857,-0.04800000000000004,[0.    0.816 1.   ],[0.    0.864 1.   ],5,2
66,3.5,0.06399999999999995,0.52,0.06399999999999995,[0.    0.832 1.   ],[0.    0.768 1.   ],6,2
67,3.5,0.07199999999999995,0.5272727272727272,0.07199999999999995,[0.    0.696 1.   ],[0.    0.624 1.   ],7,2
68,3.5,0.02400000000000002,0.5114503816793893,0.02400000000000002,[0.    0.536 1.   ],[0.    0.512 1.   ],8,2
69,3.5,-0.02400000000000002,0.48872180451127817,-0.02400000000000002,[0.   0.52 1.  ],[0.    0.544 1.   ],9,2
70,5.0,0.008000000000000007,0.5023474178403756,0.008000000000000007,[0.    0.856 1.   ],[0.    0.848 1.   ],0,2
71,5.0,0.008000000000000007,0.5023474178403756,0.008000000000000007,[0.    0.856 1.   ],[0.    0.848 1.   ],1,2
72,5.0,-0.008000000000000007,0.4959349593495935,-0.008000000000000007,[0.    0.488 1.   ],[0.    0.496 1.   ],2,2
73,5.0,0.128,0.5412371134020618,0.128,[0.   0.84 1.  ],[0.    0.712 1.   ],3,2
74,5.0,-0.064,0.46774193548387094,-0.064,[0.    0.464 1.   ],[0.    0.528 1.   ],4,2
75,5.0,0.07200000000000001,0.5384615384615384,0.07200000000000001,[0.    0.504 1.   ],[0.    0.432 1.   ],5,2
76,5.0,0.039999999999999925,0.5144508670520231,0.039999999999999925,[0.    0.712 1.   ],[0.    0.672 1.   ],6,2
77,5.0,0.04799999999999993,0.5147058823529411,0.04799999999999993,[0.   0.84 1.  ],[0.    0.792 1.   ],7,2
78,5.0,-0.05600000000000005,0.48372093023255813,-0.05600000000000005,[0.    0.832 1.   ],[0.    0.888 1.   ],8,2
79,5.0,-0.16000000000000003,0.4107142857142857,-0.16000000000000003,[0.    0.368 1.   ],[0.    0.528 1.   ],9,2
80,7.0,-0.03199999999999997,0.4827586206896552,-0.03199999999999997,[0.    0.448 1.   ],[0.   0.48 1.  ],0,2
81,7.0,-0.04799999999999999,0.4716981132075472,-0.04799999999999999,[0.  0.4 1. ],[0.    0.448 1.   ],1,2
82,7.0,0.008000000000000007,0.502262443438914,0.008000000000000007,[0.    0.888 1.   ],[0.   0.88 1.  ],2,2
83,7.0,0.03200000000000003,0.5151515151515151,0.03200000000000003,[0.    0.544 1.   ],[0.    0.512 1.   ],3,2
84,7.0,-0.05600000000000005,0.48444444444444446,-0.05600000000000005,[0.    0.872 1.   ],[0.    0.928 1.   ],4,2
85,7.0,-0.07200000000000006,0.4794520547945205,-0.07200000000000006,[0.   0.84 1.  ],[0.    0.912 1.   ],5,2
86,7.0,-0.016000000000000014,0.4954954954954955,-0.016000000000000014,[0.   0.88 1.  ],[0.    0.896 1.   ],6,2
87,7.0,-0.03200000000000003,0.49047619047619045,-0.03200000000000003,[0.    0.824 1.   ],[0.    0.856 1.   ],7,2
88,7.0,-0.06399999999999995,0.4824561403508772,-0.06399999999999995,[0.   0.88 1.  ],[0.    0.944 1.   ],8,2
89,7.0,-0.08799999999999997,0.4720812182741117,-0.08799999999999997,[0.    0.744 1.   ],[0.    0.832 1.   ],9,2
90,9.0,0.04800000000000004,0.5137614678899083,0.04800000000000004,[0.    0.896 1.   ],[0.    0.848 1.   ],0,2
91,9.0,0.016000000000000014,0.5043859649122807,0.016000000000000014,[0.   0.92 1.  ],[0.    0.904 1.   ],1,2
92,9.0,-0.016000000000000014,0.49122807017543857,-0.016000000000000014,[0.    0.448 1.   ],[0.    0.464 1.   ],2,2
93,9.0,0.016000000000000014,0.5078125,0.016000000000000014,[0.   0.52 1.  ],[0.    0.504 1.   ],3,2
94,9.0,0.03200000000000003,0.5087719298245614,0.03200000000000003,[0.    0.928 1.   ],[0.    0.896 1.   ],4,2
95,9.0,-0.008000000000000007,0.4978165938864629,-0.008000000000000007,[0.    0.912 1.   ],[0.   0.92 1.  ],5,2
96,9.0,0.040000000000000036,0.5112107623318386,0.040000000000000036,[0.    0.912 1.   ],[0.    0.872 1.   ],6,2
97,9.0,0.0,0.5,0.0,[0.    0.944 1.   ],[0.    0.944 1.   ],7,2
98,9.0,0.0,0.5,0.0,[0.    0.944 1.   ],[0.    0.944 1.   ],8,2
99,9.0,0.015999999999999903,0.5042372881355932,0.015999999999999903,[0.    0.952 1.   ],[0.    0.936 1.   ],9,2
100,0.5,0.0,0.0,-1.0,[0. 1.],[0. 1.],0,3
101,0.5,0.04000000000000001,0.5510204081632653,0.04000000000000001,[0.    0.216 1.   ],[0.    0.176 1.   ],1,3
102,0.5,0.055999999999999994,0.5421686746987951,0.055999999999999994,[0.   0.36 1.  ],[0.    0.304 1.   ],2,3
103,0.5,-0.024,0.2,-0.024,[0.    0.008 1.   ],[0.    0.032 1.   ],3,3
104,0.5,-0.032,0.3333333333333333,-0.032,[0.    0.032 1.   ],[0.    0.064 1.   ],4,3
105,0.5,0.0,0.0,-1.0,[0. 1.],[0. 1.],5,3
106,0.5,0.016,0.6666666666666666,0.016,[0.    0.032 1.   ],[0.    0.016 1.   ],6,3
107,0.5,0.016,1.0,0.016,[0.    0.016 1.   ],[0. 0. 1.],7,3
108,0.5,0.008000000000000007,0.5185185185185185,0.008000000000000007,[0.    0.112 1.   ],[0.    0.104 1.   ],8,3
109,0.5,0.015999999999999993,0.5625,0.015999999999999993,[0.    0.072 1.   ],[0.    0.056 1.   ],9,3
110,1.0,0.0,0.5,0.0,[0.    0.032 1.   ],[0.    0.032 1.   ],0,3
111,1.0,0.015999999999999986,0.5294117647058824,0.015999999999999986,[0.    0.144 1.   ],[0.    0.128 1.   ],1,3
112,1.0,-0.015999999999999986,0.4827586206896552,-0.015999999999999986,[0.    0.224 1.   ],[0.   0.24 1.  ],2,3
113,1.0,-0.032,0.45454545454545453,-0.032,[0.   0.16 1.  ],[0.    0.192 1.   ],3,3
114,1.0,-0.02400000000000002,0.46153846153846156,-0.02400000000000002,[0.    0.144 1.   ],[0.    0.168 1.   ],4,3
115,1.0,0.016,0.625,0.016,[0.   0.04 1.  ],[0.    0.024 1.   ],5,3
116,1.0,0.032,0.5434782608695652,0.032,[0.  0.2 1. ],[0.    0.168 1.   ],6,3
117,1.0,-0.031999999999999994,0.3888888888888889,-0.031999999999999994,[0.    0.056 1.   ],[0.    0.088 1.   ],7,3
118,1.0,-0.04000000000000001,0.4528301886792453,-0.04000000000000001,[0.    0.192 1.   ],[0.    0.232 1.   ],8,3
119,1.0,0.008000000000000007,0.5217391304347826,0.008000000000000007,[0.    0.096 1.   ],[0.    0.088 1.   ],9,3
120,1.5,0.023999999999999994,0.6,0.023999999999999994,[0.    0.072 1.   ],[0.    0.048 1.   ],0,3
121,1.5,0.07200000000000001,0.5818181818181818,0.07200000000000001,[0.    0.256 1.   ],[0.    0.184 1.   ],1,3
122,1.5,0.016000000000000014,0.5072463768115942,0.016000000000000014,[0.   0.56 1.  ],[0.    0.544 1.   ],2,3
123,1.5,-0.055999999999999994,0.47058823529411764,-0.055999999999999994,[0.    0.448 1.   ],[0.    0.504 1.   ],3,3
124,1.5,0.08000000000000002,0.5609756097560976,0.08000000000000002,[0.    0.368 1.   ],[0.    0.288 1.   ],4,3
125,1.5,-0.016000000000000014,0.4868421052631579,-0.016000000000000014,[0.    0.296 1.   ],[0.    0.312 1.   ],5,3
126,1.5,-0.064,0.4649122807017544,-0.064,[0.    0.424 1.   ],[0.    0.488 1.   ],6,3
127,1.5,-0.176,0.3877551020408163,-0.176,[0.    0.304 1.   ],[0.   0.48 1.  ],7,3
128,1.5,0.0,0.5,0.0,[0.   0.44 1.  ],[0.   0.44 1.  ],8,3
129,1.5,0.03200000000000003,0.5263157894736842,0.03200000000000003,[0.   0.32 1.  ],[0.    0.288 1.   ],9,3
130,2.0,0.04799999999999999,0.5263157894736842,0.04799999999999999,[0.   0.48 1.  ],[0.    0.432 1.   ],0,3
131,2.0,-0.04799999999999993,0.47794117647058826,-0.04799999999999993,[0.   0.52 1.  ],[0.    0.568 1.   ],1,3
132,2.0,0.06399999999999995,0.5512820512820513,0.06399999999999995,[0.    0.344 1.   ],[0.   0.28 1.  ],2,3
133,2.0,0.096,0.6111111111111112,0.096,[0.    0.264 1.   ],[0.    0.168 1.   ],3,3
134,2.0,0.023999999999999966,0.5126050420168067,0.023999999999999966,[0.    0.488 1.   ],[0.    0.464 1.   ],4,3
135,2.0,0.03200000000000003,0.5263157894736842,0.03200000000000003,[0.   0.32 1.  ],[0.    0.288 1.   ],5,3
136,2.0,-0.09599999999999997,0.42105263157894735,-0.09599999999999997,[0.    0.256 1.   ],[0.    0.352 1.   ],6,3
137,2.0,0.08000000000000002,0.5396825396825397,0.08000000000000002,[0.    0.544 1.   ],[0.    0.464 1.   ],7,3
138,2.0,-0.128,0.42452830188679247,-0.128,[0.   0.36 1.  ],[0.    0.488 1.   ],8,3
139,2.0,0.06400000000000003,0.5645161290322581,0.06400000000000003,[0.   0.28 1.  ],[0.    0.216 1.   ],9,3
140,2.5,0.10399999999999998,0.5474452554744526,0.10399999999999998,[0.  0.6 1. ],[0.    0.496 1.   ],0,3
141,2.5,0.08800000000000008,0.535483870967742,0.08800000000000008,[0.    0.664 1.   ],[0.    0.576 1.   ],1,3
142,2.5,0.0,0.5,0.0,[0.    0.432 1.   ],[0.    0.432 1.   ],2,3
143,2.5,0.12,0.5882352941176471,0.12,[0.  0.4 1. ],[0.   0.28 1.  ],3,3
144,2.5,0.03999999999999998,0.5242718446601942,0.03999999999999998,[0.    0.432 1.   ],[0.    0.392 1.   ],4,3
145,2.5,0.07199999999999995,0.5412844036697247,0.07199999999999995,[0.    0.472 1.   ],[0.  0.4 1. ],5,3
146,2.5,0.09600000000000003,0.546875,0.09600000000000003,[0.   0.56 1.  ],[0.    0.464 1.   ],6,3
147,2.5,0.05599999999999994,0.524822695035461,0.05599999999999994,[0.    0.592 1.   ],[0.    0.536 1.   ],7,3
148,2.5,0.016000000000000014,0.5075757575757576,0.016000000000000014,[0.    0.536 1.   ],[0.   0.52 1.  ],8,3
149,2.5,0.055999999999999994,0.5289256198347108,0.055999999999999994,[0.    0.512 1.   ],[0.    0.456 1.   ],9,3
150,3.0,-0.11199999999999999,0.44696969696969696,-0.11199999999999999,[0.    0.472 1.   ],[0.    0.584 1.   ],0,3
151,3.0,-0.02400000000000002,0.49056603773584906,-0.02400000000000002,[0.    0.624 1.   ],[0.    0.648 1.   ],1,3
152,3.0,0.02400000000000002,0.5093167701863354,0.02400000000000002,[0.    0.656 1.   ],[0.    0.632 1.   ],2,3
153,3.0,0.0,0.5,0.0,[0.    0.744 1.   ],[0.    0.744 1.   ],3,3
154,3.0,0.09599999999999997,0.5405405405405406,0.09599999999999997,[0.   0.64 1.  ],[0.    0.544 1.   ],4,3
155,3.0,-0.04800000000000004,0.4673913043478261,-0.04800000000000004,[0.    0.344 1.   ],[0.    0.392 1.   ],5,3
156,3.0,0.04800000000000004,0.5163043478260869,0.04800000000000004,[0.   0.76 1.  ],[0.    0.712 1.   ],6,3
157,3.0,0.064,0.5338983050847458,0.064,[0.    0.504 1.   ],[0.   0.44 1.  ],7,3
158,3.0,0.07999999999999996,0.5277777777777778,0.07999999999999996,[0.   0.76 1.  ],[0.   0.68 1.  ],8,3
159,3.0,0.09599999999999997,0.5405405405405406,0.09599999999999997,[0.   0.64 1.  ],[0.    0.544 1.   ],9,3
160,3.5,-0.04800000000000004,0.4722222222222222,-0.04800000000000004,[0.    0.408 1.   ],[0.    0.456 1.   ],0,3
161,3.5,0.0,0.5,0.0,[0.    0.728 1.   ],[0.    0.728 1.   ],1,3
162,3.5,0.016000000000000014,0.5087719298245614,0.016000000000000014,[0.    0.464 1.   ],[0.    0.448 1.   ],2,3
163,3.5,-0.008000000000000007,0.4962962962962963,-0.008000000000000007,[0.    0.536 1.   ],[0.    0.544 1.   ],3,3
164,3.5,0.06399999999999995,0.5192307692307693,0.06399999999999995,[0.    0.864 1.   ],[0.  0.8 1. ],4,3
165,3.5,-0.016000000000000014,0.495,-0.016000000000000014,[0.    0.792 1.   ],[0.    0.808 1.   ],5,3
166,3.5,-0.08799999999999997,0.4678362573099415,-0.08799999999999997,[0.   0.64 1.  ],[0.    0.728 1.   ],6,3
167,3.5,0.03200000000000003,0.51010101010101,0.03200000000000003,[0.    0.808 1.   ],[0.    0.776 1.   ],7,3
168,3.5,-0.04800000000000004,0.4846938775510204,-0.04800000000000004,[0.   0.76 1.  ],[0.    0.808 1.   ],8,3
169,3.5,-0.08800000000000002,0.44761904761904764,-0.08800000000000002,[0.    0.376 1.   ],[0.    0.464 1.   ],9,3
170,5.0,-0.039999999999999925,0.48201438848920863,-0.039999999999999925,[0.    0.536 1.   ],[0.    0.576 1.   ],0,3
171,5.0,-0.016000000000000014,0.4948453608247423,-0.016000000000000014,[0.    0.768 1.   ],[0.    0.784 1.   ],1,3
172,5.0,0.008000000000000007,0.503448275862069,0.008000000000000007,[0.    0.584 1.   ],[0.    0.576 1.   ],2,3
173,5.0,0.008000000000000007,0.5024154589371981,0.008000000000000007,[0.    0.832 1.   ],[0.    0.824 1.   ],3,3
174,5.0,-0.039999999999999925,0.48936170212765956,-0.039999999999999925,[0.   0.92 1.  ],[0.   0.96 1.  ],4,3
175,5.0,0.09599999999999997,0.5288461538461539,0.09599999999999997,[0.   0.88 1.  ],[0.    0.784 1.   ],5,3
176,5.0,0.05600000000000005,0.5159817351598174,0.05600000000000005,[0.    0.904 1.   ],[0.    0.848 1.   ],6,3
177,5.0,0.02400000000000002,0.5137614678899083,0.02400000000000002,[0.    0.448 1.   ],[0.    0.424 1.   ],7,3
178,5.0,-0.008000000000000007,0.4957983193277311,-0.008000000000000007,[0.    0.472 1.   ],[0.   0.48 1.  ],8,3
179,5.0,0.02400000000000002,0.5079365079365079,0.02400000000000002,[0.    0.768 1.   ],[0.    0.744 1.   ],9,3
180,7.0,0.0,0.5,0.0,[0.    0.528 1.   ],[0.    0.528 1.   ],0,3
181,7.0,0.136,0.5406698564593302,0.136,[0.    0.904 1.   ],[0.    0.768 1.   ],1,3
182,7.0,0.016000000000000014,0.5046728971962616,0.016000000000000014,[0.    0.864 1.   ],[0.    0.848 1.   ],2,3
183,7.0,0.07199999999999995,0.5213270142180095,0.07199999999999995,[0.   0.88 1.  ],[0.    0.808 1.   ],3,3
184,7.0,0.11199999999999999,0.5309734513274337,0.11199999999999999,[0.   0.96 1.  ],[0.    0.848 1.   ],4,3
185,7.0,0.06399999999999995,0.5192307692307693,0.06399999999999995,[0.    0.864 1.   ],[0.  0.8 1. ],5,3
186,7.0,-0.008000000000000007,0.4977168949771689,-0.008000000000000007,[0.    0.872 1.   ],[0.   0.88 1.  ],6,3
187,7.0,0.0,0.5,0.0,[0.    0.528 1.   ],[0.    0.528 1.   ],7,3
188,7.0,0.05600000000000005,0.5155555555555555,0.05600000000000005,[0.    0.928 1.   ],[0.    0.872 1.   ],8,3
189,7.0,0.064,0.5344827586206896,0.064,[0.    0.496 1.   ],[0.    0.432 1.   ],9,3
190,9.0,0.016000000000000014,0.5079365079365079,0.016000000000000014,[0.    0.512 1.   ],[0.    0.496 1.   ],0,3
191,9.0,0.10400000000000004,0.552,0.10400000000000004,[0.    0.552 1.   ],[0.    0.448 1.   ],1,3
192,9.0,0.008000000000000007,0.5022026431718062,0.008000000000000007,[0.    0.912 1.   ],[0.    0.904 1.   ],2,3
193,9.0,-0.016000000000000014,0.49166666666666664,-0.016000000000000014,[0.    0.472 1.   ],[0.    0.488 1.   ],3,3
194,9.0,-0.016000000000000014,0.4956896551724138,-0.016000000000000014,[0.   0.92 1.  ],[0.    0.936 1.   ],4,3
195,9.0,0.10399999999999998,0.5488721804511278,0.10399999999999998,[0.    0.584 1.   ],[0.   0.48 1.  ],5,3
196,9.0,-0.008000000000000007,0.49586776859504134,-0.008000000000000007,[0.   0.48 1.  ],[0.    0.488 1.   ],6,3
197,9.0,0.06400000000000006,0.5178571428571429,0.06400000000000006,[0.    0.928 1.   ],[0.    0.864 1.   ],7,3
198,9.0,0.008000000000000007,0.5040650406504065,0.008000000000000007,[0.    0.496 1.   ],[0.    0.488 1.   ],8,3
199,9.0,0.007999999999999952,0.5042735042735043,0.007999999999999952,[0.    0.472 1.   ],[0.    0.464 1.   ],9,3
