,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
30,1.5,0.20800000000000002,0.6326530612244897,[0.    0.496 1.   ],[0.    0.288 1.   ],0,2
31,1.5,0.21599999999999997,0.6115702479338843,[0.    0.592 1.   ],[0.    0.376 1.   ],1,2
32,1.5,0.08000000000000002,0.5490196078431372,[0.    0.448 1.   ],[0.    0.368 1.   ],2,2
33,1.5,0.17600000000000005,0.5964912280701754,[0.    0.544 1.   ],[0.    0.368 1.   ],3,2
34,1.5,0.04799999999999999,0.5294117647058824,[0.    0.432 1.   ],[0.    0.384 1.   ],4,2
35,1.5,0.040000000000000036,0.518796992481203,[0.    0.552 1.   ],[0.    0.512 1.   ],5,2
36,1.5,0.15199999999999997,0.5959595959595959,[0.    0.472 1.   ],[0.   0.32 1.  ],6,2
37,1.5,0.10400000000000004,0.5565217391304348,[0.    0.512 1.   ],[0.    0.408 1.   ],7,2
38,1.5,0.17600000000000005,0.5932203389830508,[0.   0.56 1.  ],[0.    0.384 1.   ],8,2
39,1.5,0.07200000000000001,0.5384615384615385,[0.    0.504 1.   ],[0.    0.432 1.   ],9,2
40,2.0,-0.03199999999999997,0.47959183673469385,[0.    0.376 1.   ],[0.    0.408 1.   ],0,2
41,2.0,0.136,0.5726495726495726,[0.    0.536 1.   ],[0.  0.4 1. ],1,2
42,2.0,0.136,0.580952380952381,[0.    0.488 1.   ],[0.    0.352 1.   ],2,2
43,2.0,0.18400000000000005,0.6055045871559633,[0.    0.528 1.   ],[0.    0.344 1.   ],3,2
44,2.0,0.184,0.632183908045977,[0.   0.44 1.  ],[0.    0.256 1.   ],4,2
45,2.0,0.11199999999999999,0.5729166666666666,[0.   0.44 1.  ],[0.    0.328 1.   ],5,2
46,2.0,0.12,0.556390977443609,[0.    0.592 1.   ],[0.    0.472 1.   ],6,2
47,2.0,0.11199999999999999,0.5875,[0.    0.376 1.   ],[0.    0.264 1.   ],7,2
48,2.0,0.02400000000000002,0.512396694214876,[0.    0.496 1.   ],[0.    0.472 1.   ],8,2
49,2.0,0.0,0.5,[0.    0.464 1.   ],[0.    0.464 1.   ],9,2
50,2.5,0.16000000000000003,0.5892857142857143,[0.    0.528 1.   ],[0.    0.368 1.   ],0,2
51,2.5,0.14399999999999996,0.5692307692307692,[0.    0.592 1.   ],[0.    0.448 1.   ],1,2
52,2.5,0.15200000000000002,0.6,[0.    0.456 1.   ],[0.    0.304 1.   ],2,2
53,2.5,0.06400000000000006,0.5256410256410257,[0.    0.656 1.   ],[0.    0.592 1.   ],3,2
54,2.5,0.04800000000000004,0.5227272727272727,[0.    0.552 1.   ],[0.    0.504 1.   ],4,2
55,2.5,0.15200000000000002,0.5811965811965812,[0.    0.544 1.   ],[0.    0.392 1.   ],5,2
56,2.5,0.19199999999999995,0.6016949152542372,[0.    0.568 1.   ],[0.    0.376 1.   ],6,2
57,2.5,0.08799999999999997,0.5379310344827586,[0.    0.624 1.   ],[0.    0.536 1.   ],7,2
58,2.5,0.128,0.58,[0.    0.464 1.   ],[0.    0.336 1.   ],8,2
59,2.5,0.128,0.5555555555555555,[0.   0.64 1.  ],[0.    0.512 1.   ],9,2
60,3.0,0.20000000000000007,0.6126126126126127,[0.    0.544 1.   ],[0.    0.344 1.   ],0,2
61,3.0,0.04800000000000004,0.5185185185185185,[0.    0.672 1.   ],[0.    0.624 1.   ],1,2
62,3.0,0.07200000000000001,0.5454545454545454,[0.    0.432 1.   ],[0.   0.36 1.  ],2,2
63,3.0,0.136,0.5739130434782609,[0.    0.528 1.   ],[0.    0.392 1.   ],3,2
64,3.0,-0.07999999999999996,0.4666666666666666,[0.   0.56 1.  ],[0.   0.64 1.  ],4,2
65,3.0,0.09599999999999997,0.5461538461538461,[0.    0.568 1.   ],[0.    0.472 1.   ],5,2
66,3.0,0.055999999999999994,0.5402298850574713,[0.    0.376 1.   ],[0.   0.32 1.  ],6,2
67,3.0,0.09599999999999997,0.544776119402985,[0.    0.584 1.   ],[0.    0.488 1.   ],7,2
68,3.0,0.08799999999999997,0.5401459854014597,[0.    0.592 1.   ],[0.    0.504 1.   ],8,2
69,3.0,0.07200000000000001,0.5371900826446281,[0.   0.52 1.  ],[0.    0.448 1.   ],9,2
70,3.5,0.10399999999999993,0.5503875968992248,[0.    0.568 1.   ],[0.    0.464 1.   ],0,2
71,3.5,0.192,0.611111111111111,[0.    0.528 1.   ],[0.    0.336 1.   ],1,2
72,3.5,0.0,0.5,[0.    0.568 1.   ],[0.    0.568 1.   ],2,2
73,3.5,0.16799999999999998,0.5801526717557252,[0.    0.608 1.   ],[0.   0.44 1.  ],3,2
74,3.5,0.136,0.5629629629629629,[0.    0.608 1.   ],[0.    0.472 1.   ],4,2
75,3.5,0.12,0.556390977443609,[0.    0.592 1.   ],[0.    0.472 1.   ],5,2
76,3.5,0.13599999999999995,0.6,[0.    0.408 1.   ],[0.    0.272 1.   ],6,2
77,3.5,0.008000000000000007,0.5032258064516129,[0.    0.624 1.   ],[0.    0.616 1.   ],7,2
78,3.5,0.10399999999999998,0.5474452554744524,[0.  0.6 1. ],[0.    0.496 1.   ],8,2
79,3.5,0.248,0.6183206106870229,[0.    0.648 1.   ],[0.  0.4 1. ],9,2
80,5.0,0.14399999999999996,0.5681818181818181,[0.  0.6 1. ],[0.    0.456 1.   ],0,2
81,5.0,0.10400000000000004,0.5528455284552846,[0.    0.544 1.   ],[0.   0.44 1.  ],1,2
82,5.0,0.16799999999999998,0.5853658536585366,[0.    0.576 1.   ],[0.    0.408 1.   ],2,2
83,5.0,-0.02400000000000002,0.4896551724137931,[0.    0.568 1.   ],[0.    0.592 1.   ],3,2
84,5.0,0.10399999999999998,0.5430463576158939,[0.    0.656 1.   ],[0.    0.552 1.   ],4,2
85,5.0,0.128,0.576923076923077,[0.   0.48 1.  ],[0.    0.352 1.   ],5,2
86,5.0,0.16000000000000003,0.5892857142857143,[0.    0.528 1.   ],[0.    0.368 1.   ],6,2
87,5.0,0.05599999999999994,0.5255474452554744,[0.    0.576 1.   ],[0.   0.52 1.  ],7,2
88,5.0,0.248,0.6302521008403361,[0.  0.6 1. ],[0.    0.352 1.   ],8,2
89,5.0,0.18400000000000005,0.5782312925170068,[0.   0.68 1.  ],[0.    0.496 1.   ],9,2
90,7.0,0.22399999999999998,0.6129032258064516,[0.    0.608 1.   ],[0.    0.384 1.   ],0,2
91,7.0,0.016000000000000014,0.5092592592592593,[0.   0.44 1.  ],[0.    0.424 1.   ],1,2
92,7.0,0.192,0.5952380952380952,[0.  0.6 1. ],[0.    0.408 1.   ],2,2
93,7.0,0.136,0.5726495726495726,[0.    0.536 1.   ],[0.  0.4 1. ],3,2
94,7.0,0.09600000000000003,0.5483870967741936,[0.    0.544 1.   ],[0.    0.448 1.   ],4,2
95,7.0,0.136,0.5602836879432623,[0.    0.632 1.   ],[0.    0.496 1.   ],5,2
96,7.0,0.13600000000000007,0.5691056910569107,[0.   0.56 1.  ],[0.    0.424 1.   ],6,2
97,7.0,0.13599999999999995,0.568,[0.    0.568 1.   ],[0.    0.432 1.   ],7,2
98,7.0,0.14399999999999996,0.5725806451612903,[0.    0.568 1.   ],[0.    0.424 1.   ],8,2
99,7.0,0.264,0.6240601503759399,[0.    0.664 1.   ],[0.  0.4 1. ],9,2
100,9.0,0.11199999999999999,0.5384615384615385,[0.    0.784 1.   ],[0.    0.672 1.   ],0,2
101,9.0,0.24000000000000005,0.6442307692307692,[0.    0.536 1.   ],[0.    0.296 1.   ],1,2
102,9.0,0.28,0.6699029126213593,[0.    0.552 1.   ],[0.    0.272 1.   ],2,2
103,9.0,0.18399999999999994,0.5771812080536912,[0.    0.688 1.   ],[0.    0.504 1.   ],3,2
104,9.0,0.06399999999999995,0.5285714285714285,[0.    0.592 1.   ],[0.    0.528 1.   ],4,2
105,9.0,0.12,0.5483870967741935,[0.   0.68 1.  ],[0.   0.56 1.  ],5,2
106,9.0,0.21599999999999997,0.593103448275862,[0.    0.688 1.   ],[0.    0.472 1.   ],6,2
107,9.0,0.22399999999999998,0.648936170212766,[0.    0.488 1.   ],[0.    0.264 1.   ],7,2
108,9.0,0.16800000000000004,0.5882352941176471,[0.   0.56 1.  ],[0.    0.392 1.   ],8,2
109,9.0,0.23199999999999993,0.6013986013986014,[0.    0.688 1.   ],[0.    0.456 1.   ],9,2
