,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
45,2.0,0.392,0.7247706422018348,[0.    0.632 1.   ],[0.   0.24 1.  ],5,2
46,2.0,0.39199999999999996,0.7578947368421052,[0.    0.576 1.   ],[0.    0.184 1.   ],6,2
47,2.0,0.21599999999999997,0.6115702479338843,[0.    0.592 1.   ],[0.    0.376 1.   ],7,2
48,2.0,0.29600000000000004,0.6907216494845361,[0.    0.536 1.   ],[0.   0.24 1.  ],8,2
49,2.0,0.416,0.7708333333333333,[0.    0.592 1.   ],[0.    0.176 1.   ],9,2
50,2.5,0.33599999999999997,0.6590909090909091,[0.    0.696 1.   ],[0.   0.36 1.  ],0,2
51,2.5,0.38400000000000006,0.6967213114754099,[0.   0.68 1.  ],[0.    0.296 1.   ],1,2
52,2.5,0.344,0.7009345794392523,[0.  0.6 1. ],[0.    0.256 1.   ],2,2
53,2.5,0.39199999999999996,0.6929133858267716,[0.    0.704 1.   ],[0.    0.312 1.   ],3,2
54,2.5,0.44000000000000006,0.7570093457943926,[0.    0.648 1.   ],[0.    0.208 1.   ],4,2
55,2.5,0.37600000000000006,0.6942148760330579,[0.    0.672 1.   ],[0.    0.296 1.   ],5,2
56,2.5,0.328,0.6394557823129252,[0.    0.752 1.   ],[0.    0.424 1.   ],6,2
57,2.5,0.408,0.7073170731707317,[0.    0.696 1.   ],[0.    0.288 1.   ],7,2
58,2.5,0.344,0.6936936936936937,[0.    0.616 1.   ],[0.    0.272 1.   ],8,2
59,2.5,0.312,0.6291390728476821,[0.   0.76 1.  ],[0.    0.448 1.   ],9,2
60,3.0,0.5359999999999999,0.8130841121495327,[0.    0.696 1.   ],[0.   0.16 1.  ],0,2
61,3.0,0.264,0.6363636363636364,[0.    0.616 1.   ],[0.    0.352 1.   ],1,2
62,3.0,0.20799999999999996,0.6083333333333333,[0.    0.584 1.   ],[0.    0.376 1.   ],2,2
63,3.0,0.52,0.7777777777777778,[0.    0.728 1.   ],[0.    0.208 1.   ],3,2
64,3.0,0.31999999999999995,0.6818181818181818,[0.  0.6 1. ],[0.   0.28 1.  ],4,2
65,3.0,0.344,0.656934306569343,[0.   0.72 1.  ],[0.    0.376 1.   ],5,2
66,3.0,0.392,0.7247706422018348,[0.    0.632 1.   ],[0.   0.24 1.  ],6,2
67,3.0,0.392,0.6689655172413792,[0.    0.776 1.   ],[0.    0.384 1.   ],7,2
68,3.0,0.488,0.7699115044247787,[0.    0.696 1.   ],[0.    0.208 1.   ],8,2
69,3.0,0.448,0.71875,[0.    0.736 1.   ],[0.    0.288 1.   ],9,2
70,3.5,0.328,0.6305732484076434,[0.    0.792 1.   ],[0.    0.464 1.   ],0,2
71,3.5,0.5680000000000001,0.7751937984496124,[0.  0.8 1. ],[0.    0.232 1.   ],1,2
72,3.5,0.408,0.7007874015748031,[0.    0.712 1.   ],[0.    0.304 1.   ],2,2
73,3.5,0.19200000000000006,0.5833333333333333,[0.    0.672 1.   ],[0.   0.48 1.  ],3,2
74,3.5,0.312,0.6611570247933884,[0.   0.64 1.  ],[0.    0.328 1.   ],4,2
75,3.5,0.21600000000000003,0.5971223021582733,[0.    0.664 1.   ],[0.    0.448 1.   ],5,2
76,3.5,0.27999999999999997,0.6277372262773723,[0.    0.688 1.   ],[0.    0.408 1.   ],6,2
77,3.5,0.344,0.6616541353383458,[0.    0.704 1.   ],[0.   0.36 1.  ],7,2
78,3.5,0.40800000000000003,0.6758620689655171,[0.    0.784 1.   ],[0.    0.376 1.   ],8,2
79,3.5,0.43199999999999994,0.7213114754098361,[0.    0.704 1.   ],[0.    0.272 1.   ],9,2
80,5.0,0.40800000000000003,0.7256637168141593,[0.    0.656 1.   ],[0.    0.248 1.   ],0,2
81,5.0,0.28,0.6143790849673203,[0.    0.752 1.   ],[0.    0.472 1.   ],1,2
82,5.0,0.44799999999999995,0.7295081967213115,[0.    0.712 1.   ],[0.    0.264 1.   ],2,2
83,5.0,0.36,0.7227722772277227,[0.    0.584 1.   ],[0.    0.224 1.   ],3,2
84,5.0,0.48799999999999993,0.7132867132867133,[0.    0.816 1.   ],[0.    0.328 1.   ],4,2
85,5.0,0.44799999999999995,0.7413793103448276,[0.    0.688 1.   ],[0.   0.24 1.  ],5,2
86,5.0,0.472,0.7521367521367521,[0.    0.704 1.   ],[0.    0.232 1.   ],6,2
87,5.0,0.5840000000000001,0.8067226890756303,[0.    0.768 1.   ],[0.    0.184 1.   ],7,2
88,5.0,0.45599999999999996,0.7394957983193278,[0.    0.704 1.   ],[0.    0.248 1.   ],8,2
89,5.0,0.352,0.6641791044776119,[0.    0.712 1.   ],[0.   0.36 1.  ],9,2
90,7.0,0.41600000000000004,0.6733333333333332,[0.    0.808 1.   ],[0.    0.392 1.   ],0,2
91,7.0,0.40800000000000003,0.6783216783216782,[0.    0.776 1.   ],[0.    0.368 1.   ],1,2
92,7.0,0.37600000000000006,0.6577181208053692,[0.    0.784 1.   ],[0.    0.408 1.   ],2,2
93,7.0,0.344,0.652482269503546,[0.    0.736 1.   ],[0.    0.392 1.   ],3,2
94,7.0,0.488,0.732824427480916,[0.    0.768 1.   ],[0.   0.28 1.  ],4,2
95,7.0,0.31199999999999994,0.6466165413533834,[0.    0.688 1.   ],[0.    0.376 1.   ],5,2
96,7.0,0.39999999999999997,0.6582278481012658,[0.    0.832 1.   ],[0.    0.432 1.   ],6,2
97,7.0,0.312,0.6274509803921569,[0.    0.768 1.   ],[0.    0.456 1.   ],7,2
98,7.0,0.352,0.6594202898550724,[0.    0.728 1.   ],[0.    0.376 1.   ],8,2
99,7.0,0.4,0.6712328767123287,[0.    0.784 1.   ],[0.    0.384 1.   ],9,2
100,9.0,0.472,0.697986577181208,[0.    0.832 1.   ],[0.   0.36 1.  ],0,2
101,9.0,0.36,0.6642335766423357,[0.    0.728 1.   ],[0.    0.368 1.   ],1,2
102,9.0,0.46399999999999997,0.6907894736842105,[0.   0.84 1.  ],[0.    0.376 1.   ],2,2
103,9.0,0.352,0.6692307692307692,[0.    0.696 1.   ],[0.    0.344 1.   ],3,2
104,9.0,0.408,0.6888888888888889,[0.    0.744 1.   ],[0.    0.336 1.   ],4,2
105,9.0,0.336,0.6381578947368421,[0.    0.776 1.   ],[0.   0.44 1.  ],5,2
106,9.0,0.248,0.6013071895424836,[0.    0.736 1.   ],[0.    0.488 1.   ],6,2
107,9.0,0.43200000000000005,0.6875,[0.    0.792 1.   ],[0.   0.36 1.  ],7,2
108,9.0,0.46399999999999997,0.7301587301587301,[0.    0.736 1.   ],[0.    0.272 1.   ],8,2
109,9.0,0.33599999999999997,0.6544117647058822,[0.    0.712 1.   ],[0.    0.376 1.   ],9,2
110,0.5,0.24799999999999997,0.8780487804878049,[0.    0.288 1.   ],[0.   0.04 1.  ],0,3
111,0.5,0.015999999999999986,0.5227272727272727,[0.    0.184 1.   ],[0.    0.168 1.   ],1,3
112,0.5,0.208,0.7708333333333333,[0.    0.296 1.   ],[0.    0.088 1.   ],2,3
113,0.5,0.10400000000000001,0.7407407407407408,[0.   0.16 1.  ],[0.    0.056 1.   ],3,3
114,0.5,0.20800000000000002,0.9333333333333333,[0.    0.224 1.   ],[0.    0.016 1.   ],4,3
115,0.5,0.26399999999999996,0.923076923076923,[0.    0.288 1.   ],[0.    0.024 1.   ],5,3
116,0.5,0.12,0.6190476190476191,[0.    0.312 1.   ],[0.    0.192 1.   ],6,3
117,0.5,0.09599999999999999,0.6875,[0.    0.176 1.   ],[0.   0.08 1.  ],7,3
118,0.5,0.016000000000000014,0.5217391304347826,[0.    0.192 1.   ],[0.    0.176 1.   ],8,3
119,0.5,0.152,0.7714285714285714,[0.    0.216 1.   ],[0.    0.064 1.   ],9,3
120,0.7,0.264,0.9714285714285714,[0.    0.272 1.   ],[0.    0.008 1.   ],0,3
121,0.7,0.16799999999999998,0.8387096774193548,[0.    0.208 1.   ],[0.   0.04 1.  ],1,3
122,0.7,0.216,0.7647058823529411,[0.    0.312 1.   ],[0.    0.096 1.   ],2,3
123,0.7,0.24799999999999997,0.8780487804878049,[0.    0.288 1.   ],[0.   0.04 1.  ],3,3
124,0.7,0.136,0.6666666666666666,[0.    0.272 1.   ],[0.    0.136 1.   ],4,3
125,0.7,0.12799999999999997,0.6379310344827587,[0.    0.296 1.   ],[0.    0.168 1.   ],5,3
126,0.7,0.20800000000000002,0.90625,[0.    0.232 1.   ],[0.    0.024 1.   ],6,3
127,0.7,0.32799999999999996,0.9555555555555555,[0.    0.344 1.   ],[0.    0.016 1.   ],7,3
128,0.7,0.208,0.7708333333333333,[0.    0.296 1.   ],[0.    0.088 1.   ],8,3
129,0.7,0.216,0.8857142857142857,[0.    0.248 1.   ],[0.    0.032 1.   ],9,3
130,1.0,0.328,1.0,[0.    0.328 1.   ],[0. 0. 1.],0,3
131,1.0,0.45599999999999996,0.9523809523809523,[0.   0.48 1.  ],[0.    0.024 1.   ],1,3
132,1.0,0.192,0.7068965517241379,[0.    0.328 1.   ],[0.    0.136 1.   ],2,3
133,1.0,0.176,0.84375,[0.    0.216 1.   ],[0.   0.04 1.  ],3,3
134,1.0,0.27999999999999997,0.8181818181818181,[0.   0.36 1.  ],[0.   0.08 1.  ],4,3
135,1.0,0.14400000000000002,0.875,[0.    0.168 1.   ],[0.    0.024 1.   ],5,3
136,1.0,0.24800000000000003,0.9189189189189189,[0.    0.272 1.   ],[0.    0.024 1.   ],6,3
137,1.0,0.344,0.9387755102040816,[0.    0.368 1.   ],[0.    0.024 1.   ],7,3
138,1.0,0.168,0.8620689655172414,[0.  0.2 1. ],[0.    0.032 1.   ],8,3
139,1.0,0.22399999999999998,0.7333333333333333,[0.    0.352 1.   ],[0.    0.128 1.   ],9,3
140,1.5,0.03999999999999998,0.5641025641025641,[0.    0.176 1.   ],[0.    0.136 1.   ],0,3
141,1.5,0.176,0.8235294117647058,[0.    0.224 1.   ],[0.    0.048 1.   ],1,3
142,1.5,0.19999999999999998,0.6582278481012658,[0.    0.416 1.   ],[0.    0.216 1.   ],2,3
143,1.5,0.256,0.8076923076923077,[0.    0.336 1.   ],[0.   0.08 1.  ],3,3
144,1.5,0.28800000000000003,0.891304347826087,[0.    0.328 1.   ],[0.   0.04 1.  ],4,3
145,1.5,0.28,0.9069767441860466,[0.    0.312 1.   ],[0.    0.032 1.   ],5,3
146,1.5,0.36,0.9787234042553191,[0.    0.368 1.   ],[0.    0.008 1.   ],6,3
147,1.5,0.44,1.0,[0.   0.44 1.  ],[0. 0. 1.],7,3
148,1.5,0.264,0.8235294117647058,[0.    0.336 1.   ],[0.    0.072 1.   ],8,3
149,1.5,0.27199999999999996,0.9249999999999999,[0.    0.296 1.   ],[0.    0.024 1.   ],9,3
150,2.0,0.12000000000000002,0.6363636363636364,[0.   0.28 1.  ],[0.   0.16 1.  ],0,3
151,2.0,0.20799999999999996,0.7826086956521738,[0.    0.288 1.   ],[0.   0.08 1.  ],1,3
152,2.0,0.17600000000000005,0.7291666666666667,[0.   0.28 1.  ],[0.    0.104 1.   ],2,3
153,2.0,0.21600000000000003,0.7454545454545455,[0.    0.328 1.   ],[0.    0.112 1.   ],3,3
154,2.0,0.152,0.6666666666666667,[0.    0.304 1.   ],[0.    0.152 1.   ],4,3
155,2.0,0.19199999999999998,0.6818181818181818,[0.   0.36 1.  ],[0.    0.168 1.   ],5,3
156,2.0,0.27999999999999997,0.7611940298507461,[0.    0.408 1.   ],[0.    0.128 1.   ],6,3
157,2.0,0.208,0.7096774193548386,[0.    0.352 1.   ],[0.    0.144 1.   ],7,3
158,2.0,0.13600000000000004,0.660377358490566,[0.   0.28 1.  ],[0.    0.144 1.   ],8,3
159,2.0,0.24000000000000002,0.7884615384615384,[0.    0.328 1.   ],[0.    0.088 1.   ],9,3
160,2.5,0.22399999999999998,0.7413793103448276,[0.    0.344 1.   ],[0.   0.12 1.  ],0,3
161,2.5,0.128,0.6,[0.    0.384 1.   ],[0.    0.256 1.   ],1,3
162,2.5,0.144,0.625,[0.   0.36 1.  ],[0.    0.216 1.   ],2,3
163,2.5,0.368,0.896551724137931,[0.    0.416 1.   ],[0.    0.048 1.   ],3,3
164,2.5,0.272,0.7575757575757576,[0.  0.4 1. ],[0.    0.128 1.   ],4,3
165,2.5,0.12,0.6,[0.   0.36 1.  ],[0.   0.24 1.  ],5,3
166,2.5,0.352,0.8333333333333333,[0.   0.44 1.  ],[0.    0.088 1.   ],6,3
167,2.5,0.19200000000000003,0.7608695652173914,[0.   0.28 1.  ],[0.    0.088 1.   ],7,3
168,2.5,0.168,0.744186046511628,[0.    0.256 1.   ],[0.    0.088 1.   ],8,3
169,2.5,0.16,0.7272727272727273,[0.    0.256 1.   ],[0.    0.096 1.   ],9,3
170,3.0,0.15999999999999998,0.6428571428571428,[0.   0.36 1.  ],[0.  0.2 1. ],0,3
171,3.0,0.28,0.9069767441860466,[0.    0.312 1.   ],[0.    0.032 1.   ],1,3
172,3.0,0.176,0.6341463414634146,[0.    0.416 1.   ],[0.   0.24 1.  ],2,3
173,3.0,0.16,0.638888888888889,[0.    0.368 1.   ],[0.    0.208 1.   ],3,3
174,3.0,0.15200000000000002,0.6461538461538462,[0.    0.336 1.   ],[0.    0.184 1.   ],4,3
175,3.0,0.28,0.8070175438596492,[0.    0.368 1.   ],[0.    0.088 1.   ],5,3
176,3.0,0.07999999999999999,0.578125,[0.    0.296 1.   ],[0.    0.216 1.   ],6,3
177,3.0,0.192,0.7142857142857143,[0.   0.32 1.  ],[0.    0.128 1.   ],7,3
178,3.0,0.184,0.7169811320754716,[0.    0.304 1.   ],[0.   0.12 1.  ],8,3
179,3.0,0.17599999999999996,0.6718749999999999,[0.    0.344 1.   ],[0.    0.168 1.   ],9,3
180,3.5,0.19999999999999998,0.7049180327868853,[0.    0.344 1.   ],[0.    0.144 1.   ],0,3
181,3.5,0.09599999999999997,0.575,[0.    0.368 1.   ],[0.    0.272 1.   ],1,3
182,3.5,0.168,0.6666666666666667,[0.    0.336 1.   ],[0.    0.168 1.   ],2,3
183,3.5,0.144,0.6607142857142857,[0.    0.296 1.   ],[0.    0.152 1.   ],3,3
184,3.5,0.07999999999999999,0.578125,[0.    0.296 1.   ],[0.    0.216 1.   ],4,3
185,3.5,0.08799999999999997,0.5679012345679012,[0.    0.368 1.   ],[0.   0.28 1.  ],5,3
186,3.5,0.05600000000000002,0.5573770491803279,[0.    0.272 1.   ],[0.    0.216 1.   ],6,3
187,3.5,0.208,0.6625,[0.    0.424 1.   ],[0.    0.216 1.   ],7,3
188,3.5,0.184,0.6352941176470589,[0.    0.432 1.   ],[0.    0.248 1.   ],8,3
189,3.5,0.17599999999999996,0.6375,[0.    0.408 1.   ],[0.    0.232 1.   ],9,3
190,5.0,0.176,0.7037037037037037,[0.    0.304 1.   ],[0.    0.128 1.   ],0,3
191,5.0,0.17600000000000002,0.6447368421052632,[0.    0.392 1.   ],[0.    0.216 1.   ],1,3
192,5.0,0.064,0.5526315789473684,[0.    0.336 1.   ],[0.    0.272 1.   ],2,3
193,5.0,0.2,0.6712328767123287,[0.    0.392 1.   ],[0.    0.192 1.   ],3,3
194,5.0,0.11199999999999999,0.609375,[0.    0.312 1.   ],[0.  0.2 1. ],4,3
195,5.0,0.208,0.6547619047619048,[0.   0.44 1.  ],[0.    0.232 1.   ],5,3
196,5.0,0.136,0.6024096385542169,[0.  0.4 1. ],[0.    0.264 1.   ],6,3
197,5.0,0.17599999999999996,0.6375,[0.    0.408 1.   ],[0.    0.232 1.   ],7,3
198,5.0,0.216,0.6708860759493671,[0.    0.424 1.   ],[0.    0.208 1.   ],8,3
199,5.0,0.11200000000000002,0.6296296296296297,[0.    0.272 1.   ],[0.   0.16 1.  ],9,3
200,7.0,0.208,0.6547619047619048,[0.   0.44 1.  ],[0.    0.232 1.   ],0,3
201,7.0,0.14400000000000002,0.5818181818181818,[0.    0.512 1.   ],[0.    0.368 1.   ],1,3
202,7.0,0.12,0.6,[0.   0.36 1.  ],[0.   0.24 1.  ],2,3
203,7.0,0.16799999999999998,0.6521739130434782,[0.   0.36 1.  ],[0.    0.192 1.   ],3,3
204,7.0,0.168,0.6329113924050633,[0.  0.4 1. ],[0.    0.232 1.   ],4,3
205,7.0,0.216,0.6626506024096386,[0.   0.44 1.  ],[0.    0.224 1.   ],5,3
206,7.0,0.256,0.7,[0.    0.448 1.   ],[0.    0.192 1.   ],6,3
207,7.0,0.12,0.5882352941176471,[0.  0.4 1. ],[0.   0.28 1.  ],7,3
208,7.0,0.2,0.6712328767123287,[0.    0.392 1.   ],[0.    0.192 1.   ],8,3
209,7.0,0.136,0.6024096385542169,[0.  0.4 1. ],[0.    0.264 1.   ],9,3
210,9.0,0.256,0.6951219512195121,[0.    0.456 1.   ],[0.  0.2 1. ],0,3
211,9.0,0.232,0.6746987951807228,[0.    0.448 1.   ],[0.    0.216 1.   ],1,3
212,9.0,0.224,0.7,[0.    0.392 1.   ],[0.    0.168 1.   ],2,3
213,9.0,0.256,0.6818181818181819,[0.   0.48 1.  ],[0.    0.224 1.   ],3,3
214,9.0,0.232,0.6666666666666666,[0.    0.464 1.   ],[0.    0.232 1.   ],4,3
215,9.0,0.31199999999999994,0.6857142857142857,[0.    0.576 1.   ],[0.    0.264 1.   ],5,3
216,9.0,0.31199999999999994,0.7407407407407407,[0.   0.48 1.  ],[0.    0.168 1.   ],6,3
217,9.0,0.256,0.7162162162162162,[0.    0.424 1.   ],[0.    0.168 1.   ],7,3
218,9.0,0.24,0.6875,[0.   0.44 1.  ],[0.  0.2 1. ],8,3
219,9.0,0.09599999999999997,0.575,[0.    0.368 1.   ],[0.    0.272 1.   ],9,3
