,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
39,2.0,0.008000000000000007,0.5074626865671642,0.008000000000000007,[0.    0.272 1.   ],[0.    0.264 1.   ],9,2
40,2.5,-0.04000000000000001,0.45614035087719296,-0.04000000000000001,[0.    0.208 1.   ],[0.    0.248 1.   ],0,2
41,2.5,0.03199999999999997,0.5192307692307693,0.03199999999999997,[0.    0.432 1.   ],[0.  0.4 1. ],1,2
42,2.5,-0.040000000000000036,0.4725274725274725,-0.040000000000000036,[0.    0.344 1.   ],[0.    0.384 1.   ],2,2
43,2.5,-0.064,0.4574468085106383,-0.064,[0.    0.344 1.   ],[0.    0.408 1.   ],3,2
44,2.5,0.055999999999999994,0.5346534653465347,0.055999999999999994,[0.    0.432 1.   ],[0.    0.376 1.   ],4,2
45,2.5,0.07200000000000006,0.5354330708661418,0.07200000000000006,[0.    0.544 1.   ],[0.    0.472 1.   ],5,2
46,2.5,-0.016000000000000014,0.49230769230769234,-0.016000000000000014,[0.    0.512 1.   ],[0.    0.528 1.   ],6,2
47,2.5,0.055999999999999994,0.5432098765432098,0.055999999999999994,[0.    0.352 1.   ],[0.    0.296 1.   ],7,2
48,2.5,-0.03999999999999998,0.4778761061946903,-0.03999999999999998,[0.    0.432 1.   ],[0.    0.472 1.   ],8,2
49,2.5,0.04799999999999999,0.5357142857142857,0.04799999999999999,[0.   0.36 1.  ],[0.    0.312 1.   ],9,2
50,3.0,0.08800000000000002,0.5433070866141733,0.08800000000000002,[0.    0.552 1.   ],[0.    0.464 1.   ],0,2
51,3.0,0.008000000000000007,0.5048543689320388,0.008000000000000007,[0.    0.416 1.   ],[0.    0.408 1.   ],1,2
52,3.0,-0.008000000000000007,0.4943820224719101,-0.008000000000000007,[0.    0.352 1.   ],[0.   0.36 1.  ],2,2
53,3.0,-0.03200000000000003,0.48214285714285715,-0.03200000000000003,[0.    0.432 1.   ],[0.    0.464 1.   ],3,2
54,3.0,-0.05599999999999994,0.475177304964539,-0.05599999999999994,[0.    0.536 1.   ],[0.    0.592 1.   ],4,2
55,3.0,0.040000000000000036,0.5167785234899329,0.040000000000000036,[0.    0.616 1.   ],[0.    0.576 1.   ],5,2
56,3.0,-0.08800000000000002,0.4566929133858268,-0.08800000000000002,[0.    0.464 1.   ],[0.    0.552 1.   ],6,2
57,3.0,0.0,0.5,0.0,[0.    0.536 1.   ],[0.    0.536 1.   ],7,2
58,3.0,0.008000000000000007,0.5042016806722689,0.008000000000000007,[0.   0.48 1.  ],[0.    0.472 1.   ],8,2
59,3.0,0.08000000000000002,0.5471698113207547,0.08000000000000002,[0.    0.464 1.   ],[0.    0.384 1.   ],9,2
60,3.5,-0.008000000000000007,0.496,-0.008000000000000007,[0.    0.496 1.   ],[0.    0.504 1.   ],0,2
61,3.5,0.008000000000000007,0.5034965034965035,0.008000000000000007,[0.    0.576 1.   ],[0.    0.568 1.   ],1,2
62,3.5,0.015999999999999903,0.5070422535211268,0.015999999999999903,[0.    0.576 1.   ],[0.   0.56 1.  ],2,2
63,3.5,-0.016000000000000014,0.49206349206349204,-0.016000000000000014,[0.    0.496 1.   ],[0.    0.512 1.   ],3,2
64,3.5,0.08800000000000002,0.5567010309278351,0.08800000000000002,[0.    0.432 1.   ],[0.    0.344 1.   ],4,2
65,3.5,0.055999999999999994,0.5299145299145299,0.055999999999999994,[0.    0.496 1.   ],[0.   0.44 1.  ],5,2
66,3.5,0.10400000000000004,0.5764705882352941,0.10400000000000004,[0.    0.392 1.   ],[0.    0.288 1.   ],6,2
67,3.5,0.096,0.5909090909090909,0.096,[0.    0.312 1.   ],[0.    0.216 1.   ],7,2
68,3.5,-0.04799999999999999,0.4745762711864407,-0.04799999999999999,[0.    0.448 1.   ],[0.    0.496 1.   ],8,2
69,3.5,0.064,0.5357142857142857,0.064,[0.   0.48 1.  ],[0.    0.416 1.   ],9,2
70,5.0,0.12000000000000005,0.5609756097560976,0.12000000000000005,[0.    0.552 1.   ],[0.    0.432 1.   ],0,2
71,5.0,0.11199999999999999,0.5507246376811594,0.11199999999999999,[0.    0.608 1.   ],[0.    0.496 1.   ],1,2
72,5.0,0.016000000000000014,0.5083333333333333,0.016000000000000014,[0.    0.488 1.   ],[0.    0.472 1.   ],2,2
73,5.0,0.03200000000000003,0.5158730158730159,0.03200000000000003,[0.   0.52 1.  ],[0.    0.488 1.   ],3,2
74,5.0,-0.04800000000000004,0.47580645161290325,-0.04800000000000004,[0.    0.472 1.   ],[0.   0.52 1.  ],4,2
75,5.0,0.07200000000000001,0.5405405405405406,0.07200000000000001,[0.   0.48 1.  ],[0.    0.408 1.   ],5,2
76,5.0,0.09600000000000003,0.5576923076923077,0.09600000000000003,[0.    0.464 1.   ],[0.    0.368 1.   ],6,2
77,5.0,-0.016000000000000014,0.49206349206349204,-0.016000000000000014,[0.    0.496 1.   ],[0.    0.512 1.   ],7,2
78,5.0,0.016000000000000014,0.5092592592592593,0.016000000000000014,[0.   0.44 1.  ],[0.    0.424 1.   ],8,2
79,5.0,0.016000000000000014,0.5083333333333333,0.016000000000000014,[0.    0.488 1.   ],[0.    0.472 1.   ],9,2
80,7.0,0.10399999999999998,0.5448275862068965,0.10399999999999998,[0.    0.632 1.   ],[0.    0.528 1.   ],0,2
81,7.0,0.08800000000000008,0.5426356589147286,0.08800000000000008,[0.   0.56 1.  ],[0.    0.472 1.   ],1,2
82,7.0,0.20799999999999996,0.5714285714285714,0.20799999999999996,[0.    0.832 1.   ],[0.    0.624 1.   ],2,2
83,7.0,0.18399999999999994,0.5751633986928104,0.18399999999999994,[0.    0.704 1.   ],[0.   0.52 1.  ],3,2
84,7.0,0.11199999999999999,0.5507246376811594,0.11199999999999999,[0.    0.608 1.   ],[0.    0.496 1.   ],4,2
85,7.0,0.19199999999999995,0.581081081081081,0.19199999999999995,[0.    0.688 1.   ],[0.    0.496 1.   ],5,2
86,7.0,0.136,0.5578231292517006,0.136,[0.    0.656 1.   ],[0.   0.52 1.  ],6,2
87,7.0,-0.016000000000000014,0.49193548387096775,-0.016000000000000014,[0.    0.488 1.   ],[0.    0.504 1.   ],7,2
88,7.0,0.06399999999999995,0.5298507462686567,0.06399999999999995,[0.    0.568 1.   ],[0.    0.504 1.   ],8,2
89,7.0,0.17600000000000005,0.5617977528089888,0.17600000000000005,[0.  0.8 1. ],[0.    0.624 1.   ],9,2
90,9.0,0.07999999999999996,0.5367647058823529,0.07999999999999996,[0.    0.584 1.   ],[0.    0.504 1.   ],0,2
91,9.0,0.23199999999999998,0.5947712418300654,0.23199999999999998,[0.    0.728 1.   ],[0.    0.496 1.   ],1,2
92,9.0,0.13599999999999995,0.5669291338582677,0.13599999999999995,[0.    0.576 1.   ],[0.   0.44 1.  ],2,2
93,9.0,0.27999999999999997,0.624113475177305,0.27999999999999997,[0.    0.704 1.   ],[0.    0.424 1.   ],3,2
94,9.0,0.06399999999999995,0.5294117647058824,0.06399999999999995,[0.    0.576 1.   ],[0.    0.512 1.   ],4,2
95,9.0,0.02400000000000002,0.5103448275862069,0.02400000000000002,[0.    0.592 1.   ],[0.    0.568 1.   ],5,2
96,9.0,0.04799999999999993,0.5211267605633803,0.04799999999999993,[0.    0.592 1.   ],[0.    0.544 1.   ],6,2
97,9.0,0.12799999999999995,0.5634920634920635,0.12799999999999995,[0.    0.568 1.   ],[0.   0.44 1.  ],7,2
98,9.0,0.08800000000000002,0.5486725663716814,0.08800000000000002,[0.    0.496 1.   ],[0.    0.408 1.   ],8,2
99,9.0,0.0,0.5,0.0,[0.    0.472 1.   ],[0.    0.472 1.   ],9,2
100,0.5,-0.064,0.39473684210526316,-0.064,[0.   0.12 1.  ],[0.    0.184 1.   ],0,3
101,0.5,0.024,0.7142857142857143,0.024,[0.   0.04 1.  ],[0.    0.016 1.   ],1,3
102,0.5,-0.016,0.25,-0.016,[0.    0.008 1.   ],[0.    0.024 1.   ],2,3
103,0.5,0.016,0.75,0.016,[0.    0.024 1.   ],[0.    0.008 1.   ],3,3
104,0.5,0.0,0.0,-1.0,[0. 1.],[0. 1.],4,3
105,0.5,0.016,1.0,0.016,[0.    0.016 1.   ],[0. 0. 1.],5,3
106,0.5,0.008,0.6,0.008,[0.    0.024 1.   ],[0.    0.016 1.   ],6,3
107,0.5,-0.016,0.0,-0.016,[0. 0. 1.],[0.    0.016 1.   ],7,3
108,0.5,0.0,0.5,0.0,[0.    0.008 1.   ],[0.    0.008 1.   ],8,3
109,0.5,0.0,0.0,-1.0,[0. 1.],[0. 1.],9,3
110,1.0,0.09599999999999999,0.6875,0.09599999999999999,[0.    0.176 1.   ],[0.   0.08 1.  ],0,3
111,1.0,0.0,0.0,-1.0,[0. 1.],[0. 1.],1,3
112,1.0,0.008,0.6,0.008,[0.    0.024 1.   ],[0.    0.016 1.   ],2,3
113,1.0,-0.008,0.4444444444444444,-0.008,[0.    0.032 1.   ],[0.   0.04 1.  ],3,3
114,1.0,0.008,0.5555555555555556,0.008,[0.   0.04 1.  ],[0.    0.032 1.   ],4,3
115,1.0,-0.016,0.25,-0.016,[0.    0.008 1.   ],[0.    0.024 1.   ],5,3
116,1.0,0.024,0.6363636363636364,0.024,[0.    0.056 1.   ],[0.    0.032 1.   ],6,3
117,1.0,0.10399999999999998,0.5866666666666667,0.10399999999999998,[0.    0.352 1.   ],[0.    0.248 1.   ],7,3
118,1.0,0.0,0.5,0.0,[0.    0.008 1.   ],[0.    0.008 1.   ],8,3
119,1.0,0.0,0.0,-1.0,[0. 1.],[0. 1.],9,3
120,1.5,0.008000000000000007,0.5111111111111111,0.008000000000000007,[0.    0.184 1.   ],[0.    0.176 1.   ],0,3
121,1.5,0.015999999999999986,0.5192307692307693,0.015999999999999986,[0.    0.216 1.   ],[0.  0.2 1. ],1,3
122,1.5,0.0,0.5,0.0,[0.    0.128 1.   ],[0.    0.128 1.   ],2,3
123,1.5,-0.039999999999999994,0.4,-0.039999999999999994,[0.   0.08 1.  ],[0.   0.12 1.  ],3,3
124,1.5,-0.016,0.4444444444444444,-0.016,[0.    0.064 1.   ],[0.   0.08 1.  ],4,3
125,1.5,-0.064,0.4230769230769231,-0.064,[0.    0.176 1.   ],[0.   0.24 1.  ],5,3
126,1.5,-0.10400000000000001,0.3673469387755102,-0.10400000000000001,[0.    0.144 1.   ],[0.    0.248 1.   ],6,3
127,1.5,0.008000000000000007,0.509090909090909,0.008000000000000007,[0.    0.224 1.   ],[0.    0.216 1.   ],7,3
128,1.5,-0.016,0.4666666666666667,-0.016,[0.    0.112 1.   ],[0.    0.128 1.   ],8,3
129,1.5,0.023999999999999994,0.5555555555555556,0.023999999999999994,[0.   0.12 1.  ],[0.    0.096 1.   ],9,3
130,2.0,0.016,0.5714285714285714,0.016,[0.    0.064 1.   ],[0.    0.048 1.   ],0,3
131,2.0,0.015999999999999986,0.5227272727272727,0.015999999999999986,[0.    0.184 1.   ],[0.    0.168 1.   ],1,3
132,2.0,0.048000000000000015,0.6071428571428571,0.048000000000000015,[0.    0.136 1.   ],[0.    0.088 1.   ],2,3
133,2.0,-0.11200000000000002,0.375,-0.11200000000000002,[0.    0.168 1.   ],[0.   0.28 1.  ],3,3
134,2.0,-0.03199999999999999,0.4375,-0.03199999999999999,[0.    0.112 1.   ],[0.    0.144 1.   ],4,3
135,2.0,-0.016000000000000014,0.46875,-0.016000000000000014,[0.   0.12 1.  ],[0.    0.136 1.   ],5,3
136,2.0,-0.032,0.4523809523809524,-0.032,[0.    0.152 1.   ],[0.    0.184 1.   ],6,3
137,2.0,0.06399999999999995,0.5512820512820513,0.06399999999999995,[0.    0.344 1.   ],[0.   0.28 1.  ],7,3
138,2.0,0.00799999999999998,0.5116279069767442,0.00799999999999998,[0.    0.176 1.   ],[0.    0.168 1.   ],8,3
139,2.0,0.04000000000000001,0.5675675675675675,0.04000000000000001,[0.    0.168 1.   ],[0.    0.128 1.   ],9,3
140,2.5,-0.016000000000000014,0.4852941176470588,-0.016000000000000014,[0.    0.264 1.   ],[0.   0.28 1.  ],0,3
141,2.5,0.07999999999999999,0.5961538461538461,0.07999999999999999,[0.    0.248 1.   ],[0.    0.168 1.   ],1,3
142,2.5,-0.00799999999999998,0.4915254237288136,-0.00799999999999998,[0.    0.232 1.   ],[0.   0.24 1.  ],2,3
143,2.5,-0.048000000000000015,0.4482758620689655,-0.048000000000000015,[0.    0.208 1.   ],[0.    0.256 1.   ],3,3
144,2.5,-0.06400000000000003,0.43548387096774194,-0.06400000000000003,[0.    0.216 1.   ],[0.   0.28 1.  ],4,3
145,2.5,0.04799999999999999,0.5652173913043478,0.04799999999999999,[0.    0.208 1.   ],[0.   0.16 1.  ],5,3
146,2.5,-0.016000000000000014,0.4852941176470588,-0.016000000000000014,[0.    0.264 1.   ],[0.   0.28 1.  ],6,3
147,2.5,-0.048000000000000015,0.4318181818181818,-0.048000000000000015,[0.    0.152 1.   ],[0.  0.2 1. ],7,3
148,2.5,0.016000000000000014,0.515625,0.016000000000000014,[0.    0.264 1.   ],[0.    0.248 1.   ],8,3
149,2.5,-0.05600000000000002,0.4186046511627907,-0.05600000000000002,[0.    0.144 1.   ],[0.  0.2 1. ],9,3
150,3.0,0.008000000000000007,0.5054945054945055,0.008000000000000007,[0.    0.368 1.   ],[0.   0.36 1.  ],0,3
151,3.0,-0.016000000000000014,0.4868421052631579,-0.016000000000000014,[0.    0.296 1.   ],[0.    0.312 1.   ],1,3
152,3.0,0.07199999999999995,0.5584415584415584,0.07199999999999995,[0.    0.344 1.   ],[0.    0.272 1.   ],2,3
153,3.0,0.0,0.5,0.0,[0.    0.168 1.   ],[0.    0.168 1.   ],3,3
154,3.0,-0.07200000000000001,0.449438202247191,-0.07200000000000001,[0.   0.32 1.  ],[0.    0.392 1.   ],4,3
155,3.0,-0.055999999999999994,0.4520547945205479,-0.055999999999999994,[0.    0.264 1.   ],[0.   0.32 1.  ],5,3
156,3.0,0.04000000000000001,0.5490196078431373,0.04000000000000001,[0.    0.224 1.   ],[0.    0.184 1.   ],6,3
157,3.0,0.0,0.5,0.0,[0.    0.224 1.   ],[0.    0.224 1.   ],7,3
158,3.0,-0.055999999999999994,0.4520547945205479,-0.055999999999999994,[0.    0.264 1.   ],[0.   0.32 1.  ],8,3
159,3.0,0.040000000000000036,0.5324675324675324,0.040000000000000036,[0.    0.328 1.   ],[0.    0.288 1.   ],9,3
160,3.5,0.0,0.5,0.0,[0.    0.296 1.   ],[0.    0.296 1.   ],0,3
161,3.5,0.10400000000000004,0.5764705882352941,0.10400000000000004,[0.    0.392 1.   ],[0.    0.288 1.   ],1,3
162,3.5,-0.015999999999999986,0.4807692307692308,-0.015999999999999986,[0.  0.2 1. ],[0.    0.216 1.   ],2,3
163,3.5,-0.10400000000000004,0.4235294117647059,-0.10400000000000004,[0.    0.288 1.   ],[0.    0.392 1.   ],3,3
164,3.5,0.02400000000000002,0.5230769230769231,0.02400000000000002,[0.    0.272 1.   ],[0.    0.248 1.   ],4,3
165,3.5,0.07199999999999998,0.5882352941176471,0.07199999999999998,[0.   0.24 1.  ],[0.    0.168 1.   ],5,3
166,3.5,-0.04800000000000004,0.46153846153846156,-0.04800000000000004,[0.    0.288 1.   ],[0.    0.336 1.   ],6,3
167,3.5,0.055999999999999994,0.5507246376811594,0.055999999999999994,[0.    0.304 1.   ],[0.    0.248 1.   ],7,3
168,3.5,-0.064,0.42857142857142855,-0.064,[0.    0.192 1.   ],[0.    0.256 1.   ],8,3
169,3.5,0.096,0.5909090909090909,0.096,[0.    0.312 1.   ],[0.    0.216 1.   ],9,3
170,5.0,0.03199999999999997,0.5294117647058824,0.03199999999999997,[0.    0.288 1.   ],[0.    0.256 1.   ],0,3
171,5.0,-0.03199999999999997,0.47297297297297297,-0.03199999999999997,[0.   0.28 1.  ],[0.    0.312 1.   ],1,3
172,5.0,0.016000000000000014,0.5151515151515151,0.016000000000000014,[0.    0.272 1.   ],[0.    0.256 1.   ],2,3
173,5.0,0.04799999999999999,0.5288461538461539,0.04799999999999999,[0.   0.44 1.  ],[0.    0.392 1.   ],3,3
174,5.0,0.17600000000000002,0.6410256410256411,0.17600000000000002,[0.  0.4 1. ],[0.    0.224 1.   ],4,3
175,5.0,0.023999999999999966,0.5172413793103449,0.023999999999999966,[0.   0.36 1.  ],[0.    0.336 1.   ],5,3
176,5.0,0.064,0.5370370370370371,0.064,[0.    0.464 1.   ],[0.  0.4 1. ],6,3
177,5.0,0.09599999999999997,0.581081081081081,0.09599999999999997,[0.    0.344 1.   ],[0.    0.248 1.   ],7,3
178,5.0,0.11199999999999999,0.5660377358490566,0.11199999999999999,[0.   0.48 1.  ],[0.    0.368 1.   ],8,3
179,5.0,0.03200000000000003,0.525,0.03200000000000003,[0.    0.336 1.   ],[0.    0.304 1.   ],9,3
180,7.0,0.184,0.6138613861386139,0.184,[0.    0.496 1.   ],[0.    0.312 1.   ],0,3
181,7.0,0.08800000000000002,0.5662650602409639,0.08800000000000002,[0.    0.376 1.   ],[0.    0.288 1.   ],1,3
182,7.0,0.22399999999999998,0.6428571428571429,0.22399999999999998,[0.    0.504 1.   ],[0.   0.28 1.  ],2,3
183,7.0,0.16799999999999998,0.6019417475728155,0.16799999999999998,[0.    0.496 1.   ],[0.    0.328 1.   ],3,3
184,7.0,0.128,0.5563380281690141,0.128,[0.    0.632 1.   ],[0.    0.504 1.   ],4,3
185,7.0,0.128,0.5727272727272728,0.128,[0.    0.504 1.   ],[0.    0.376 1.   ],5,3
186,7.0,0.128,0.5689655172413793,0.128,[0.    0.528 1.   ],[0.  0.4 1. ],6,3
187,7.0,0.176,0.6222222222222222,0.176,[0.    0.448 1.   ],[0.    0.272 1.   ],7,3
188,7.0,0.08800000000000002,0.5478260869565217,0.08800000000000002,[0.    0.504 1.   ],[0.    0.416 1.   ],8,3
189,7.0,0.08800000000000002,0.5567010309278351,0.08800000000000002,[0.    0.432 1.   ],[0.    0.344 1.   ],9,3
190,9.0,0.16000000000000003,0.5704225352112676,0.16000000000000003,[0.    0.648 1.   ],[0.    0.488 1.   ],0,3
191,9.0,0.16000000000000003,0.5684931506849316,0.16000000000000003,[0.    0.664 1.   ],[0.    0.504 1.   ],1,3
192,9.0,0.25599999999999995,0.6454545454545455,0.25599999999999995,[0.    0.568 1.   ],[0.    0.312 1.   ],2,3
193,9.0,0.21600000000000008,0.6194690265486725,0.21600000000000008,[0.   0.56 1.  ],[0.    0.344 1.   ],3,3
194,9.0,0.12,0.5663716814159292,0.12,[0.    0.512 1.   ],[0.    0.392 1.   ],4,3
195,9.0,0.16800000000000004,0.5897435897435898,0.16800000000000004,[0.    0.552 1.   ],[0.    0.384 1.   ],5,3
196,9.0,0.128,0.5727272727272728,0.128,[0.    0.504 1.   ],[0.    0.376 1.   ],6,3
197,9.0,0.11199999999999999,0.5636363636363636,0.11199999999999999,[0.    0.496 1.   ],[0.    0.384 1.   ],7,3
198,9.0,0.19200000000000006,0.5821917808219178,0.19200000000000006,[0.   0.68 1.  ],[0.    0.488 1.   ],8,3
199,9.0,0.136,0.5739130434782609,0.136,[0.    0.528 1.   ],[0.    0.392 1.   ],9,3
