,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
24,1.0,0.2,0.9032258064516129,[0.    0.224 1.   ],[0.    0.024 1.   ],4,2
25,1.0,0.055999999999999994,0.6206896551724138,[0.    0.144 1.   ],[0.    0.088 1.   ],5,2
26,1.0,0.072,0.8461538461538461,[0.    0.088 1.   ],[0.    0.016 1.   ],6,2
27,1.0,0.12,0.7419354838709677,[0.    0.184 1.   ],[0.    0.064 1.   ],7,2
28,1.0,0.096,1.0,[0.    0.096 1.   ],[0. 0. 1.],8,2
29,1.0,0.047999999999999994,0.6499999999999999,[0.    0.104 1.   ],[0.    0.056 1.   ],9,2
30,1.5,-0.00799999999999998,0.49019607843137253,[0.  0.2 1. ],[0.    0.208 1.   ],0,2
31,1.5,0.11199999999999999,0.7916666666666666,[0.    0.152 1.   ],[0.   0.04 1.  ],1,2
32,1.5,0.064,0.8333333333333334,[0.   0.08 1.  ],[0.    0.016 1.   ],2,2
33,1.5,0.024,0.5882352941176471,[0.   0.08 1.  ],[0.    0.056 1.   ],3,2
34,1.5,0.07999999999999999,0.75,[0.   0.12 1.  ],[0.   0.04 1.  ],4,2
35,1.5,0.07999999999999999,0.75,[0.   0.12 1.  ],[0.   0.04 1.  ],5,2
36,1.5,0.048,0.7142857142857143,[0.   0.08 1.  ],[0.    0.032 1.   ],6,2
37,1.5,0.064,0.75,[0.    0.096 1.   ],[0.    0.032 1.   ],7,2
38,1.5,0.023999999999999994,0.5789473684210527,[0.    0.088 1.   ],[0.    0.064 1.   ],8,2
39,1.5,0.104,0.7599999999999999,[0.    0.152 1.   ],[0.    0.048 1.   ],9,2
40,2.0,0.064,0.58,[0.    0.232 1.   ],[0.    0.168 1.   ],0,2
41,2.0,0.024000000000000007,0.5714285714285715,[0.    0.096 1.   ],[0.    0.072 1.   ],1,2
42,2.0,-0.024000000000000007,0.45161290322580644,[0.    0.112 1.   ],[0.    0.136 1.   ],2,2
43,2.0,-0.055999999999999994,0.45454545454545453,[0.   0.28 1.  ],[0.    0.336 1.   ],3,2
44,2.0,0.055999999999999994,0.5897435897435898,[0.    0.184 1.   ],[0.    0.128 1.   ],4,2
45,2.0,0.0,0.5,[0.    0.168 1.   ],[0.    0.168 1.   ],5,2
46,2.0,0.10400000000000001,0.8421052631578948,[0.    0.128 1.   ],[0.    0.024 1.   ],6,2
47,2.0,0.064,0.5909090909090909,[0.    0.208 1.   ],[0.    0.144 1.   ],7,2
48,2.0,0.07200000000000001,0.5616438356164383,[0.    0.328 1.   ],[0.    0.256 1.   ],8,2
49,2.0,-0.008000000000000007,0.4923076923076923,[0.    0.256 1.   ],[0.    0.264 1.   ],9,2
50,2.5,0.03200000000000003,0.5303030303030303,[0.   0.28 1.  ],[0.    0.248 1.   ],0,2
51,2.5,0.055999999999999994,0.5777777777777777,[0.    0.208 1.   ],[0.    0.152 1.   ],1,2
52,2.5,-0.023999999999999994,0.45945945945945943,[0.    0.136 1.   ],[0.   0.16 1.  ],2,2
53,2.5,0.023999999999999994,0.5454545454545454,[0.    0.144 1.   ],[0.   0.12 1.  ],3,2
54,2.5,0.048,0.6363636363636365,[0.    0.112 1.   ],[0.    0.064 1.   ],4,2
55,2.5,0.08000000000000002,0.65625,[0.    0.168 1.   ],[0.    0.088 1.   ],5,2
56,2.5,0.048,0.5882352941176471,[0.   0.16 1.  ],[0.    0.112 1.   ],6,2
57,2.5,-0.01599999999999996,0.4861111111111111,[0.   0.28 1.  ],[0.    0.296 1.   ],7,2
58,2.5,0.096,0.62,[0.    0.248 1.   ],[0.    0.152 1.   ],8,2
59,2.5,0.032,0.5555555555555555,[0.   0.16 1.  ],[0.    0.128 1.   ],9,2
60,3.0,0.16799999999999998,0.6981132075471698,[0.    0.296 1.   ],[0.    0.128 1.   ],0,2
61,3.0,0.032,0.55,[0.    0.176 1.   ],[0.    0.144 1.   ],1,2
62,3.0,0.05600000000000002,0.5573770491803279,[0.    0.272 1.   ],[0.    0.216 1.   ],2,2
63,3.0,0.008000000000000007,0.5087719298245614,[0.    0.232 1.   ],[0.    0.224 1.   ],3,2
64,3.0,0.055999999999999994,0.5507246376811593,[0.    0.304 1.   ],[0.    0.248 1.   ],4,2
65,3.0,-0.008000000000000007,0.48648648648648646,[0.    0.144 1.   ],[0.    0.152 1.   ],5,2
66,3.0,0.04799999999999999,0.5535714285714286,[0.    0.248 1.   ],[0.  0.2 1. ],6,2
67,3.0,0.008000000000000007,0.5102040816326531,[0.  0.2 1. ],[0.    0.192 1.   ],7,2
68,3.0,0.0,0.5,[0.    0.224 1.   ],[0.    0.224 1.   ],8,2
69,3.0,0.064,0.6818181818181819,[0.   0.12 1.  ],[0.    0.056 1.   ],9,2
70,3.5,-0.023999999999999994,0.4716981132075471,[0.  0.2 1. ],[0.    0.224 1.   ],0,2
71,3.5,0.064,0.58,[0.    0.232 1.   ],[0.    0.168 1.   ],1,2
72,3.5,-0.008000000000000007,0.4897959183673469,[0.    0.192 1.   ],[0.  0.2 1. ],2,2
73,3.5,-0.08000000000000002,0.3958333333333333,[0.    0.152 1.   ],[0.    0.232 1.   ],3,2
74,3.5,-0.023999999999999994,0.47058823529411764,[0.    0.192 1.   ],[0.    0.216 1.   ],4,2
75,3.5,-0.064,0.4411764705882352,[0.   0.24 1.  ],[0.    0.304 1.   ],5,2
76,3.5,-0.064,0.42,[0.    0.168 1.   ],[0.    0.232 1.   ],6,2
77,3.5,0.05600000000000002,0.5813953488372093,[0.  0.2 1. ],[0.    0.144 1.   ],7,2
78,3.5,-0.088,0.3658536585365854,[0.   0.12 1.  ],[0.    0.208 1.   ],8,2
79,3.5,0.040000000000000036,0.5274725274725275,[0.    0.384 1.   ],[0.    0.344 1.   ],9,2
80,5.0,0.09599999999999997,0.5769230769230769,[0.   0.36 1.  ],[0.    0.264 1.   ],0,2
81,5.0,0.14399999999999996,0.588235294117647,[0.   0.48 1.  ],[0.    0.336 1.   ],1,2
82,5.0,0.0,0.5,[0.   0.28 1.  ],[0.   0.28 1.  ],2,2
83,5.0,0.08800000000000002,0.5932203389830508,[0.   0.28 1.  ],[0.    0.192 1.   ],3,2
84,5.0,0.10400000000000001,0.5915492957746479,[0.    0.336 1.   ],[0.    0.232 1.   ],4,2
85,5.0,0.055999999999999994,0.5522388059701492,[0.    0.296 1.   ],[0.   0.24 1.  ],5,2
86,5.0,0.064,0.58,[0.    0.232 1.   ],[0.    0.168 1.   ],6,2
87,5.0,-0.008000000000000007,0.49122807017543857,[0.    0.224 1.   ],[0.    0.232 1.   ],7,2
88,5.0,0.10400000000000001,0.5970149253731343,[0.   0.32 1.  ],[0.    0.216 1.   ],8,2
89,5.0,0.11200000000000002,0.6590909090909092,[0.    0.232 1.   ],[0.   0.12 1.  ],9,2
90,7.0,0.04799999999999999,0.5428571428571428,[0.    0.304 1.   ],[0.    0.256 1.   ],0,2
91,7.0,0.03999999999999998,0.5301204819277109,[0.    0.352 1.   ],[0.    0.312 1.   ],1,2
92,7.0,0.03199999999999997,0.520408163265306,[0.    0.408 1.   ],[0.    0.376 1.   ],2,2
93,7.0,-0.008000000000000007,0.4942528735632184,[0.    0.344 1.   ],[0.    0.352 1.   ],3,2
94,7.0,0.055999999999999994,0.5393258426966292,[0.    0.384 1.   ],[0.    0.328 1.   ],4,2
95,7.0,0.07200000000000001,0.5463917525773195,[0.    0.424 1.   ],[0.    0.352 1.   ],5,2
96,7.0,0.03200000000000003,0.525,[0.    0.336 1.   ],[0.    0.304 1.   ],6,2
97,7.0,0.15199999999999997,0.5959595959595959,[0.    0.472 1.   ],[0.   0.32 1.  ],7,2
98,7.0,-0.11199999999999999,0.41463414634146345,[0.    0.272 1.   ],[0.    0.384 1.   ],8,2
99,7.0,0.12,0.5757575757575758,[0.    0.456 1.   ],[0.    0.336 1.   ],9,2
100,9.0,0.20800000000000002,0.6226415094339622,[0.    0.528 1.   ],[0.   0.32 1.  ],0,2
101,9.0,0.08799999999999997,0.5604395604395604,[0.    0.408 1.   ],[0.   0.32 1.  ],1,2
102,9.0,0.19199999999999998,0.646341463414634,[0.    0.424 1.   ],[0.    0.232 1.   ],2,2
103,9.0,0.20799999999999996,0.6120689655172413,[0.    0.568 1.   ],[0.   0.36 1.  ],3,2
104,9.0,0.16000000000000003,0.6063829787234043,[0.    0.456 1.   ],[0.    0.296 1.   ],4,2
105,9.0,0.2,0.6373626373626374,[0.    0.464 1.   ],[0.    0.264 1.   ],5,2
106,9.0,0.15200000000000002,0.5904761904761905,[0.    0.496 1.   ],[0.    0.344 1.   ],6,2
107,9.0,0.12800000000000006,0.5666666666666668,[0.    0.544 1.   ],[0.    0.416 1.   ],7,2
108,9.0,0.28,0.6966292134831461,[0.    0.496 1.   ],[0.    0.216 1.   ],8,2
109,9.0,0.11199999999999999,0.5636363636363636,[0.    0.496 1.   ],[0.    0.384 1.   ],9,2
110,0.5,0.104,1.0,[0.    0.104 1.   ],[0. 0. 1.],0,3
111,0.5,0.12,1.0,[0.   0.12 1.  ],[0. 0. 1.],1,3
112,0.5,0.032,1.0,[0.    0.032 1.   ],[0. 0. 1.],2,3
113,0.5,0.024,1.0,[0.    0.024 1.   ],[0. 0. 1.],3,3
114,0.5,0.04,1.0,[0.   0.04 1.  ],[0. 0. 1.],4,3
115,0.5,0.168,1.0,[0.    0.168 1.   ],[0. 0. 1.],5,3
116,0.5,0.024,0.8,[0.    0.032 1.   ],[0.    0.008 1.   ],6,3
117,0.5,0.04,1.0,[0.   0.04 1.  ],[0. 0. 1.],7,3
118,0.5,0.0,0.5,[0. 1.],[0. 1.],8,3
119,0.5,0.064,1.0,[0.    0.064 1.   ],[0. 0. 1.],9,3
120,0.7,0.024,1.0,[0.    0.024 1.   ],[0. 0. 1.],0,3
121,0.7,0.024,1.0,[0.    0.024 1.   ],[0. 0. 1.],1,3
122,0.7,0.08,1.0,[0.   0.08 1.  ],[0. 0. 1.],2,3
123,0.7,0.032,1.0,[0.    0.032 1.   ],[0. 0. 1.],3,3
124,0.7,0.04,1.0,[0.   0.04 1.  ],[0. 0. 1.],4,3
125,0.7,0.008,1.0,[0.    0.008 1.   ],[0. 0. 1.],5,3
126,0.7,0.064,1.0,[0.    0.064 1.   ],[0. 0. 1.],6,3
127,0.7,0.056,1.0,[0.    0.056 1.   ],[0. 0. 1.],7,3
128,0.7,0.016,1.0,[0.    0.016 1.   ],[0. 0. 1.],8,3
129,0.7,0.008,1.0,[0.    0.008 1.   ],[0. 0. 1.],9,3
130,1.0,0.031999999999999994,0.6428571428571429,[0.    0.072 1.   ],[0.   0.04 1.  ],0,3
131,1.0,0.008000000000000007,0.5151515151515151,[0.    0.136 1.   ],[0.    0.128 1.   ],1,3
132,1.0,0.032,0.6,[0.    0.096 1.   ],[0.    0.064 1.   ],2,3
133,1.0,0.048,0.8,[0.    0.064 1.   ],[0.    0.016 1.   ],3,3
134,1.0,0.016,0.75,[0.    0.024 1.   ],[0.    0.008 1.   ],4,3
135,1.0,0.048,1.0,[0.    0.048 1.   ],[0. 0. 1.],5,3
136,1.0,0.064,1.0,[0.    0.064 1.   ],[0. 0. 1.],6,3
137,1.0,-0.064,0.42592592592592593,[0.    0.184 1.   ],[0.    0.248 1.   ],7,3
138,1.0,0.008,1.0,[0.    0.008 1.   ],[0. 0. 1.],8,3
139,1.0,0.144,1.0,[0.    0.144 1.   ],[0. 0. 1.],9,3
140,1.5,0.0,0.5,[0.   0.16 1.  ],[0.   0.16 1.  ],0,3
141,1.5,-0.096,0.22727272727272727,[0.   0.04 1.  ],[0.    0.136 1.   ],1,3
142,1.5,0.096,1.0,[0.    0.096 1.   ],[0. 0. 1.],2,3
143,1.5,0.07999999999999999,0.6923076923076923,[0.    0.144 1.   ],[0.    0.064 1.   ],3,3
144,1.5,0.032,1.0,[0.    0.032 1.   ],[0. 0. 1.],4,3
145,1.5,-0.040000000000000036,0.4615384615384615,[0.   0.24 1.  ],[0.   0.28 1.  ],5,3
146,1.5,0.12,0.8571428571428572,[0.    0.144 1.   ],[0.    0.024 1.   ],6,3
147,1.5,-0.024000000000000007,0.45161290322580644,[0.    0.112 1.   ],[0.    0.136 1.   ],7,3
148,1.5,0.192,0.8529411764705882,[0.    0.232 1.   ],[0.   0.04 1.  ],8,3
149,1.5,0.016,1.0,[0.    0.016 1.   ],[0. 0. 1.],9,3
150,2.0,-0.016000000000000014,0.46875,[0.   0.12 1.  ],[0.    0.136 1.   ],0,3
151,2.0,0.0,0.5,[0.    0.072 1.   ],[0.    0.072 1.   ],1,3
152,2.0,-0.04,0.33333333333333337,[0.   0.04 1.  ],[0.   0.08 1.  ],2,3
153,2.0,-0.048,0.40625,[0.    0.104 1.   ],[0.    0.152 1.   ],3,3
154,2.0,0.016,0.6,[0.    0.048 1.   ],[0.    0.032 1.   ],4,3
155,2.0,0.0,0.5,[0.   0.16 1.  ],[0.   0.16 1.  ],5,3
156,2.0,0.12000000000000001,0.7272727272727273,[0.    0.192 1.   ],[0.    0.072 1.   ],6,3
157,2.0,0.112,1.0,[0.    0.112 1.   ],[0. 0. 1.],7,3
158,2.0,0.04799999999999999,0.5535714285714286,[0.    0.248 1.   ],[0.  0.2 1. ],8,3
159,2.0,0.047999999999999994,0.7499999999999999,[0.    0.072 1.   ],[0.    0.024 1.   ],9,3
160,2.5,0.032,0.7,[0.    0.056 1.   ],[0.    0.024 1.   ],0,3
161,2.5,0.031999999999999994,0.6111111111111112,[0.    0.088 1.   ],[0.    0.056 1.   ],1,3
162,2.5,0.032,0.6,[0.    0.096 1.   ],[0.    0.064 1.   ],2,3
163,2.5,0.023999999999999994,0.5254237288135594,[0.    0.248 1.   ],[0.    0.224 1.   ],3,3
164,2.5,0.02400000000000002,0.5185185185185185,[0.    0.336 1.   ],[0.    0.312 1.   ],4,3
165,2.5,0.032,0.576923076923077,[0.   0.12 1.  ],[0.    0.088 1.   ],5,3
166,2.5,0.008,0.5454545454545455,[0.    0.048 1.   ],[0.   0.04 1.  ],6,3
167,2.5,0.13599999999999998,0.8148148148148148,[0.    0.176 1.   ],[0.   0.04 1.  ],7,3
168,2.5,-0.08800000000000002,0.39999999999999997,[0.    0.176 1.   ],[0.    0.264 1.   ],8,3
169,2.5,-0.12,0.3404255319148936,[0.    0.128 1.   ],[0.    0.248 1.   ],9,3
170,3.0,-0.128,0.3,[0.    0.096 1.   ],[0.    0.224 1.   ],0,3
171,3.0,0.11200000000000002,0.8500000000000001,[0.    0.136 1.   ],[0.    0.024 1.   ],1,3
172,3.0,-0.15200000000000002,0.3061224489795918,[0.   0.12 1.  ],[0.    0.272 1.   ],2,3
173,3.0,-0.016000000000000014,0.484375,[0.    0.248 1.   ],[0.    0.264 1.   ],3,3
174,3.0,0.256,1.0,[0.    0.256 1.   ],[0. 0. 1.],4,3
175,3.0,0.00799999999999998,0.5116279069767442,[0.    0.176 1.   ],[0.    0.168 1.   ],5,3
176,3.0,-0.248,0.2280701754385965,[0.    0.104 1.   ],[0.    0.352 1.   ],6,3
177,3.0,0.023999999999999994,0.5454545454545454,[0.    0.144 1.   ],[0.   0.12 1.  ],7,3
178,3.0,0.015999999999999986,0.5294117647058822,[0.    0.144 1.   ],[0.    0.128 1.   ],8,3
179,3.0,0.08,0.7272727272727273,[0.    0.128 1.   ],[0.    0.048 1.   ],9,3
180,3.5,0.088,0.627906976744186,[0.    0.216 1.   ],[0.    0.128 1.   ],0,3
181,3.5,-0.20800000000000002,0.3522727272727273,[0.    0.248 1.   ],[0.    0.456 1.   ],1,3
182,3.5,-0.264,0.3058823529411765,[0.    0.208 1.   ],[0.    0.472 1.   ],2,3
183,3.5,0.023999999999999994,0.5454545454545454,[0.    0.144 1.   ],[0.   0.12 1.  ],3,3
184,3.5,0.104,1.0,[0.    0.104 1.   ],[0. 0. 1.],4,3
185,3.5,0.08,0.8571428571428571,[0.    0.096 1.   ],[0.    0.016 1.   ],5,3
186,3.5,0.03199999999999997,0.524390243902439,[0.    0.344 1.   ],[0.    0.312 1.   ],6,3
187,3.5,-0.096,0.36363636363636365,[0.    0.128 1.   ],[0.    0.224 1.   ],7,3
188,3.5,0.015999999999999986,0.5227272727272727,[0.    0.184 1.   ],[0.    0.168 1.   ],8,3
189,3.5,-0.09599999999999997,0.4347826086956522,[0.   0.32 1.  ],[0.    0.416 1.   ],9,3
190,5.0,-0.008000000000000007,0.4948453608247423,[0.    0.384 1.   ],[0.    0.392 1.   ],0,3
191,5.0,0.04799999999999999,0.5357142857142857,[0.   0.36 1.  ],[0.    0.312 1.   ],1,3
192,5.0,-0.064,0.4591836734693877,[0.   0.36 1.  ],[0.    0.424 1.   ],2,3
193,5.0,-0.15999999999999998,0.3837209302325582,[0.    0.264 1.   ],[0.    0.424 1.   ],3,3
194,5.0,-0.04799999999999999,0.45588235294117646,[0.    0.248 1.   ],[0.    0.296 1.   ],4,3
195,5.0,0.216,0.7647058823529411,[0.    0.312 1.   ],[0.    0.096 1.   ],5,3
196,5.0,-0.16799999999999998,0.37647058823529417,[0.    0.256 1.   ],[0.    0.424 1.   ],6,3
197,5.0,-0.22399999999999998,0.34444444444444444,[0.    0.248 1.   ],[0.    0.472 1.   ],7,3
198,5.0,0.208,0.9642857142857143,[0.    0.216 1.   ],[0.    0.008 1.   ],8,3
199,5.0,0.08000000000000002,0.5609756097560976,[0.    0.368 1.   ],[0.    0.288 1.   ],9,3
200,7.0,0.09600000000000003,0.5714285714285715,[0.    0.384 1.   ],[0.    0.288 1.   ],0,3
201,7.0,0.128,0.7222222222222222,[0.    0.208 1.   ],[0.   0.08 1.  ],1,3
202,7.0,-0.19199999999999995,0.39830508474576276,[0.    0.376 1.   ],[0.    0.568 1.   ],2,3
203,7.0,0.03999999999999998,0.5294117647058824,[0.   0.36 1.  ],[0.   0.32 1.  ],3,3
204,7.0,-0.03199999999999997,0.48,[0.    0.384 1.   ],[0.    0.416 1.   ],4,3
205,7.0,-0.023999999999999994,0.4444444444444445,[0.    0.096 1.   ],[0.   0.12 1.  ],5,3
206,7.0,-0.03200000000000003,0.48360655737704916,[0.    0.472 1.   ],[0.    0.504 1.   ],6,3
207,7.0,0.0,0.5,[0.    0.392 1.   ],[0.    0.392 1.   ],7,3
208,7.0,-0.07200000000000001,0.45714285714285713,[0.    0.384 1.   ],[0.    0.456 1.   ],8,3
209,7.0,0.08799999999999997,0.539568345323741,[0.  0.6 1. ],[0.    0.512 1.   ],9,3
210,9.0,0.08000000000000002,0.5423728813559322,[0.    0.512 1.   ],[0.    0.432 1.   ],0,3
211,9.0,0.03200000000000003,0.5178571428571429,[0.    0.464 1.   ],[0.    0.432 1.   ],1,3
212,9.0,-0.04799999999999999,0.47500000000000003,[0.    0.456 1.   ],[0.    0.504 1.   ],2,3
213,9.0,-0.02400000000000002,0.4883720930232558,[0.    0.504 1.   ],[0.    0.528 1.   ],3,3
214,9.0,-0.08800000000000002,0.45217391304347826,[0.    0.416 1.   ],[0.    0.504 1.   ],4,3
215,9.0,0.008000000000000007,0.5041322314049587,[0.    0.488 1.   ],[0.   0.48 1.  ],5,3
216,9.0,-0.04799999999999999,0.4741379310344828,[0.   0.44 1.  ],[0.    0.488 1.   ],6,3
217,9.0,0.008000000000000007,0.5047619047619047,[0.    0.424 1.   ],[0.    0.416 1.   ],7,3
218,9.0,-0.03999999999999998,0.4789915966386555,[0.    0.456 1.   ],[0.    0.496 1.   ],8,3
219,9.0,0.12800000000000006,0.5677966101694916,[0.    0.536 1.   ],[0.    0.408 1.   ],9,3
