,epsilon,distance,algorithm,dataset,dimension
47,1.5,3.927375678016343,density-kd-Laplace,heart-dataset,6
48,2.0,3.0135817526376902,density-kd-Laplace,heart-dataset,6
49,2.5,2.4204161888075113,density-kd-Laplace,heart-dataset,6
50,3.0,1.9838142971774442,density-kd-Laplace,heart-dataset,6
51,3.5,1.7012264324843769,density-kd-Laplace,heart-dataset,6
52,5.0,1.2167457612889572,density-kd-Laplace,heart-dataset,6
53,7.0,0.8621339607791082,density-kd-Laplace,heart-dataset,6
54,9.0,0.6672516647422115,density-kd-Laplace,heart-dataset,6
55,0.5,13.974404185645863,density-kd-Laplace,heart-dataset,7
56,0.7,10.074020232258315,density-kd-Laplace,heart-dataset,7
57,1.0,7.023673066439222,density-kd-Laplace,heart-dataset,7
58,1.5,4.745330067184614,density-kd-Laplace,heart-dataset,7
59,2.0,3.4971500737937253,density-kd-Laplace,heart-dataset,7
60,2.5,2.75265784035265,density-kd-Laplace,heart-dataset,7
61,3.0,2.326257258121566,density-kd-Laplace,heart-dataset,7
62,3.5,2.0106312545015235,density-kd-Laplace,heart-dataset,7
63,5.0,1.4080321476669462,density-kd-Laplace,heart-dataset,7
64,7.0,0.9995471144740705,density-kd-Laplace,heart-dataset,7
65,9.0,0.7577257844679527,density-kd-Laplace,heart-dataset,7
66,0.5,15.98217967690069,density-kd-Laplace,heart-dataset,8
67,0.7,11.458111690860871,density-kd-Laplace,heart-dataset,8
68,1.0,8.000822133239135,density-kd-Laplace,heart-dataset,8
69,1.5,5.402929699273333,density-kd-Laplace,heart-dataset,8
70,2.0,3.951255149586071,density-kd-Laplace,heart-dataset,8
71,2.5,3.237159193724968,density-kd-Laplace,heart-dataset,8
72,3.0,2.686223683020699,density-kd-Laplace,heart-dataset,8
73,3.5,2.3069677767474426,density-kd-Laplace,heart-dataset,8
74,5.0,1.6092434379134528,density-kd-Laplace,heart-dataset,8
75,7.0,1.1441733359482424,density-kd-Laplace,heart-dataset,8
76,9.0,0.8838223842646022,density-kd-Laplace,heart-dataset,8
77,0.5,17.971234577841013,density-kd-Laplace,heart-dataset,9
78,0.7,12.762670743448354,density-kd-Laplace,heart-dataset,9
79,1.0,9.111439124909234,density-kd-Laplace,heart-dataset,9
80,1.5,5.938355557588887,density-kd-Laplace,heart-dataset,9
81,2.0,4.506596892359369,density-kd-Laplace,heart-dataset,9
82,2.5,3.5686557764136255,density-kd-Laplace,heart-dataset,9
83,3.0,3.0073397866831306,density-kd-Laplace,heart-dataset,9
84,3.5,2.58876845694844,density-kd-Laplace,heart-dataset,9
85,5.0,1.8101012674236163,density-kd-Laplace,heart-dataset,9
86,7.0,1.2897308864374184,density-kd-Laplace,heart-dataset,9
87,9.0,1.0040508242410282,density-kd-Laplace,heart-dataset,9
