,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
81,5.0,0.14556674705632,0.5561624941161016,[0.         0.72075472 1.        ],[0.         0.57518797 1.        ],1,2
82,5.0,0.14573698396935741,0.5525618329359516,[0.         0.76603774 1.        ],[0.         0.62030075 1.        ],2,2
83,5.0,0.0781387430841255,0.526191653669114,[0.         0.78490566 1.        ],[0.         0.70676692 1.        ],3,2
84,5.0,0.16050503617534395,0.5653429436089357,[0.         0.69433962 1.        ],[0.         0.53383459 1.        ],4,2
85,5.0,0.175187969924812,0.5854732208363903,[0.  0.6 1. ],[0.         0.42481203 1.        ],5,2
86,5.0,0.10768903390551843,0.5455199625814033,[0.         0.64528302 1.        ],[0.         0.53759398 1.        ],6,2
87,5.0,0.07012342176195197,0.5283777111822994,[0.         0.65283019 1.        ],[0.         0.58270677 1.        ],7,2
88,5.0,0.055624911334941185,0.5180973128652002,[0.         0.79622642 1.        ],[0.        0.7406015 1.       ],8,2
89,5.0,0.2019860973187686,0.5804970713946493,[0.         0.72830189 1.        ],[0.         0.52631579 1.        ],9,2
90,7.0,0.07759965952617387,0.5321878309991761,[0.         0.64150943 1.        ],[0.         0.56390977 1.        ],0,2
91,7.0,0.1723648744502767,0.5564853556485355,[0.        0.8490566 1.       ],[0.         0.67669173 1.        ],1,2
92,7.0,0.03609022556390973,0.5155038759689923,[0.  0.6 1. ],[0.         0.56390977 1.        ],2,2
93,7.0,0.09283586324301318,0.5358206340865301,[0.         0.69433962 1.        ],[0.         0.60150376 1.        ],3,2
94,7.0,0.10438360051071083,0.5365567678213001,[0.         0.76603774 1.        ],[0.         0.66165414 1.        ],4,2
95,7.0,0.15271669740388705,0.5698889826657145,[0.         0.62264151 1.        ],[0.         0.46992481 1.        ],5,2
96,7.0,0.19872322315222024,0.5652822310043994,[0.         0.86037736 1.        ],[0.         0.66165414 1.        ],6,2
97,7.0,0.03643069938998433,0.5135460184833524,[0.         0.69056604 1.        ],[0.         0.65413534 1.        ],7,2
98,7.0,0.01356220740530567,0.5056437139888542,[0.         0.60754717 1.        ],[0.         0.59398496 1.        ],8,2
99,7.0,-0.05771031351964817,0.4787176160381702,[0.        0.6490566 1.       ],[0.         0.70676692 1.        ],9,2
100,9.0,0.09689317633706918,0.5334050670057713,[0.         0.77358491 1.        ],[0.         0.67669173 1.        ],0,2
101,9.0,0.11553411831465454,0.5428343011024153,[0.         0.73207547 1.        ],[0.         0.61654135 1.        ],1,2
102,9.0,0.1570151794580792,0.5570939253879168,[0.         0.76603774 1.        ],[0.         0.60902256 1.        ],2,2
103,9.0,-0.08028089090651158,0.4707185064834266,[0.         0.64528302 1.        ],[0.         0.72556391 1.        ],3,2
104,9.0,0.0740814299900695,0.5276993910589634,[0.         0.70566038 1.        ],[0.         0.63157895 1.        ],4,2
105,9.0,0.17928784224712724,0.5745886352369036,[0.         0.69056604 1.        ],[0.        0.5112782 1.       ],5,2
106,9.0,0.04770889487870611,0.5178896300788356,[0.         0.69056604 1.        ],[0.         0.64285714 1.        ],6,2
107,9.0,0.15294367995460345,0.5630386733870496,[0.         0.68301887 1.        ],[0.         0.53007519 1.        ],7,2
108,9.0,0.021293800539083474,0.508146009486492,[0.         0.66415094 1.        ],[0.         0.64285714 1.        ],8,2
109,9.0,-0.05383742374804945,0.48094018381799003,[0.         0.67924528 1.        ],[0.         0.73308271 1.        ],9,2
110,0.5,0.2993899843949496,0.6533631765595024,[0.         0.63773585 1.        ],[0.         0.33834586 1.        ],0,3
111,0.5,0.16368279188537382,0.589389197062196,[0.         0.53962264 1.        ],[0.         0.37593985 1.        ],1,3
112,0.5,0.09609873740956165,0.5467211079537617,[0.         0.56226415 1.        ],[0.         0.46616541 1.        ],2,3
113,0.5,0.10343311107958575,0.5560320314781513,[0.         0.51320755 1.        ],[0.         0.40977444 1.        ],3,3
114,0.5,0.16400907930202863,0.5753149796093862,[0.         0.62641509 1.        ],[0.         0.46240602 1.        ],4,3
115,0.5,0.06581075329834019,0.534801722456451,[0.         0.50566038 1.        ],[0.         0.43984962 1.        ],5,3
116,0.5,0.1977443609022556,0.5986496624156038,[0.  0.6 1. ],[0.         0.40225564 1.        ],6,3
117,0.5,0.3594410554688608,0.7082025407990533,[0.         0.61132075 1.        ],[0.        0.2518797 1.       ],7,3
118,0.5,0.22032912469853877,0.6107442848789949,[0.         0.60754717 1.        ],[0.         0.38721805 1.        ],8,3
119,0.5,0.12970634132501063,0.5741970038790515,[0.         0.50188679 1.        ],[0.         0.37218045 1.        ],9,3
120,0.7,0.21288125975315647,0.6023517856655662,[0.         0.62641509 1.        ],[0.         0.41353383 1.        ],0,3
121,0.7,0.2542204568023833,0.6282565130260521,[0.         0.62264151 1.        ],[0.         0.36842105 1.        ],1,3
122,0.7,0.22780536246276067,0.6180770022647726,[0.         0.59622642 1.        ],[0.         0.36842105 1.        ],2,3
123,0.7,0.25823521066817984,0.614986166032873,[0.         0.69056604 1.        ],[0.         0.43233083 1.        ],3,3
124,0.7,0.26198042275500066,0.6178388657044042,[0.         0.68679245 1.        ],[0.         0.42481203 1.        ],4,3
125,0.7,0.19392821676833594,0.5993603721471145,[0.         0.58490566 1.        ],[0.         0.39097744 1.        ],5,3
126,0.7,0.13725351113633139,0.5778421433743663,[0.         0.50943396 1.        ],[0.         0.37218045 1.        ],6,3
127,0.7,0.17179741807348559,0.570154095701541,[0.         0.69811321 1.        ],[0.         0.52631579 1.        ],7,3
128,0.7,0.18291956305858986,0.580917237743806,[0.         0.65660377 1.        ],[0.         0.47368421 1.        ],8,3
129,0.7,0.16771173216059015,0.5794895242193593,[0.         0.61132075 1.        ],[0.         0.44360902 1.        ],9,3
130,1.0,0.1265569584338203,0.552655499285807,[0.         0.66415094 1.        ],[0.         0.53759398 1.        ],0,3
131,1.0,0.1302454248829621,0.5561247570026042,[0.         0.64528302 1.        ],[0.         0.51503759 1.        ],1,3
132,1.0,0.22062703929635408,0.5956787085343046,[0.         0.68679245 1.        ],[0.         0.46616541 1.        ],2,3
133,1.0,0.26938572847212366,0.6290381766536648,[0.         0.65660377 1.        ],[0.         0.38721805 1.        ],3,3
134,1.0,0.27686196623634557,0.6365595611285266,[0.         0.64528302 1.        ],[0.         0.36842105 1.        ],4,3
135,1.0,0.12610299333238756,0.5656315066672574,[0.         0.54339623 1.        ],[0.         0.41729323 1.        ],5,3
136,1.0,0.09951766207972762,0.5589644448180213,[0.         0.47169811 1.        ],[0.         0.37218045 1.        ],6,3
137,1.0,0.30329124698538795,0.6447480670015843,[0.        0.6754717 1.       ],[0.         0.37218045 1.        ],7,3
138,1.0,0.18646616541353384,0.5919881305637982,[0.  0.6 1. ],[0.         0.41353383 1.        ],8,3
139,1.0,0.10790183004681508,0.5416329122238521,[0.         0.70188679 1.        ],[0.         0.59398496 1.        ],9,3
140,1.5,0.21242729465172366,0.6329509535817026,[0.         0.50566038 1.        ],[0.         0.29323308 1.        ],0,3
141,1.5,0.31805929919137466,0.6787878787878788,[0.         0.60377358 1.        ],[0.         0.28571429 1.        ],1,3
142,1.5,0.17137182579089233,0.585819835180449,[0.         0.58490566 1.        ],[0.         0.41353383 1.        ],2,3
143,1.5,0.27317349978720384,0.6294503603312896,[0.         0.66415094 1.        ],[0.         0.39097744 1.        ],3,3
144,1.5,0.2093346573982125,0.5904876373626373,[0.         0.68301887 1.        ],[0.         0.47368421 1.        ],4,3
145,1.5,0.15624911334941127,0.5806839159609694,[0.         0.56226415 1.        ],[0.         0.40601504 1.        ],5,3
146,1.5,0.08440913604766637,0.5513905683192262,[0.         0.45283019 1.        ],[0.         0.36842105 1.        ],6,3
147,1.5,0.12606043410412826,0.5671899101714908,[0.         0.53207547 1.        ],[0.         0.40601504 1.        ],7,3
148,1.5,0.32228684919846784,0.6420620825933615,[0.         0.72830189 1.        ],[0.         0.40601504 1.        ],8,3
149,1.5,0.23925379486451975,0.6146109412164458,[0.         0.64150943 1.        ],[0.         0.40225564 1.        ],9,3
150,2.0,0.19404170804369414,0.5936361893808701,[0.         0.61509434 1.        ],[0.         0.42105263 1.        ],0,3
151,2.0,0.058873599092069795,0.5233277121978639,[0.         0.66037736 1.        ],[0.         0.60150376 1.        ],1,3
152,2.0,0.12594694282877006,0.5717379359384596,[0.         0.50188679 1.        ],[0.         0.37593985 1.        ],2,3
153,2.0,0.1111505178039438,0.5544361842562356,[0.         0.56603774 1.        ],[0.         0.45488722 1.        ],3,3
154,2.0,0.2844658816853454,0.6352817357512953,[0.         0.66792453 1.        ],[0.         0.38345865 1.        ],4,3
155,2.0,0.18229536104411975,0.6141005150062157,[0.         0.49056604 1.        ],[0.         0.30827068 1.        ],5,3
156,2.0,0.11515108526032058,0.5502743815575953,[0.         0.63018868 1.        ],[0.         0.51503759 1.        ],6,3
157,2.0,0.2390126259043836,0.6305075292805354,[0.         0.57735849 1.        ],[0.         0.33834586 1.        ],7,3
158,2.0,0.22052773443041562,0.6002191992779318,[0.         0.66037736 1.        ],[0.         0.43984962 1.        ],8,3
159,2.0,0.1530429848205419,0.5604518760927063,[0.         0.70943396 1.        ],[0.         0.55639098 1.        ],9,3
160,2.5,0.14136756986806637,0.5662963209367308,[0.         0.60377358 1.        ],[0.         0.46240602 1.        ],0,3
161,2.5,0.20566037735849052,0.5852895148669796,[0.         0.70566038 1.        ],[0.  0.5 1. ],1,3
162,2.5,0.14549581500922115,0.5578154595472175,[0.         0.70188679 1.        ],[0.         0.55639098 1.        ],2,3
163,2.5,0.06233508299049506,0.5283359558387288,[0.         0.58113208 1.        ],[0.         0.51879699 1.        ],3,3
164,2.5,0.12245708611150519,0.5597519105105769,[0.         0.57358491 1.        ],[0.         0.45112782 1.        ],4,3
165,2.5,0.280252518087672,0.6721268624204932,[0.         0.54716981 1.        ],[0.         0.26691729 1.        ],5,3
166,2.5,0.3410412824514115,0.6560228452751817,[0.         0.71698113 1.        ],[0.         0.37593985 1.        ],6,3
167,2.5,0.051113633139452386,0.5223919555516886,[0.         0.59622642 1.        ],[0.         0.54511278 1.        ],7,3
168,2.5,0.3521066817988367,0.6817516110134739,[0.         0.66037736 1.        ],[0.         0.30827068 1.        ],8,3
169,2.5,0.13807632288267835,0.5523600486319572,[0.         0.72830189 1.        ],[0.         0.59022556 1.        ],9,3
170,3.0,0.17896155483047238,0.5869940004137646,[0.         0.60377358 1.        ],[0.         0.42481203 1.        ],0,3
171,3.0,0.2166264718399773,0.6052958212660323,[0.         0.62264151 1.        ],[0.         0.40601504 1.        ],1,3
172,3.0,0.17925946942828763,0.5755235727264033,[0.         0.68301887 1.        ],[0.        0.5037594 1.       ],2,3
173,3.0,0.21325010639807063,0.586279731839471,[0.        0.7245283 1.       ],[0.        0.5112782 1.       ],3,3
174,3.0,0.2168392679812739,0.5949673811742777,[0.         0.67924528 1.        ],[0.         0.46240602 1.        ],4,3
175,3.0,0.14881543481344872,0.5728775878838405,[0.         0.58490566 1.        ],[0.         0.43609023 1.        ],5,3
176,3.0,0.22404596396652005,0.6156775998710867,[0.         0.59622642 1.        ],[0.         0.37218045 1.        ],6,3
177,3.0,0.21665484465881685,0.6037894851302126,[0.         0.63018868 1.        ],[0.         0.41353383 1.        ],7,3
178,3.0,0.19455241878280616,0.5744080560800399,[0.        0.7509434 1.       ],[0.         0.55639098 1.        ],8,3
179,3.0,0.19797134345297202,0.5881609703708383,[0.         0.66037736 1.        ],[0.         0.46240602 1.        ],9,3
180,3.5,0.11893885657540071,0.5514204406064471,[0.         0.63773585 1.        ],[0.         0.51879699 1.        ],0,3
181,3.5,0.15654702794722652,0.5694855487689692,[0.         0.64150943 1.        ],[0.         0.48496241 1.        ],1,3
182,3.5,0.19002695417789756,0.6050670640834576,[0.         0.54716981 1.        ],[0.         0.35714286 1.        ],2,3
183,3.5,0.16806639239608445,0.5675913141709551,[0.         0.70566038 1.        ],[0.         0.53759398 1.        ],3,3
184,3.5,0.145126968364307,0.568300173587929,[0.         0.60377358 1.        ],[0.         0.45864662 1.        ],4,3
185,3.5,0.26976876152645773,0.6081486873834114,[0.         0.75849057 1.        ],[0.        0.4887218 1.       ],5,3
186,3.5,0.20222726627890486,0.5731288154722208,[0.         0.79245283 1.        ],[0.         0.59022556 1.        ],6,3
187,3.5,0.16061852745070215,0.5623307128228843,[0.        0.7245283 1.       ],[0.         0.56390977 1.        ],7,3
188,3.5,0.20560363172081142,0.5874515766988885,[0.         0.69056604 1.        ],[0.         0.48496241 1.        ],8,3
189,3.5,0.06244857426585326,0.5269130126433689,[0.         0.61132075 1.        ],[0.         0.54887218 1.        ],9,3
190,5.0,0.2470421336359767,0.6047345249837611,[0.         0.71320755 1.        ],[0.         0.46616541 1.        ],0,3
191,5.0,0.12648602638672146,0.5543287510968119,[0.         0.64528302 1.        ],[0.         0.51879699 1.        ],1,3
192,5.0,0.13399063696978286,0.5583060682758194,[0.         0.64150943 1.        ],[0.        0.5075188 1.       ],2,3
193,5.0,0.12242871329266564,0.5606294787129408,[0.         0.56603774 1.        ],[0.         0.44360902 1.        ],3,3
194,5.0,0.0890055326996737,0.5352654180812555,[0.        0.6754717 1.       ],[0.         0.58646617 1.        ],4,3
195,5.0,0.26921549155908636,0.6411832100822831,[0.         0.61132075 1.        ],[0.         0.34210526 1.        ],5,3
196,5.0,0.18640941977585473,0.5947778418926717,[0.         0.58490566 1.        ],[0.         0.39849624 1.        ],6,3
197,5.0,0.3029365867498936,0.6762637435203223,[0.         0.58113208 1.        ],[0.         0.27819549 1.        ],7,3
198,5.0,0.17900411405873173,0.5851439984884882,[0.         0.61509434 1.        ],[0.         0.43609023 1.        ],8,3
199,5.0,0.10034047382607458,0.5391712725540799,[0.         0.69056604 1.        ],[0.         0.59022556 1.        ],9,3
200,7.0,0.20944814867357064,0.5860533432807983,[0.         0.71320755 1.        ],[0.        0.5037594 1.       ],0,3
201,7.0,0.3109519080720669,0.6393824161568886,[0.         0.71320755 1.        ],[0.         0.40225564 1.        ],1,3
202,7.0,0.2395091502340757,0.6015421072257707,[0.         0.70943396 1.        ],[0.         0.46992481 1.        ],2,3
203,7.0,0.21642786210810044,0.6172167926731821,[0.         0.56981132 1.        ],[0.         0.35338346 1.        ],3,3
204,7.0,0.19435380905092914,0.5808545797922569,[0.         0.69811321 1.        ],[0.        0.5037594 1.       ],4,3
205,7.0,0.167782664207689,0.5767817494838802,[0.         0.63018868 1.        ],[0.         0.46240602 1.        ],5,3
206,7.0,0.12631578947368421,0.5588235294117647,[0.  0.6 1. ],[0.         0.47368421 1.        ],6,3
207,7.0,0.14504184990778834,0.5712930938301908,[0.         0.58113208 1.        ],[0.         0.43609023 1.        ],7,3
208,7.0,0.07000993048659376,0.5297845373891001,[0.         0.62264151 1.        ],[0.         0.55263158 1.        ],8,3
209,7.0,0.3183714001986097,0.6508563899868248,[0.         0.68679245 1.        ],[0.         0.36842105 1.        ],9,3
210,9.0,0.19426869059441054,0.5839772364902984,[0.        0.6754717 1.       ],[0.         0.48120301 1.        ],0,3
211,9.0,0.17169811320754713,0.573268921095008,[0.         0.67169811 1.        ],[0.  0.5 1. ],1,3
212,9.0,0.19777273372109516,0.5972026606796726,[0.         0.60754717 1.        ],[0.         0.40977444 1.        ],2,3
213,9.0,0.15674563767910332,0.5636177293612317,[0.         0.69433962 1.        ],[0.         0.53759398 1.        ],3,3
214,9.0,0.16007944389275075,0.5798652397938963,[0.         0.58113208 1.        ],[0.         0.42105263 1.        ],4,3
215,9.0,0.17148531706625053,0.5809883689767915,[0.         0.61509434 1.        ],[0.         0.44360902 1.        ],5,3
216,9.0,0.24643211803092635,0.6440357539675959,[0.        0.5509434 1.       ],[0.         0.30451128 1.        ],6,3
217,9.0,0.22794722655695843,0.6095924046488788,[0.         0.63396226 1.        ],[0.         0.40601504 1.        ],7,3
218,9.0,0.18662221591715134,0.5851070712298635,[0.         0.64150943 1.        ],[0.         0.45488722 1.        ],8,3
219,9.0,0.1753582068378493,0.5786213125389577,[0.         0.64528302 1.        ],[0.         0.46992481 1.        ],9,3
220,0.5,0.30707901830046813,0.6449910243013691,[0.         0.68301887 1.        ],[0.         0.37593985 1.        ],0,4
221,0.5,0.23167825223435945,0.6134396576874452,[0.         0.62641509 1.        ],[0.         0.39473684 1.        ],1,4
222,0.5,0.19425450418499074,0.5845215609298421,[0.         0.67169811 1.        ],[0.         0.47744361 1.        ],2,4
223,0.5,0.26581075329834014,0.6160228862991813,[0.         0.70566038 1.        ],[0.         0.43984962 1.        ],3,4
224,0.5,0.08496240601503757,0.5380984490896831,[0.  0.6 1. ],[0.         0.51503759 1.        ],4,4
225,0.5,0.31071073911193076,0.6573374328323899,[0.        0.6490566 1.       ],[0.         0.33834586 1.        ],5,4
226,0.5,0.2240885231947794,0.6130611543747136,[0.         0.60754717 1.        ],[0.         0.38345865 1.        ],6,4
227,0.5,0.22774861682508157,0.6218538421835625,[0.         0.58113208 1.        ],[0.         0.35338346 1.        ],7,4
228,0.5,0.23145126968364305,0.6284949200598566,[0.         0.56603774 1.        ],[0.         0.33458647 1.        ],8,4
229,0.5,0.30329124698538795,0.6447480670015843,[0.        0.6754717 1.       ],[0.         0.37218045 1.        ],9,4
230,0.7,0.23167825223435945,0.6134396576874452,[0.         0.62641509 1.        ],[0.         0.39473684 1.        ],0,4
231,0.7,0.19788622499645336,0.5918192709224712,[0.         0.63773585 1.        ],[0.         0.43984962 1.        ],1,4
232,0.7,0.16405163853028798,0.5738027162258756,[0.         0.63773585 1.        ],[0.         0.47368421 1.        ],2,4
233,0.7,0.1373811888211094,0.5723507261968801,[0.         0.54339623 1.        ],[0.         0.40601504 1.        ],3,4
234,0.7,0.1601645623492694,0.5764594338344846,[0.         0.60377358 1.        ],[0.         0.44360902 1.        ],4,4
235,0.7,0.2504043126684636,0.6297848561050573,[0.         0.60754717 1.        ],[0.         0.35714286 1.        ],5,4
236,0.7,0.23953752305291526,0.6002731753667082,[0.         0.71698113 1.        ],[0.         0.47744361 1.        ],6,4
237,0.7,0.09235352532274083,0.5444126074498568,[0.         0.56603774 1.        ],[0.         0.47368421 1.        ],7,4
238,0.7,0.2090934884380763,0.6016356590216386,[0.         0.61886792 1.        ],[0.         0.40977444 1.        ],8,4
239,0.7,0.29560221307986945,0.6531974649668416,[0.         0.63018868 1.        ],[0.         0.33458647 1.        ],9,4
