,epsilon,distance,algorithm,dataset,dimension
63,5.0,1.4080321476669462,grid-kd-Laplace,heart-dataset,7
64,7.0,0.9995471144740705,grid-kd-Laplace,heart-dataset,7
65,9.0,0.7577257844679527,grid-kd-Laplace,heart-dataset,7
66,0.5,15.98217967690069,grid-kd-Laplace,heart-dataset,8
67,0.7,11.458111690860871,grid-kd-Laplace,heart-dataset,8
68,1.0,8.000822133239135,grid-kd-Laplace,heart-dataset,8
69,1.5,5.402929699273333,grid-kd-Laplace,heart-dataset,8
70,2.0,3.951255149586071,grid-kd-Laplace,heart-dataset,8
71,2.5,3.237159193724968,grid-kd-Laplace,heart-dataset,8
72,3.0,2.686223683020699,grid-kd-Laplace,heart-dataset,8
73,3.5,2.3069677767474426,grid-kd-Laplace,heart-dataset,8
74,5.0,1.6092434379134528,grid-kd-Laplace,heart-dataset,8
75,7.0,1.1441733359482424,grid-kd-Laplace,heart-dataset,8
76,9.0,0.8838223842646022,grid-kd-Laplace,heart-dataset,8
77,0.5,17.971234577841013,grid-kd-Laplace,heart-dataset,9
78,0.7,12.762670743448354,grid-kd-Laplace,heart-dataset,9
79,1.0,9.111439124909234,grid-kd-Laplace,heart-dataset,9
80,1.5,5.938355557588887,grid-kd-Laplace,heart-dataset,9
81,2.0,4.506596892359369,grid-kd-Laplace,heart-dataset,9
82,2.5,3.5686557764136255,grid-kd-Laplace,heart-dataset,9
83,3.0,3.0073397866831306,grid-kd-Laplace,heart-dataset,9
84,3.5,2.58876845694844,grid-kd-Laplace,heart-dataset,9
85,5.0,1.8101012674236163,grid-kd-Laplace,heart-dataset,9
86,7.0,1.2897308864374184,grid-kd-Laplace,heart-dataset,9
87,9.0,1.0040508242410282,grid-kd-Laplace,heart-dataset,9
