,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
42,2.5,-0.11199999999999999,0.44776119402985076,-0.11199999999999999,[0.   0.48 1.  ],[0.    0.592 1.   ],2,2
43,2.5,0.040000000000000036,0.5324675324675324,0.040000000000000036,[0.    0.328 1.   ],[0.    0.288 1.   ],3,2
44,2.5,0.07199999999999998,0.5671641791044776,0.07199999999999998,[0.    0.304 1.   ],[0.    0.232 1.   ],4,2
45,2.5,-0.03200000000000003,0.48360655737704916,-0.03200000000000003,[0.    0.472 1.   ],[0.    0.504 1.   ],5,2
46,2.5,0.0,0.5,0.0,[0.   0.44 1.  ],[0.   0.44 1.  ],6,2
47,2.5,-0.064,0.46774193548387094,-0.064,[0.    0.464 1.   ],[0.    0.528 1.   ],7,2
48,2.5,0.064,0.5384615384615384,0.064,[0.    0.448 1.   ],[0.    0.384 1.   ],8,2
49,2.5,-0.008000000000000007,0.49557522123893805,-0.008000000000000007,[0.    0.448 1.   ],[0.    0.456 1.   ],9,2
50,3.0,0.04799999999999999,0.5306122448979592,0.04799999999999999,[0.    0.416 1.   ],[0.    0.368 1.   ],0,2
51,3.0,-0.02400000000000002,0.48672566371681414,-0.02400000000000002,[0.   0.44 1.  ],[0.    0.464 1.   ],1,2
52,3.0,-0.023999999999999966,0.4782608695652174,-0.023999999999999966,[0.    0.264 1.   ],[0.    0.288 1.   ],2,2
53,3.0,0.055999999999999994,0.5299145299145299,0.055999999999999994,[0.    0.496 1.   ],[0.   0.44 1.  ],3,2
54,3.0,0.064,0.5408163265306123,0.064,[0.    0.424 1.   ],[0.   0.36 1.  ],4,2
55,3.0,-0.03199999999999997,0.47674418604651164,-0.03199999999999997,[0.    0.328 1.   ],[0.   0.36 1.  ],5,2
56,3.0,-0.07199999999999995,0.46715328467153283,-0.07199999999999995,[0.    0.512 1.   ],[0.    0.584 1.   ],6,2
57,3.0,-0.02400000000000002,0.48872180451127817,-0.02400000000000002,[0.   0.52 1.  ],[0.    0.544 1.   ],7,2
58,3.0,0.176,0.5797101449275363,0.176,[0.   0.64 1.  ],[0.    0.464 1.   ],8,2
59,3.0,0.20800000000000007,0.5902777777777778,0.20800000000000007,[0.   0.68 1.  ],[0.    0.472 1.   ],9,2
60,3.5,-0.01599999999999996,0.49019607843137253,-0.01599999999999996,[0.  0.4 1. ],[0.    0.416 1.   ],0,2
61,3.5,0.08000000000000002,0.5416666666666666,0.08000000000000002,[0.   0.52 1.  ],[0.   0.44 1.  ],1,2
62,3.5,-0.055999999999999994,0.4700854700854701,-0.055999999999999994,[0.   0.44 1.  ],[0.    0.496 1.   ],2,2
63,3.5,0.04800000000000004,0.5272727272727272,0.04800000000000004,[0.    0.464 1.   ],[0.    0.416 1.   ],3,2
64,3.5,0.02400000000000002,0.512,0.02400000000000002,[0.    0.512 1.   ],[0.    0.488 1.   ],4,2
65,3.5,0.11199999999999999,0.5795454545454546,0.11199999999999999,[0.    0.408 1.   ],[0.    0.296 1.   ],5,2
66,3.5,0.04799999999999999,0.5258620689655172,0.04799999999999999,[0.    0.488 1.   ],[0.   0.44 1.  ],6,2
67,3.5,0.12,0.5663716814159292,0.12,[0.    0.512 1.   ],[0.    0.392 1.   ],7,2
68,3.5,0.040000000000000036,0.5225225225225225,0.040000000000000036,[0.    0.464 1.   ],[0.    0.424 1.   ],8,2
69,3.5,-0.04800000000000004,0.4722222222222222,-0.04800000000000004,[0.    0.408 1.   ],[0.    0.456 1.   ],9,2
70,5.0,-0.08800000000000002,0.45454545454545453,-0.08800000000000002,[0.   0.44 1.  ],[0.    0.528 1.   ],0,2
71,5.0,0.12000000000000005,0.5630252100840336,0.12000000000000005,[0.    0.536 1.   ],[0.    0.416 1.   ],1,2
72,5.0,0.08000000000000002,0.5409836065573771,0.08000000000000002,[0.    0.528 1.   ],[0.    0.448 1.   ],2,2
73,5.0,-0.055999999999999994,0.46601941747572817,-0.055999999999999994,[0.    0.384 1.   ],[0.   0.44 1.  ],3,2
74,5.0,0.064,0.5377358490566038,0.064,[0.    0.456 1.   ],[0.    0.392 1.   ],4,2
75,5.0,0.03199999999999997,0.5204081632653061,0.03199999999999997,[0.    0.408 1.   ],[0.    0.376 1.   ],5,2
76,5.0,-0.064,0.45121951219512196,-0.064,[0.    0.296 1.   ],[0.   0.36 1.  ],6,2
77,5.0,0.07200000000000001,0.5365853658536586,0.07200000000000001,[0.    0.528 1.   ],[0.    0.456 1.   ],7,2
78,5.0,0.039999999999999925,0.514792899408284,0.039999999999999925,[0.    0.696 1.   ],[0.    0.656 1.   ],8,2
79,5.0,-0.023999999999999966,0.4854368932038835,-0.023999999999999966,[0.  0.4 1. ],[0.    0.424 1.   ],9,2
80,7.0,0.08800000000000008,0.5426356589147286,0.08800000000000008,[0.   0.56 1.  ],[0.    0.472 1.   ],0,2
81,7.0,0.11199999999999999,0.55,0.11199999999999999,[0.    0.616 1.   ],[0.    0.504 1.   ],1,2
82,7.0,-0.008000000000000007,0.49514563106796117,-0.008000000000000007,[0.    0.408 1.   ],[0.    0.416 1.   ],2,2
83,7.0,0.016000000000000014,0.5106382978723404,0.016000000000000014,[0.    0.384 1.   ],[0.    0.368 1.   ],3,2
84,7.0,0.10399999999999998,0.549618320610687,0.10399999999999998,[0.    0.576 1.   ],[0.    0.472 1.   ],4,2
85,7.0,0.09599999999999997,0.5365853658536586,0.09599999999999997,[0.    0.704 1.   ],[0.    0.608 1.   ],5,2
86,7.0,-0.04800000000000004,0.4772727272727273,-0.04800000000000004,[0.    0.504 1.   ],[0.    0.552 1.   ],6,2
87,7.0,-0.016000000000000014,0.49324324324324326,-0.016000000000000014,[0.    0.584 1.   ],[0.  0.6 1. ],7,2
88,7.0,0.184,0.5877862595419847,0.184,[0.    0.616 1.   ],[0.    0.432 1.   ],8,2
89,7.0,0.09599999999999997,0.5365853658536586,0.09599999999999997,[0.    0.704 1.   ],[0.    0.608 1.   ],9,2
90,9.0,0.04800000000000004,0.5189873417721519,0.04800000000000004,[0.    0.656 1.   ],[0.    0.608 1.   ],0,2
91,9.0,0.055999999999999994,0.5294117647058824,0.055999999999999994,[0.    0.504 1.   ],[0.    0.448 1.   ],1,2
92,9.0,0.09599999999999997,0.5394736842105263,0.09599999999999997,[0.    0.656 1.   ],[0.   0.56 1.  ],2,2
93,9.0,0.07199999999999995,0.5323741007194245,0.07199999999999995,[0.    0.592 1.   ],[0.   0.52 1.  ],3,2
94,9.0,0.03200000000000003,0.512987012987013,0.03200000000000003,[0.    0.632 1.   ],[0.  0.6 1. ],4,2
95,9.0,0.0,0.5,0.0,[0.    0.648 1.   ],[0.    0.648 1.   ],5,2
96,9.0,0.05600000000000005,0.5271317829457365,0.05600000000000005,[0.    0.544 1.   ],[0.    0.488 1.   ],6,2
97,9.0,0.10399999999999998,0.5474452554744526,0.10399999999999998,[0.  0.6 1. ],[0.    0.496 1.   ],7,2
98,9.0,0.064,0.5338983050847458,0.064,[0.    0.504 1.   ],[0.   0.44 1.  ],8,2
99,9.0,0.04800000000000004,0.5227272727272727,0.04800000000000004,[0.    0.552 1.   ],[0.    0.504 1.   ],9,2
100,0.5,-0.008000000000000007,0.4956521739130435,-0.008000000000000007,[0.    0.456 1.   ],[0.    0.464 1.   ],0,3
101,0.5,-0.03200000000000003,0.48148148148148145,-0.03200000000000003,[0.    0.416 1.   ],[0.    0.448 1.   ],1,3
102,0.5,-0.008000000000000007,0.4945054945054945,-0.008000000000000007,[0.   0.36 1.  ],[0.    0.368 1.   ],2,3
103,0.5,0.10399999999999998,0.5607476635514018,0.10399999999999998,[0.   0.48 1.  ],[0.    0.376 1.   ],3,3
104,0.5,-0.09600000000000003,0.4423076923076923,-0.09600000000000003,[0.    0.368 1.   ],[0.    0.464 1.   ],4,3
105,0.5,0.07200000000000001,0.550561797752809,0.07200000000000001,[0.    0.392 1.   ],[0.   0.32 1.  ],5,3
106,0.5,-0.008000000000000007,0.4935064935064935,-0.008000000000000007,[0.    0.304 1.   ],[0.    0.312 1.   ],6,3
107,0.5,0.016000000000000014,0.5096153846153846,0.016000000000000014,[0.    0.424 1.   ],[0.    0.408 1.   ],7,3
108,0.5,-0.055999999999999994,0.44776119402985076,-0.055999999999999994,[0.   0.24 1.  ],[0.    0.296 1.   ],8,3
109,0.5,-0.08000000000000007,0.46153846153846156,-0.08000000000000007,[0.   0.48 1.  ],[0.   0.56 1.  ],9,3
110,1.0,0.19999999999999996,0.6344086021505376,0.19999999999999996,[0.    0.472 1.   ],[0.    0.272 1.   ],0,3
111,1.0,0.07199999999999995,0.5338345864661654,0.07199999999999995,[0.    0.568 1.   ],[0.    0.496 1.   ],1,3
112,1.0,0.09600000000000003,0.5833333333333334,0.09600000000000003,[0.    0.336 1.   ],[0.   0.24 1.  ],2,3
113,1.0,0.02400000000000002,0.5154639175257731,0.02400000000000002,[0.  0.4 1. ],[0.    0.376 1.   ],3,3
114,1.0,0.128,0.5784313725490197,0.128,[0.    0.472 1.   ],[0.    0.344 1.   ],4,3
115,1.0,-0.064,0.45,-0.064,[0.    0.288 1.   ],[0.    0.352 1.   ],5,3
116,1.0,-0.064,0.4574468085106383,-0.064,[0.    0.344 1.   ],[0.    0.408 1.   ],6,3
117,1.0,0.16799999999999998,0.5853658536585366,0.16799999999999998,[0.    0.576 1.   ],[0.    0.408 1.   ],7,3
118,1.0,-0.008000000000000007,0.4959349593495935,-0.008000000000000007,[0.    0.488 1.   ],[0.    0.496 1.   ],8,3
119,1.0,-0.016000000000000014,0.48936170212765956,-0.016000000000000014,[0.    0.368 1.   ],[0.    0.384 1.   ],9,3
120,1.5,0.08799999999999997,0.5504587155963303,0.08799999999999997,[0.   0.48 1.  ],[0.    0.392 1.   ],0,3
121,1.5,-0.016000000000000014,0.49193548387096775,-0.016000000000000014,[0.    0.488 1.   ],[0.    0.504 1.   ],1,3
122,1.5,-0.008000000000000007,0.4939759036144578,-0.008000000000000007,[0.    0.328 1.   ],[0.    0.336 1.   ],2,3
123,1.5,0.0,0.5,0.0,[0.    0.392 1.   ],[0.    0.392 1.   ],3,3
124,1.5,0.08800000000000008,0.5426356589147286,0.08800000000000008,[0.   0.56 1.  ],[0.    0.472 1.   ],4,3
125,1.5,0.03999999999999998,0.5294117647058824,0.03999999999999998,[0.   0.36 1.  ],[0.   0.32 1.  ],5,3
126,1.5,0.03999999999999998,0.5287356321839081,0.03999999999999998,[0.    0.368 1.   ],[0.    0.328 1.   ],6,3
127,1.5,-0.03999999999999998,0.47474747474747475,-0.03999999999999998,[0.    0.376 1.   ],[0.    0.416 1.   ],7,3
128,1.5,0.040000000000000036,0.5324675324675324,0.040000000000000036,[0.    0.328 1.   ],[0.    0.288 1.   ],8,3
129,1.5,0.016000000000000014,0.5106382978723404,0.016000000000000014,[0.    0.384 1.   ],[0.    0.368 1.   ],9,3
130,2.0,0.07200000000000001,0.5473684210526316,0.07200000000000001,[0.    0.416 1.   ],[0.    0.344 1.   ],0,3
131,2.0,-0.008000000000000007,0.494949494949495,-0.008000000000000007,[0.    0.392 1.   ],[0.  0.4 1. ],1,3
132,2.0,0.03999999999999998,0.5294117647058824,0.03999999999999998,[0.   0.36 1.  ],[0.   0.32 1.  ],2,3
133,2.0,-0.023999999999999966,0.4827586206896552,-0.023999999999999966,[0.    0.336 1.   ],[0.   0.36 1.  ],3,3
134,2.0,0.08800000000000002,0.5647058823529412,0.08800000000000002,[0.    0.384 1.   ],[0.    0.296 1.   ],4,3
135,2.0,0.064,0.5454545454545454,0.064,[0.    0.384 1.   ],[0.   0.32 1.  ],5,3
136,2.0,0.12,0.5903614457831325,0.12,[0.    0.392 1.   ],[0.    0.272 1.   ],6,3
137,2.0,0.064,0.5392156862745098,0.064,[0.   0.44 1.  ],[0.    0.376 1.   ],7,3
138,2.0,-0.008000000000000007,0.494949494949495,-0.008000000000000007,[0.    0.392 1.   ],[0.  0.4 1. ],8,3
139,2.0,0.055999999999999994,0.5368421052631579,0.055999999999999994,[0.    0.408 1.   ],[0.    0.352 1.   ],9,3
140,2.5,0.09599999999999997,0.5769230769230769,0.09599999999999997,[0.   0.36 1.  ],[0.    0.264 1.   ],0,3
141,2.5,0.12,0.5949367088607594,0.12,[0.    0.376 1.   ],[0.    0.256 1.   ],1,3
142,2.5,-0.008000000000000007,0.4948453608247423,-0.008000000000000007,[0.    0.384 1.   ],[0.    0.392 1.   ],2,3
143,2.5,0.09600000000000003,0.5576923076923077,0.09600000000000003,[0.    0.464 1.   ],[0.    0.368 1.   ],3,3
144,2.5,0.008000000000000007,0.5072463768115942,0.008000000000000007,[0.   0.28 1.  ],[0.    0.272 1.   ],4,3
145,2.5,-0.03199999999999997,0.4722222222222222,-0.03199999999999997,[0.    0.272 1.   ],[0.    0.304 1.   ],5,3
146,2.5,0.0,0.5,0.0,[0.    0.368 1.   ],[0.    0.368 1.   ],6,3
147,2.5,-0.008000000000000007,0.4927536231884058,-0.008000000000000007,[0.    0.272 1.   ],[0.   0.28 1.  ],7,3
148,2.5,0.0,0.5,0.0,[0.    0.344 1.   ],[0.    0.344 1.   ],8,3
149,2.5,-0.00799999999999998,0.4883720930232558,-0.00799999999999998,[0.    0.168 1.   ],[0.    0.176 1.   ],9,3
150,3.0,0.11199999999999999,0.5853658536585366,0.11199999999999999,[0.    0.384 1.   ],[0.    0.272 1.   ],0,3
151,3.0,0.055999999999999994,0.5411764705882353,0.055999999999999994,[0.    0.368 1.   ],[0.    0.312 1.   ],1,3
152,3.0,-0.04800000000000004,0.46153846153846156,-0.04800000000000004,[0.    0.288 1.   ],[0.    0.336 1.   ],2,3
153,3.0,0.128,0.5833333333333334,0.128,[0.    0.448 1.   ],[0.   0.32 1.  ],3,3
154,3.0,0.09600000000000003,0.5483870967741935,0.09600000000000003,[0.    0.544 1.   ],[0.    0.448 1.   ],4,3
155,3.0,0.04799999999999999,0.5405405405405406,0.04799999999999999,[0.   0.32 1.  ],[0.    0.272 1.   ],5,3
156,3.0,0.064,0.5416666666666666,0.064,[0.    0.416 1.   ],[0.    0.352 1.   ],6,3
157,3.0,-0.04799999999999999,0.45454545454545453,-0.04799999999999999,[0.   0.24 1.  ],[0.    0.288 1.   ],7,3
158,3.0,0.03200000000000003,0.5303030303030303,0.03200000000000003,[0.   0.28 1.  ],[0.    0.248 1.   ],8,3
159,3.0,-0.11199999999999999,0.43859649122807015,-0.11199999999999999,[0.  0.4 1. ],[0.    0.512 1.   ],9,3
160,3.5,0.0,0.5,0.0,[0.   0.32 1.  ],[0.   0.32 1.  ],0,3
161,3.5,0.008000000000000007,0.5057471264367817,0.008000000000000007,[0.    0.352 1.   ],[0.    0.344 1.   ],1,3
162,3.5,0.03200000000000003,0.525,0.03200000000000003,[0.    0.336 1.   ],[0.    0.304 1.   ],2,3
163,3.5,0.09600000000000003,0.6071428571428571,0.09600000000000003,[0.    0.272 1.   ],[0.    0.176 1.   ],3,3
164,3.5,0.10400000000000001,0.5970149253731343,0.10400000000000001,[0.   0.32 1.  ],[0.    0.216 1.   ],4,3
165,3.5,-0.03199999999999997,0.48,-0.03199999999999997,[0.    0.384 1.   ],[0.    0.416 1.   ],5,3
166,3.5,0.03200000000000003,0.5212765957446809,0.03200000000000003,[0.    0.392 1.   ],[0.   0.36 1.  ],6,3
167,3.5,0.064,0.5476190476190477,0.064,[0.    0.368 1.   ],[0.    0.304 1.   ],7,3
168,3.5,0.09599999999999997,0.573170731707317,0.09599999999999997,[0.    0.376 1.   ],[0.   0.28 1.  ],8,3
169,3.5,0.20800000000000002,0.6015625,0.20800000000000002,[0.    0.616 1.   ],[0.    0.408 1.   ],9,3
170,5.0,-0.02400000000000002,0.4805194805194805,-0.02400000000000002,[0.    0.296 1.   ],[0.   0.32 1.  ],0,3
171,5.0,0.08800000000000008,0.5426356589147286,0.08800000000000008,[0.   0.56 1.  ],[0.    0.472 1.   ],1,3
172,5.0,-0.07999999999999996,0.4375,-0.07999999999999996,[0.   0.28 1.  ],[0.   0.36 1.  ],2,3
173,5.0,0.04799999999999999,0.5267857142857143,0.04799999999999999,[0.    0.472 1.   ],[0.    0.424 1.   ],3,3
174,5.0,0.015999999999999986,0.5166666666666667,0.015999999999999986,[0.    0.248 1.   ],[0.    0.232 1.   ],4,3
175,5.0,0.008000000000000007,0.5054945054945055,0.008000000000000007,[0.    0.368 1.   ],[0.   0.36 1.  ],5,3
176,5.0,-0.09599999999999997,0.4268292682926829,-0.09599999999999997,[0.   0.28 1.  ],[0.    0.376 1.   ],6,3
177,5.0,0.03200000000000003,0.5256410256410257,0.03200000000000003,[0.    0.328 1.   ],[0.    0.296 1.   ],7,3
178,5.0,0.08799999999999997,0.5419847328244275,0.08799999999999997,[0.    0.568 1.   ],[0.   0.48 1.  ],8,3
179,5.0,0.02400000000000002,0.5154639175257731,0.02400000000000002,[0.  0.4 1. ],[0.    0.376 1.   ],9,3
180,7.0,0.12,0.5903614457831325,0.12,[0.    0.392 1.   ],[0.    0.272 1.   ],0,3
181,7.0,0.20800000000000002,0.6326530612244898,0.20800000000000002,[0.    0.496 1.   ],[0.    0.288 1.   ],1,3
182,7.0,0.023999999999999966,0.5145631067961165,0.023999999999999966,[0.    0.424 1.   ],[0.  0.4 1. ],2,3
183,7.0,0.016000000000000014,0.5128205128205128,0.016000000000000014,[0.   0.32 1.  ],[0.    0.304 1.   ],3,3
184,7.0,0.07200000000000001,0.5454545454545454,0.07200000000000001,[0.    0.432 1.   ],[0.   0.36 1.  ],4,3
185,7.0,-0.064,0.44594594594594594,-0.064,[0.    0.264 1.   ],[0.    0.328 1.   ],5,3
186,7.0,0.008000000000000007,0.5038167938931297,0.008000000000000007,[0.    0.528 1.   ],[0.   0.52 1.  ],6,3
187,7.0,0.176,0.6341463414634146,0.176,[0.    0.416 1.   ],[0.   0.24 1.  ],7,3
188,7.0,0.08000000000000002,0.5510204081632653,0.08000000000000002,[0.    0.432 1.   ],[0.    0.352 1.   ],8,3
189,7.0,0.023999999999999966,0.5148514851485149,0.023999999999999966,[0.    0.416 1.   ],[0.    0.392 1.   ],9,3
190,9.0,0.08000000000000002,0.5471698113207547,0.08000000000000002,[0.    0.464 1.   ],[0.    0.384 1.   ],0,3
191,9.0,0.14399999999999996,0.5671641791044776,0.14399999999999996,[0.    0.608 1.   ],[0.    0.464 1.   ],1,3
192,9.0,0.128,0.58,0.128,[0.    0.464 1.   ],[0.    0.336 1.   ],2,3
193,9.0,0.064,0.5377358490566038,0.064,[0.    0.456 1.   ],[0.    0.392 1.   ],3,3
194,9.0,0.15999999999999998,0.6,0.15999999999999998,[0.   0.48 1.  ],[0.   0.32 1.  ],4,3
195,9.0,-0.016000000000000014,0.4897959183673469,-0.016000000000000014,[0.    0.384 1.   ],[0.  0.4 1. ],5,3
196,9.0,0.02400000000000002,0.5118110236220472,0.02400000000000002,[0.   0.52 1.  ],[0.    0.496 1.   ],6,3
197,9.0,0.08000000000000002,0.5396825396825397,0.08000000000000002,[0.    0.544 1.   ],[0.    0.464 1.   ],7,3
198,9.0,0.02400000000000002,0.5083798882681564,0.02400000000000002,[0.    0.728 1.   ],[0.    0.704 1.   ],8,3
199,9.0,0.19999999999999996,0.6068376068376068,0.19999999999999996,[0.    0.568 1.   ],[0.    0.368 1.   ],9,3
