,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
171,5.0,0.06399999999999995,0.5512820512820513,0.06399999999999995,[0.    0.344 1.   ],[0.   0.28 1.  ],1,3
172,5.0,-0.02400000000000002,0.47619047619047616,-0.02400000000000002,[0.   0.24 1.  ],[0.    0.264 1.   ],2,3
173,5.0,0.023999999999999966,0.5211267605633803,0.023999999999999966,[0.    0.296 1.   ],[0.    0.272 1.   ],3,3
174,5.0,-0.008000000000000007,0.4888888888888889,-0.008000000000000007,[0.    0.176 1.   ],[0.    0.184 1.   ],4,3
175,5.0,0.048000000000000015,0.56,0.048000000000000015,[0.    0.224 1.   ],[0.    0.176 1.   ],5,3
176,5.0,0.03199999999999997,0.5294117647058824,0.03199999999999997,[0.    0.288 1.   ],[0.    0.256 1.   ],6,3
177,5.0,0.008000000000000007,0.5128205128205128,0.008000000000000007,[0.   0.16 1.  ],[0.    0.152 1.   ],7,3
178,5.0,0.064,0.5833333333333334,0.064,[0.    0.224 1.   ],[0.   0.16 1.  ],8,3
179,5.0,0.10400000000000001,0.6444444444444445,0.10400000000000001,[0.    0.232 1.   ],[0.    0.128 1.   ],9,3
180,7.0,-0.02400000000000002,0.48,-0.02400000000000002,[0.    0.288 1.   ],[0.    0.312 1.   ],0,3
181,7.0,-0.03999999999999998,0.45454545454545453,-0.03999999999999998,[0.  0.2 1. ],[0.   0.24 1.  ],1,3
182,7.0,0.048000000000000015,0.546875,0.048000000000000015,[0.   0.28 1.  ],[0.    0.232 1.   ],2,3
183,7.0,0.12,0.5806451612903226,0.12,[0.    0.432 1.   ],[0.    0.312 1.   ],3,3
184,7.0,0.016000000000000014,0.515625,0.016000000000000014,[0.    0.264 1.   ],[0.    0.248 1.   ],4,3
185,7.0,0.12799999999999997,0.6081081081081081,0.12799999999999997,[0.   0.36 1.  ],[0.    0.232 1.   ],5,3
186,7.0,0.088,0.5846153846153846,0.088,[0.    0.304 1.   ],[0.    0.216 1.   ],6,3
187,7.0,-0.01599999999999996,0.4883720930232558,-0.01599999999999996,[0.    0.336 1.   ],[0.    0.352 1.   ],7,3
188,7.0,0.144,0.6285714285714286,0.144,[0.    0.352 1.   ],[0.    0.208 1.   ],8,3
189,7.0,-0.096,0.3888888888888889,-0.096,[0.    0.168 1.   ],[0.    0.264 1.   ],9,3
190,9.0,0.055999999999999994,0.5522388059701493,0.055999999999999994,[0.    0.296 1.   ],[0.   0.24 1.  ],0,3
191,9.0,0.136,0.6349206349206349,0.136,[0.   0.32 1.  ],[0.    0.184 1.   ],1,3
192,9.0,0.08800000000000002,0.5647058823529412,0.08800000000000002,[0.    0.384 1.   ],[0.    0.296 1.   ],2,3
193,9.0,0.08800000000000002,0.5753424657534246,0.08800000000000002,[0.    0.336 1.   ],[0.    0.248 1.   ],3,3
194,9.0,-0.07999999999999996,0.44680851063829785,-0.07999999999999996,[0.    0.336 1.   ],[0.    0.416 1.   ],4,3
195,9.0,0.04799999999999999,0.5441176470588235,0.04799999999999999,[0.    0.296 1.   ],[0.    0.248 1.   ],5,3
196,9.0,-0.03999999999999998,0.47126436781609193,-0.03999999999999998,[0.    0.328 1.   ],[0.    0.368 1.   ],6,3
197,9.0,0.023999999999999966,0.5217391304347826,0.023999999999999966,[0.    0.288 1.   ],[0.    0.264 1.   ],7,3
198,9.0,0.136,0.5726495726495726,0.136,[0.    0.536 1.   ],[0.  0.4 1. ],8,3
199,9.0,0.04799999999999999,0.5306122448979592,0.04799999999999999,[0.    0.416 1.   ],[0.    0.368 1.   ],9,3
