,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
92,7.0,0.536,0.7161290322580646,[0.    0.888 1.   ],[0.    0.352 1.   ],2,2
93,7.0,0.544,0.7297297297297297,[0.    0.864 1.   ],[0.   0.32 1.  ],3,2
94,7.0,0.528,0.72,[0.    0.864 1.   ],[0.    0.336 1.   ],4,2
95,7.0,0.544,0.7266666666666667,[0.    0.872 1.   ],[0.    0.328 1.   ],5,2
96,7.0,0.56,0.7651515151515151,[0.    0.808 1.   ],[0.    0.248 1.   ],6,2
97,7.0,0.6,0.7737226277372262,[0.    0.848 1.   ],[0.    0.248 1.   ],7,2
98,7.0,0.456,0.7080291970802919,[0.    0.776 1.   ],[0.   0.32 1.  ],8,2
99,7.0,0.56,0.7302631578947368,[0.    0.888 1.   ],[0.    0.328 1.   ],9,2
100,9.0,0.56,0.7734375,[0.    0.792 1.   ],[0.    0.232 1.   ],0,2
101,9.0,0.5920000000000001,0.7341772151898734,[0.    0.928 1.   ],[0.    0.336 1.   ],1,2
102,9.0,0.56,0.7134146341463414,[0.    0.936 1.   ],[0.    0.376 1.   ],2,2
103,9.0,0.6399999999999999,0.7531645569620252,[0.    0.952 1.   ],[0.    0.312 1.   ],3,2
104,9.0,0.52,0.7272727272727273,[0.    0.832 1.   ],[0.    0.312 1.   ],4,2
105,9.0,0.616,0.7619047619047619,[0.    0.896 1.   ],[0.   0.28 1.  ],5,2
106,9.0,0.608,0.7753623188405796,[0.    0.856 1.   ],[0.    0.248 1.   ],6,2
107,9.0,0.56,0.7160493827160493,[0.    0.928 1.   ],[0.    0.368 1.   ],7,2
108,9.0,0.56,0.7272727272727273,[0.    0.896 1.   ],[0.    0.336 1.   ],8,2
109,9.0,0.504,0.6863905325443787,[0.    0.928 1.   ],[0.    0.424 1.   ],9,2
110,0.5,0.088,0.72,[0.    0.144 1.   ],[0.    0.056 1.   ],0,3
111,0.5,0.032,0.75,[0.    0.048 1.   ],[0.    0.016 1.   ],1,3
112,0.5,0.10400000000000001,0.6444444444444445,[0.    0.232 1.   ],[0.    0.128 1.   ],2,3
113,0.5,0.08,0.6666666666666667,[0.   0.16 1.  ],[0.   0.08 1.  ],3,3
114,0.5,0.07200000000000001,0.8,[0.    0.096 1.   ],[0.    0.024 1.   ],4,3
115,0.5,0.08000000000000002,0.6086956521739131,[0.    0.224 1.   ],[0.    0.144 1.   ],5,3
116,0.5,0.016,0.5416666666666666,[0.    0.104 1.   ],[0.    0.088 1.   ],6,3
117,0.5,0.064,0.6818181818181819,[0.   0.12 1.  ],[0.    0.056 1.   ],7,3
118,0.5,0.136,0.7931034482758621,[0.    0.184 1.   ],[0.    0.048 1.   ],8,3
119,0.5,0.24000000000000002,0.9166666666666666,[0.    0.264 1.   ],[0.    0.024 1.   ],9,3
120,0.7,0.096,0.7142857142857143,[0.   0.16 1.  ],[0.    0.064 1.   ],0,3
121,0.7,0.15200000000000002,0.7567567567567568,[0.    0.224 1.   ],[0.    0.072 1.   ],1,3
122,0.7,0.184,0.7948717948717948,[0.    0.248 1.   ],[0.    0.064 1.   ],2,3
123,0.7,0.055999999999999994,0.6129032258064516,[0.    0.152 1.   ],[0.    0.096 1.   ],3,3
124,0.7,0.168,0.7837837837837837,[0.    0.232 1.   ],[0.    0.064 1.   ],4,3
125,0.7,0.128,0.7,[0.    0.224 1.   ],[0.    0.096 1.   ],5,3
126,0.7,0.08,0.6785714285714286,[0.    0.152 1.   ],[0.    0.072 1.   ],6,3
127,0.7,0.216,0.9090909090909091,[0.   0.24 1.  ],[0.    0.024 1.   ],7,3
128,0.7,0.11199999999999999,0.8181818181818181,[0.    0.144 1.   ],[0.    0.032 1.   ],8,3
129,0.7,0.184,0.7948717948717948,[0.    0.248 1.   ],[0.    0.064 1.   ],9,3
130,1.0,0.08800000000000001,0.6896551724137931,[0.   0.16 1.  ],[0.    0.072 1.   ],0,3
131,1.0,0.136,0.7428571428571429,[0.    0.208 1.   ],[0.    0.072 1.   ],1,3
132,1.0,0.208,1.0,[0.    0.208 1.   ],[0. 0. 1.],2,3
133,1.0,0.168,0.7999999999999999,[0.    0.224 1.   ],[0.    0.056 1.   ],3,3
134,1.0,0.128,0.8333333333333334,[0.   0.16 1.  ],[0.    0.032 1.   ],4,3
135,1.0,0.07999999999999999,0.6470588235294117,[0.    0.176 1.   ],[0.    0.096 1.   ],5,3
136,1.0,0.11199999999999999,0.6842105263157895,[0.    0.208 1.   ],[0.    0.096 1.   ],6,3
137,1.0,0.256,0.7857142857142857,[0.    0.352 1.   ],[0.    0.096 1.   ],7,3
138,1.0,0.128,0.7352941176470588,[0.  0.2 1. ],[0.    0.072 1.   ],8,3
139,1.0,0.24,0.96875,[0.    0.248 1.   ],[0.    0.008 1.   ],9,3
140,1.5,0.08,0.6785714285714286,[0.    0.152 1.   ],[0.    0.072 1.   ],0,3
141,1.5,0.14400000000000002,0.75,[0.    0.216 1.   ],[0.    0.072 1.   ],1,3
142,1.5,0.07200000000000001,0.736842105263158,[0.    0.112 1.   ],[0.   0.04 1.  ],2,3
143,1.5,0.104,0.6969696969696969,[0.    0.184 1.   ],[0.   0.08 1.  ],3,3
144,1.5,0.168,0.7999999999999999,[0.    0.224 1.   ],[0.    0.056 1.   ],4,3
145,1.5,0.16000000000000003,0.7631578947368421,[0.    0.232 1.   ],[0.    0.072 1.   ],5,3
146,1.5,0.06399999999999999,0.6428571428571429,[0.    0.144 1.   ],[0.   0.08 1.  ],6,3
147,1.5,0.15200000000000002,0.7567567567567568,[0.    0.224 1.   ],[0.    0.072 1.   ],7,3
148,1.5,0.08,0.6785714285714286,[0.    0.152 1.   ],[0.    0.072 1.   ],8,3
149,1.5,0.12800000000000003,0.6176470588235294,[0.    0.336 1.   ],[0.    0.208 1.   ],9,3
150,2.0,0.152,0.6727272727272727,[0.    0.296 1.   ],[0.    0.144 1.   ],0,3
151,2.0,0.144,0.7142857142857143,[0.   0.24 1.  ],[0.    0.096 1.   ],1,3
152,2.0,0.15999999999999998,0.8125,[0.    0.208 1.   ],[0.    0.048 1.   ],2,3
153,2.0,0.16,0.8333333333333333,[0.  0.2 1. ],[0.   0.04 1.  ],3,3
154,2.0,0.12799999999999997,0.6428571428571429,[0.    0.288 1.   ],[0.   0.16 1.  ],4,3
155,2.0,0.22399999999999998,0.7258064516129032,[0.   0.36 1.  ],[0.    0.136 1.   ],5,3
156,2.0,0.16,0.7941176470588235,[0.    0.216 1.   ],[0.    0.056 1.   ],6,3
157,2.0,0.055999999999999994,0.5507246376811593,[0.    0.304 1.   ],[0.    0.248 1.   ],7,3
158,2.0,0.12800000000000003,0.6538461538461539,[0.    0.272 1.   ],[0.    0.144 1.   ],8,3
159,2.0,0.015999999999999986,0.5238095238095238,[0.    0.176 1.   ],[0.   0.16 1.  ],9,3
160,2.5,0.11200000000000002,0.6029411764705882,[0.    0.328 1.   ],[0.    0.216 1.   ],0,3
161,2.5,0.128,0.7,[0.    0.224 1.   ],[0.    0.096 1.   ],1,3
162,2.5,0.12000000000000002,0.6415094339622641,[0.    0.272 1.   ],[0.    0.152 1.   ],2,3
163,2.5,0.096,0.6428571428571429,[0.    0.216 1.   ],[0.   0.12 1.  ],3,3
164,2.5,0.136,0.6888888888888889,[0.    0.248 1.   ],[0.    0.112 1.   ],4,3
165,2.5,0.26399999999999996,0.8113207547169811,[0.    0.344 1.   ],[0.   0.08 1.  ],5,3
166,2.5,0.128,0.7222222222222222,[0.    0.208 1.   ],[0.   0.08 1.  ],6,3
167,2.5,-0.00799999999999998,0.49019607843137253,[0.  0.2 1. ],[0.    0.208 1.   ],7,3
168,2.5,0.17599999999999996,0.6718749999999999,[0.    0.344 1.   ],[0.    0.168 1.   ],8,3
169,2.5,0.12,0.6595744680851063,[0.    0.248 1.   ],[0.    0.128 1.   ],9,3
170,3.0,0.096,0.6153846153846153,[0.    0.256 1.   ],[0.   0.16 1.  ],0,3
171,3.0,0.17600000000000002,0.6833333333333333,[0.    0.328 1.   ],[0.    0.152 1.   ],1,3
172,3.0,0.11200000000000002,0.6346153846153846,[0.    0.264 1.   ],[0.    0.152 1.   ],2,3
173,3.0,0.176,0.72,[0.    0.288 1.   ],[0.    0.112 1.   ],3,3
174,3.0,0.128,0.7105263157894737,[0.    0.216 1.   ],[0.    0.088 1.   ],4,3
175,3.0,0.26399999999999996,0.8113207547169811,[0.    0.344 1.   ],[0.   0.08 1.  ],5,3
176,3.0,0.21600000000000003,0.7547169811320755,[0.   0.32 1.  ],[0.    0.104 1.   ],6,3
177,3.0,0.064,0.6818181818181819,[0.   0.12 1.  ],[0.    0.056 1.   ],7,3
178,3.0,0.04000000000000001,0.5714285714285714,[0.   0.16 1.  ],[0.   0.12 1.  ],8,3
179,3.0,0.05600000000000002,0.5686274509803921,[0.    0.232 1.   ],[0.    0.176 1.   ],9,3
180,3.5,0.05600000000000002,0.5686274509803921,[0.    0.232 1.   ],[0.    0.176 1.   ],0,3
181,3.5,0.248,0.7719298245614036,[0.    0.352 1.   ],[0.    0.104 1.   ],1,3
182,3.5,0.064,0.5869565217391305,[0.    0.216 1.   ],[0.    0.152 1.   ],2,3
183,3.5,0.13599999999999998,0.6491228070175439,[0.    0.296 1.   ],[0.   0.16 1.  ],3,3
184,3.5,0.19999999999999998,0.6506024096385542,[0.    0.432 1.   ],[0.    0.232 1.   ],4,3
185,3.5,0.192,0.74,[0.    0.296 1.   ],[0.    0.104 1.   ],5,3
186,3.5,0.07200000000000001,0.5918367346938775,[0.    0.232 1.   ],[0.   0.16 1.  ],6,3
187,3.5,0.07999999999999999,0.5806451612903225,[0.    0.288 1.   ],[0.    0.208 1.   ],7,3
188,3.5,0.11199999999999999,0.5921052631578947,[0.   0.36 1.  ],[0.    0.248 1.   ],8,3
189,3.5,0.07200000000000001,0.5849056603773585,[0.    0.248 1.   ],[0.    0.176 1.   ],9,3
190,5.0,0.168,0.6438356164383562,[0.    0.376 1.   ],[0.    0.208 1.   ],0,3
191,5.0,0.176,0.6341463414634146,[0.    0.416 1.   ],[0.   0.24 1.  ],1,3
192,5.0,0.192,0.6621621621621621,[0.    0.392 1.   ],[0.  0.2 1. ],2,3
193,5.0,0.10400000000000001,0.6,[0.    0.312 1.   ],[0.    0.208 1.   ],3,3
194,5.0,0.07999999999999996,0.5625,[0.   0.36 1.  ],[0.   0.28 1.  ],4,3
195,5.0,0.136,0.639344262295082,[0.    0.312 1.   ],[0.    0.176 1.   ],5,3
196,5.0,0.33599999999999997,0.7625,[0.    0.488 1.   ],[0.    0.152 1.   ],6,3
197,5.0,0.16799999999999998,0.6567164179104477,[0.    0.352 1.   ],[0.    0.184 1.   ],7,3
198,5.0,0.055999999999999994,0.5614035087719298,[0.    0.256 1.   ],[0.  0.2 1. ],8,3
199,5.0,0.224,0.7,[0.    0.392 1.   ],[0.    0.168 1.   ],9,3
200,7.0,0.008000000000000007,0.5056179775280899,[0.   0.36 1.  ],[0.    0.352 1.   ],0,3
201,7.0,0.256,0.6702127659574468,[0.    0.504 1.   ],[0.    0.248 1.   ],1,3
202,7.0,0.28800000000000003,0.7307692307692308,[0.    0.456 1.   ],[0.    0.168 1.   ],2,3
203,7.0,0.21599999999999997,0.7288135593220338,[0.    0.344 1.   ],[0.    0.128 1.   ],3,3
204,7.0,0.20799999999999996,0.6382978723404255,[0.   0.48 1.  ],[0.    0.272 1.   ],4,3
205,7.0,0.328,0.7971014492753623,[0.   0.44 1.  ],[0.    0.112 1.   ],5,3
206,7.0,0.13599999999999998,0.619718309859155,[0.    0.352 1.   ],[0.    0.216 1.   ],6,3
207,7.0,0.224,0.6627906976744186,[0.    0.456 1.   ],[0.    0.232 1.   ],7,3
208,7.0,0.248,0.7012987012987013,[0.    0.432 1.   ],[0.    0.184 1.   ],8,3
209,7.0,0.33599999999999997,0.7058823529411765,[0.    0.576 1.   ],[0.   0.24 1.  ],9,3
210,9.0,0.07999999999999996,0.5462962962962963,[0.    0.472 1.   ],[0.    0.392 1.   ],0,3
211,9.0,0.16800000000000004,0.5981308411214954,[0.    0.512 1.   ],[0.    0.344 1.   ],1,3
212,9.0,0.272,0.6808510638297872,[0.    0.512 1.   ],[0.   0.24 1.  ],2,3
213,9.0,0.272,0.6770833333333334,[0.   0.52 1.  ],[0.    0.248 1.   ],3,3
214,9.0,0.264,0.7037037037037037,[0.    0.456 1.   ],[0.    0.192 1.   ],4,3
215,9.0,0.36800000000000005,0.7500000000000001,[0.    0.552 1.   ],[0.    0.184 1.   ],5,3
216,9.0,0.28,0.7333333333333334,[0.   0.44 1.  ],[0.   0.16 1.  ],6,3
217,9.0,0.10399999999999998,0.5714285714285714,[0.    0.416 1.   ],[0.    0.312 1.   ],7,3
218,9.0,0.264,0.7088607594936709,[0.    0.448 1.   ],[0.    0.184 1.   ],8,3
219,9.0,0.264,0.6896551724137931,[0.   0.48 1.  ],[0.    0.216 1.   ],9,3
